"geneId"	"seqnames"	"start"	"end"	"geneStrand"	"annotation"	"group"	"gene_name"
"ENSMUSG00000092257.1"	"chr7"	42151155	42151337	2	"Intron (ENSMUST00000166447.2/ENSMUSG00000090619.2, intron 5 of 5)"	"sidd"	"Gm2308"
"ENSMUSG00000092266.1"	"chr5"	92757193	92757337	1	"Intron (ENSMUST00000113055.8/ENSMUSG00000029381.16, intron 1 of 10)"	"sidd"	"Gm20500"
"ENSMUSG00000092285.1"	"chr7"	11908617	11908771	2	"Distal Intergenic"	"sidd"	"Vmn1r-ps56"
"ENSMUSG00000092290.1"	"chr17"	36484931	36485056	1	"Distal Intergenic"	"sidd"	"Gm20452"
"ENSMUSG00000092293.1"	"chr7"	86546077	86546199	2	"Distal Intergenic"	"sidd"	"Gm17919"
"ENSMUSG00000092303.1"	"chr6"	89997350	89997479	1	"Promoter (<=1kb)"	"sidd"	"Vmn1r-ps29"
"ENSMUSG00000092311.1"	"chr6"	89766340	89766503	1	"Distal Intergenic"	"sidd"	"Vmn1r-ps26"
"ENSMUSG00000092318.1"	"chr7"	12010085	12010315	1	"Distal Intergenic"	"sidd"	"Vmn1r-ps60"
"ENSMUSG00000092322.8"	"chr17"	38409778	38409919	2	"Distal Intergenic"	"sidd"	"Esp36"
"ENSMUSG00000092331.1"	"chr7"	12393608	12393719	2	"Promoter (<=1kb)"	"sidd"	"Vmn1r-ps66"
"ENSMUSG00000092336.1"	"chr7"	5579104	5579270	2	"Distal Intergenic"	"sidd"	"Vmn1r-ps40"
"ENSMUSG00000092342.2"	"chr17"	38668837	38668989	1	"Distal Intergenic"	"sidd"	"Esp31"
"ENSMUSG00000092369.1"	"chr19"	44837768	44837887	2	"Promoter (1-2kb)"	"sidd"	"1700039E22Rik"
"ENSMUSG00000092375.1"	"chr15"	78096438	78096584	1	"Intron (ENSMUST00000019290.2/ENSMUSG00000019146.2, intron 1 of 3)"	"sidd"	"A730060N03Rik"
"ENSMUSG00000092382.2"	"chr7"	42393599	42393718	1	"Distal Intergenic"	"sidd"	"Vmn2r-ps59"
"ENSMUSG00000092404.2"	"chr12"	45439055	45439248	1	"Promoter (1-2kb)"	"sidd"	"Gm9921"
"ENSMUSG00000092411.1"	"chr7"	42330537	42330677	2	"Distal Intergenic"	"sidd"	"Gm5594"
"ENSMUSG00000092425.1"	"chr7"	84871191	84871427	1	"Distal Intergenic"	"sidd"	"Gm8018"
"ENSMUSG00000092437.1"	"chr17"	36441133	36441233	2	"Distal Intergenic"	"sidd"	"Rpl9-ps9"
"ENSMUSG00000092454.1"	"chr15"	65939936	65940160	2	"Intron (ENSMUST00000239034.1/ENSMUSG00000072511.3, intron 11 of 17)"	"sidd"	"Gm2991"
"ENSMUSG00000092456.2"	"chr7"	24016333	24016563	1	"Distal Intergenic"	"sidd"	"V1rd19"
"ENSMUSG00000092464.1"	"chr7"	26217538	26217702	1	"Distal Intergenic"	"sidd"	"Gm8902"
"ENSMUSG00000092467.1"	"chr7"	85532475	85532644	1	"Distal Intergenic"	"sidd"	"Gm18360"
"ENSMUSG00000092488.1"	"chr6"	142107864	142107958	1	"Promoter (2-3kb)"	"sidd"	"Gm18159"
"ENSMUSG00000092503.1"	"chr5"	101561431	101561583	1	"Distal Intergenic"	"sidd"	"Gm20484"
"ENSMUSG00000092504.1"	"chr9"	117329056	117329206	1	"Intron (ENSMUST00000164018.8/ENSMUSG00000039607.17, intron 2 of 14)"	"sidd"	"Gm20396"
"ENSMUSG00000092519.2"	"chr17"	33438303	33438456	1	"Distal Intergenic"	"sidd"	"Actl9"
"ENSMUSG00000092540.1"	"chr11"	103882566	103882675	2	"Promoter (2-3kb)"	"sidd"	"Gm8738"
"ENSMUSG00000092557.1"	"chr17"	34956833	34956979	2	"Promoter (2-3kb)"	"sidd"	"Gm8696"
"ENSMUSG00000092562.1"	"chr7"	85267877	85268055	2	"Distal Intergenic"	"sidd"	"Gm20414"
"ENSMUSG00000092566.1"	"chr17"	38460192	38460378	2	"Distal Intergenic"	"sidd"	"Gm20409"
"ENSMUSG00000092567.2"	"chr7"	85705406	85705560	1	"Intron (ENSMUST00000173890.2/ENSMUSG00000092567.2, intron 3 of 3)"	"sidd"	"Vmn2r-ps73"
"ENSMUSG00000092579.2"	"chr7"	5688949	5689118	1	"Distal Intergenic"	"sidd"	"Vmn1r62"
"ENSMUSG00000092580.1"	"chr7"	5921411	5921510	2	"Distal Intergenic"	"sidd"	"Vmn1r-ps45"
"ENSMUSG00000092581.1"	"chr9"	79899194	79899359	1	"Intron (ENSMUST00000239133.1/ENSMUSG00000034898.17, intron 1 of 6)"	"sidd"	"Gm3211"
"ENSMUSG00000092599.1"	"chr16"	66475397	66475568	1	"Distal Intergenic"	"sidd"	"1700010K23Rik"
"ENSMUSG00000092606.1"	"chr17"	36578772	36578915	1	"Distal Intergenic"	"sidd"	"Gm20450"
"ENSMUSG00000092629.1"	"chr7"	23766300	23766454	1	"Distal Intergenic"	"sidd"	"Vmn1r-ps85"
"ENSMUSG00000092639.1"	"chr15"	29313830	29314032	2	"Distal Intergenic"	"sidd"	"Mir3964"
"ENSMUSG00000092643.1"	"chr15"	46386211	46386376	2	"Distal Intergenic"	"sidd"	"Gm23562"
"ENSMUSG00000092647.1"	"chr12"	109255943	109256089	2	"Distal Intergenic"	"sidd"	"Gm22234"
"ENSMUSG00000092657.1"	"chr1"	53486185	53486358	2	"Intron (ENSMUST00000094964.6/ENSMUSG00000096141.2, intron 46 of 65)"	"sidd"	"Gm25240"
"ENSMUSG00000092664.1"	"chr14"	105776136	105776284	1	"Distal Intergenic"	"sidd"	"Gm22406"
"ENSMUSG00000092668.1"	"chr14"	100722819	100722898	1	"Distal Intergenic"	"sidd"	"Gm22401"
"ENSMUSG00000092704.1"	"chr5"	22646861	22646964	2	"Promoter (1-2kb)"	"sidd"	"Gm24512"
"ENSMUSG00000092715.1"	"chr19"	35608203	35608387	2	"Promoter (2-3kb)"	"sidd"	"Gm22853"
"ENSMUSG00000092751.1"	"chr15"	82938600	82938830	2	"Intron (ENSMUST00000229547.1/ENSMUSG00000041852.15, intron 1 of 1)"	"sidd"	"Mir3080"
"ENSMUSG00000092790.1"	"chr1"	49083071	49083266	1	"Distal Intergenic"	"sidd"	"Gm22693"
"ENSMUSG00000092792.1"	"chr18"	89681509	89681651	1	"Intron (ENSMUST00000097495.4/ENSMUSG00000073514.4, intron 1 of 7)"	"sidd"	"Gm22694"
"ENSMUSG00000092813.1"	"chr19"	58898516	58898634	2	"Intron (ENSMUST00000237297.1/ENSMUSG00000025092.7, intron 2 of 6)"	"sidd"	"Mir3086"
"ENSMUSG00000092829.1"	"chr4"	76972265	76972431	2	"Intron (ENSMUST00000107287.8/ENSMUSG00000028399.18, intron 8 of 14)"	"sidd"	"Gm23159"
"ENSMUSG00000092830.1"	"chr3"	150853237	150853420	2	"Distal Intergenic"	"sidd"	"Mir3963"
"ENSMUSG00000092833.1"	"chr2"	144639838	144640030	2	"Intron (ENSMUST00000028917.6/ENSMUSG00000027430.12, intron 4 of 5)"	"sidd"	"Gm24823"
"ENSMUSG00000092834.1"	"chr14"	108366517	108366650	1	"Distal Intergenic"	"sidd"	"Gm24818"
"ENSMUSG00000092843.1"	"chr2"	84927793	84927953	1	"Promoter (<=1kb)"	"sidd"	"Gm24332"
"ENSMUSG00000092848.1"	"chr4"	137201819	137201958	1	"Distal Intergenic"	"sidd"	"Gm23263"
"ENSMUSG00000092853.1"	"chr2"	47112825	47113012	1	"Distal Intergenic"	"sidd"	"Gm25959"
"ENSMUSG00000092855.1"	"chr15"	40190819	40190955	2	"Distal Intergenic"	"sidd"	"Gm25958"
"ENSMUSG00000092856.2"	"chr7"	54190073	54190218	2	"Distal Intergenic"	"sidd"	"Gm25956"
"ENSMUSG00000092880.1"	"chr4"	10843753	10843908	2	"Promoter (1-2kb)"	"sidd"	"Mir3471-1"
"ENSMUSG00000092888.1"	"chr6"	48261062	48261201	1	"Distal Intergenic"	"sidd"	"Gm22122"
"ENSMUSG00000092896.2"	"chr9"	4494715	4494828	2	"Intron (ENSMUST00000063508.14/ENSMUSG00000025892.16, intron 9 of 16)"	"sidd"	"Gm23811"
"ENSMUSG00000092917.1"	"chrX"	144960573	144960713	1	"Intron (ENSMUST00000112843.1/ENSMUSG00000071679.4, intron 2 of 6)"	"sidd"	"Mir3472"
"ENSMUSG00000092921.1"	"chr7"	61778049	61778176	2	"Intron (ENSMUST00000208953.1/ENSMUSG00000109394.2, intron 3 of 5)"	"sidd"	"Mir344b"
"ENSMUSG00000092948.1"	"chr1"	116193553	116193690	2	"Intron (ENSMUST00000043725.8/ENSMUSG00000070695.4, intron 10 of 23)"	"sidd"	"Gm23393"
"ENSMUSG00000092952.1"	"chr10"	101944835	101944999	1	"Intron (ENSMUST00000146230.7/ENSMUSG00000019888.16, intron 2 of 2)"	"sidd"	"Mir3059"
"ENSMUSG00000092986.2"	"chr3"	38308758	38308874	2	"Distal Intergenic"	"sidd"	"Gm25574"
"ENSMUSG00000092998.1"	"chr12"	36701631	36701748	1	"Distal Intergenic"	"sidd"	"Mir5099"
"ENSMUSG00000093002.1"	"chr7"	112598111	112598225	2	"Distal Intergenic"	"sidd"	"Gm24154"
"ENSMUSG00000093015.1"	"chr1"	5632762	5632905	2	"Distal Intergenic"	"sidd"	"Gm22463"
"ENSMUSG00000093019.1"	"chr7"	61713588	61713742	2	"Intron (ENSMUST00000208953.1/ENSMUSG00000109394.2, intron 5 of 5)"	"sidd"	"Gm22466"
"ENSMUSG00000093065.1"	"chr4"	87416171	87416344	1	"Distal Intergenic"	"sidd"	"Gm23154"
"ENSMUSG00000093072.1"	"chr13"	114592726	114592881	1	"Intron (ENSMUST00000224961.1/ENSMUSG00000114879.1, intron 1 of 1)"	"sidd"	"Gm25950"
"ENSMUSG00000093075.1"	"chr11"	120068424	120068546	2	"Promoter (<=1kb)"	"sidd"	"Gm25948"
"ENSMUSG00000093079.1"	"chr6"	118441756	118441951	1	"Intron (ENSMUST00000069292.13/ENSMUSG00000030145.14, intron 3 of 5)"	"sidd"	"Gm25953"
"ENSMUSG00000093106.1"	"chr13"	93869930	93870116	2	"Intron (ENSMUST00000091403.5/ENSMUSG00000042082.7, intron 5 of 7)"	"sidd"	"Gm25534"
"ENSMUSG00000093113.1"	"chr11"	92186452	92186580	2	"Distal Intergenic"	"sidd"	"Gm22702"
"ENSMUSG00000093114.1"	"chr12"	77117785	77117917	2	"Promoter (1-2kb)"	"sidd"	"Gm22696"
"ENSMUSG00000093140.1"	"chr8"	72961331	72961438	1	"Intron (ENSMUST00000004497.10/ENSMUSG00000004383.18, intron 6 of 14)"	"sidd"	"Mir28b"
"ENSMUSG00000093148.1"	"chr6"	133752031	133752133	2	"Distal Intergenic"	"sidd"	"Gm23375"
"ENSMUSG00000093159.1"	"chr5"	4844767	4844905	2	"Intron (ENSMUST00000115451.7/ENSMUSG00000028926.15, intron 13 of 13)"	"sidd"	"Gm25037"
"ENSMUSG00000093160.1"	"chr2"	172872421	172872585	2	"Intron (ENSMUST00000009143.7/ENSMUSG00000008999.7, intron 6 of 6)"	"sidd"	"Gm22773"
"ENSMUSG00000093184.1"	"chr11"	38023139	38023271	2	"Distal Intergenic"	"sidd"	"Gm25693"
"ENSMUSG00000093212.1"	"chr7"	64990906	64991036	2	"Intron (ENSMUST00000119118.7/ENSMUSG00000030518.17, intron 1 of 9)"	"sidd"	"Gm25249"
"ENSMUSG00000093214.1"	"chr12"	42264121	42264291	1	"Distal Intergenic"	"sidd"	"Gm25248"
"ENSMUSG00000093226.1"	"chr3"	80711873	80712026	2	"Intron (ENSMUST00000075316.9/ENSMUSG00000033981.14, intron 6 of 15)"	"sidd"	"Gm25749"
"ENSMUSG00000093238.1"	"chr7"	79506326	79506430	1	"Promoter (1-2kb)"	"sidd"	"Mir9-3"
"ENSMUSG00000093240.1"	"chr4"	48775643	48775797	2	"Distal Intergenic"	"sidd"	"Gm24573"
"ENSMUSG00000093241.1"	"chr8"	108970694	108970809	1	"Distal Intergenic"	"sidd"	"Mir3108"
"ENSMUSG00000093251.1"	"chr16"	10264267	10264391	1	"Distal Intergenic"	"sidd"	"Gm22932"
"ENSMUSG00000093264.1"	"chr11"	120325801	120325910	2	"Distal Intergenic"	"sidd"	"Gm23419"
"ENSMUSG00000093274.1"	"chr18"	18068514	18068678	1	"Distal Intergenic"	"sidd"	"Gm26235"
"ENSMUSG00000093292.1"	"chr16"	55431093	55431232	1	"Distal Intergenic"	"sidd"	"Mir5118"
"ENSMUSG00000093293.1"	"chr4"	58434932	58435092	2	"Distal Intergenic"	"sidd"	"Mir3095"
"ENSMUSG00000093303.1"	"chr19"	39012567	39012673	2	"Intron (ENSMUST00000025966.4/ENSMUSG00000025002.5, intron 3 of 8)"	"sidd"	"Gm23800"
"ENSMUSG00000093335.1"	"chrY"	2444835	2444972	2	"Promoter (1-2kb)"	"sidd"	"Gm22119"
"ENSMUSG00000093342.1"	"chr18"	8713116	8713249	2	"Distal Intergenic"	"sidd"	"Gm26119"
"ENSMUSG00000093362.1"	"chr14"	111110539	111110736	1	"Distal Intergenic"	"sidd"	"Gm22802"
"ENSMUSG00000093373.1"	"chr19"	35269767	35269896	2	"Distal Intergenic"	"sidd"	"Gm23075"
"ENSMUSG00000093382.2"	"chr6"	58034426	58034666	2	"Distal Intergenic"	"sidd"	"Vmn1r-ps14"
"ENSMUSG00000093383.1"	"chr14"	39143757	39143937	1	"Intron (ENSMUST00000166968.8/ENSMUSG00000041014.17, intron 1 of 9)"	"sidd"	"Gm20642"
"ENSMUSG00000093387.1"	"chr15"	68396385	68396540	2	"Distal Intergenic"	"sidd"	"Gm20732"
"ENSMUSG00000093401.2"	"chr17"	20089660	20089786	1	"Distal Intergenic"	"sidd"	"Vmn2r-ps126"
"ENSMUSG00000093406.1"	"chr10"	57592781	57592929	1	"Distal Intergenic"	"sidd"	"Rpl48-ps1"
"ENSMUSG00000093410.1"	"chr2"	109641058	109641213	1	"Distal Intergenic"	"sidd"	"Gm20638"
"ENSMUSG00000093416.1"	"chr3"	64189767	64189911	2	"Distal Intergenic"	"sidd"	"Gm18294"
"ENSMUSG00000093444.1"	"chr18"	3061939	3062098	2	"Distal Intergenic"	"sidd"	"Vmn1r-ps152"
"ENSMUSG00000093452.4"	"chr14"	55053334	55053483	1	"Promoter (<=1kb)"	"sidd"	"Zfhx2os"
"ENSMUSG00000093453.1"	"chr17"	21072344	21072532	2	"Distal Intergenic"	"sidd"	"Vmn1r-ps146"
"ENSMUSG00000093454.1"	"chr17"	20440661	20440819	2	"Distal Intergenic"	"sidd"	"Vmn1r-ps143"
"ENSMUSG00000093487.2"	"chr7"	10295814	10296019	1	"Distal Intergenic"	"sidd"	"Vmn1r-ps48"
"ENSMUSG00000093493.1"	"chr17"	23263105	23263248	2	"Intron (ENSMUST00000176979.1/ENSMUSG00000093493.1, intron 4 of 5)"	"sidd"	"Vmn2r-ps133"
"ENSMUSG00000093497.1"	"chr14"	115763144	115763263	2	"Intron (ENSMUST00000176912.7/ENSMUSG00000022112.14, intron 6 of 7)"	"sidd"	"Gm20713"
"ENSMUSG00000093499.1"	"chr3"	35347614	35347764	1	"Distal Intergenic"	"sidd"	"Gm25442"
"ENSMUSG00000093509.1"	"chr7"	14927452	14927601	2	"Distal Intergenic"	"sidd"	"Obox3-ps3"
"ENSMUSG00000093510.1"	"chr5"	108890427	108890583	2	"Promoter (1-2kb)"	"sidd"	"Vmn2r-ps21"
"ENSMUSG00000093520.2"	"chr6"	57280689	57280842	1	"Promoter (2-3kb)"	"sidd"	"Vmn1r-ps9"
"ENSMUSG00000093522.1"	"chr6"	58242985	58243105	2	"Distal Intergenic"	"sidd"	"Vmn1r-ps19"
"ENSMUSG00000093528.1"	"chr14"	38791280	38791408	1	"Intron (ENSMUST00000166968.8/ENSMUSG00000041014.17, intron 2 of 9)"	"sidd"	"Nrg3os"
"ENSMUSG00000093531.3"	"chr17"	18795377	18795603	1	"Distal Intergenic"	"sidd"	"Vmn2r-ps117"
"ENSMUSG00000093534.1"	"chr7"	10647260	10647406	1	"Promoter (2-3kb)"	"sidd"	"Vmn1r-ps51"
"ENSMUSG00000093537.1"	"chr10"	17849129	17849306	1	"Distal Intergenic"	"sidd"	"Gm7584"
"ENSMUSG00000093543.1"	"chr5"	109255762	109255889	1	"Distal Intergenic"	"sidd"	"Gm8473"
"ENSMUSG00000093548.1"	"chr10"	73706654	73706835	2	"Intron (ENSMUST00000123398.8/ENSMUSG00000052613.16, intron 2 of 13)"	"sidd"	"Gm6407"
"ENSMUSG00000093551.1"	"chr14"	115251545	115251732	2	"Intron (ENSMUST00000176912.7/ENSMUSG00000022112.14, intron 2 of 7)"	"sidd"	"4930505G20Rik"
"ENSMUSG00000093556.1"	"chr14"	38497633	38497767	1	"Intron (ENSMUST00000166968.8/ENSMUSG00000041014.17, intron 4 of 9)"	"sidd"	"Gm20641"
"ENSMUSG00000093557.1"	"chr3"	5470633	5470785	2	"Distal Intergenic"	"sidd"	"4930555M17Rik"
"ENSMUSG00000093563.1"	"chr10"	52153091	52153278	2	"Intron (ENSMUST00000219173.1/ENSMUSG00000019893.13, intron 13 of 44)"	"sidd"	"Gm20630"
"ENSMUSG00000093572.1"	"chr11"	59328035	59328235	2	"Intron (ENSMUST00000000128.9/ENSMUSG00000000126.11, intron 2 of 3)"	"sidd"	"Gm24756"
"ENSMUSG00000093587.3"	"chr13"	72625013	72625169	2	"Distal Intergenic"	"sidd"	"Gm20554"
"ENSMUSG00000093589.1"	"chr14"	115577748	115577872	2	"Intron (ENSMUST00000176912.7/ENSMUSG00000022112.14, intron 6 of 7)"	"sidd"	"Gm18367"
"ENSMUSG00000093602.2"	"chr17"	18746302	18746428	1	"Distal Intergenic"	"sidd"	"Vmn2r-ps116"
"ENSMUSG00000093607.1"	"chr17"	18964004	18964121	1	"Distal Intergenic"	"sidd"	"Vmn2r-ps118"
"ENSMUSG00000093610.7"	"chr19"	39201411	39201575	1	"Distal Intergenic"	"sidd"	"Cyp2c53-ps"
"ENSMUSG00000093614.1"	"chr2"	101105889	101106030	1	"Distal Intergenic"	"sidd"	"Gm20693"
"ENSMUSG00000093621.1"	"chr6"	57299294	57299508	1	"Distal Intergenic"	"sidd"	"Vmn1r-ps10"
"ENSMUSG00000093650.2"	"chr1"	150671593	150671741	1	"Intron (ENSMUST00000177268.1/ENSMUSG00000093650.2, intron 1 of 1)"	"sidd"	"Gm20631"
"ENSMUSG00000093658.1"	"chr6"	6497942	6498076	2	"Intron (ENSMUST00000176654.1/ENSMUSG00000093380.1, intron 2 of 2)"	"sidd"	"Gm20617"
"ENSMUSG00000093663.1"	"chr5"	109369736	109369875	1	"3' UTR"	"sidd"	"Gm7171"
"ENSMUSG00000093668.3"	"chr13"	78021352	78021519	1	"Intron (ENSMUST00000163257.8/ENSMUSG00000064138.14, intron 10 of 10)"	"sidd"	"Pou5f2"
"ENSMUSG00000093672.2"	"chr10"	17768730	17768869	2	"Distal Intergenic"	"sidd"	"Gm20655"
"ENSMUSG00000093686.1"	"chr17"	66406508	66406671	2	"Intron (ENSMUST00000086693.11/ENSMUSG00000052105.17, intron 3 of 13)"	"sidd"	"Gm4705"
"ENSMUSG00000093689.1"	"chr7"	10670221	10670412	2	"Promoter (2-3kb)"	"sidd"	"Vmn1r-ps52"
"ENSMUSG00000093696.1"	"chr6"	57017190	57017339	2	"Distal Intergenic"	"sidd"	"Vmn1r7"
"ENSMUSG00000093699.1"	"chr3"	64585981	64586119	2	"Distal Intergenic"	"sidd"	"Vmn2r-ps9"
"ENSMUSG00000093708.1"	"chr6"	58147464	58147596	1	"Distal Intergenic"	"sidd"	"Gm20718"
"ENSMUSG00000093716.1"	"chr17"	90518699	90518809	2	"Intron (ENSMUST00000072671.13/ENSMUSG00000024109.18, intron 15 of 20)"	"sidd"	"Gm19815"
"ENSMUSG00000093740.1"	"chr17"	55847489	55847622	2	"Intron (ENSMUST00000025004.6/ENSMUSG00000032915.6, intron 16 of 16)"	"sidd"	"Gm18417"
"ENSMUSG00000093751.1"	"chr7"	63605735	63605890	1	"Promoter (<=1kb)"	"sidd"	"Gm3307"
"ENSMUSG00000093757.1"	"chr19"	57842836	57842954	1	"Intron (ENSMUST00000077282.6/ENSMUSG00000054843.9, intron 26 of 28)"	"sidd"	"Mir5623"
"ENSMUSG00000093770.1"	"chr7"	15051099	15051245	2	"Distal Intergenic"	"sidd"	"Obox3-ps4"
"ENSMUSG00000093771.1"	"chr5"	72494956	72495104	2	"Promoter (1-2kb)"	"sidd"	"AU023070"
"ENSMUSG00000093804.3"	"chr2"	111797621	111797755	2	"Distal Intergenic"	"sidd"	"Olfr1303"
"ENSMUSG00000093826.1"	"chr7"	10654586	10654759	2	"Promoter (2-3kb)"	"sidd"	"Gm6900"
"ENSMUSG00000093827.1"	"chr14"	4959123	4959262	1	"Intron (ENSMUST00000180138.1/ENSMUSG00000093827.1, intron 1 of 1)"	"sidd"	"Gm10410"
"ENSMUSG00000093831.1"	"chr15"	88847171	88847264	1	"Distal Intergenic"	"sidd"	"Gm23144"
"ENSMUSG00000093864.1"	"chr1"	12321128	12321257	1	"Distal Intergenic"	"sidd"	"Gm22633"
"ENSMUSG00000093873.1"	"chr14"	73769282	73769493	2	"Promoter (1-2kb)"	"sidd"	"Gm24540"
"ENSMUSG00000093879.1"	"chr1"	141299533	141299658	1	"Promoter (1-2kb)"	"sidd"	"Gm25457"
"ENSMUSG00000093889.1"	"chr14"	43863614	43863756	1	"Promoter (1-2kb)"	"sidd"	"Ang-ps2"
"ENSMUSG00000093905.1"	"chrX"	57875513	57875663	1	"Distal Intergenic"	"sidd"	"Gm25023"
"ENSMUSG00000093923.7"	"chrX"	24750839	24750997	2	"Distal Intergenic"	"sidd"	"Gm5935"
"ENSMUSG00000093929.1"	"chr7"	59672988	59673212	2	"Promoter (<=1kb)"	"sidd"	"Gm23862"
"ENSMUSG00000093933.1"	"chr10"	41185483	41185687	1	"Distal Intergenic"	"sidd"	"Gm25526"
"ENSMUSG00000093934.2"	"chr9"	39835098	39835277	1	"Promoter (1-2kb)"	"sidd"	"Olfr971"
"ENSMUSG00000093949.2"	"chr14"	44672826	44673016	1	"Intron (ENSMUST00000111860.8/ENSMUSG00000079265.10, intron 1 of 4)"	"sidd"	"Gm21754"
"ENSMUSG00000093959.1"	"chr9"	10098860	10099047	2	"Intron (ENSMUST00000162484.7/ENSMUSG00000039488.15, intron 3 of 20)"	"sidd"	"Gm24496"
"ENSMUSG00000093964.1"	"chr6"	74115644	74115796	1	"Distal Intergenic"	"sidd"	"Gm26179"
"ENSMUSG00000093965.1"	"chr6"	73355949	73356142	1	"Distal Intergenic"	"sidd"	"Gm24370"
"ENSMUSG00000093970.1"	"chr1"	8603604	8603766	2	"Intron (ENSMUST00000132064.7/ENSMUSG00000025909.16, intron 11 of 19)"	"sidd"	"Gm23358"
"ENSMUSG00000093974.1"	"chr7"	59860938	59861143	2	"Promoter (<=1kb)"	"sidd"	"Snord116l17"
"ENSMUSG00000093975.1"	"chr4"	147461350	147461495	1	"Distal Intergenic"	"sidd"	"Vmn2r-ps19"
"ENSMUSG00000093986.1"	"chr7"	21048312	21048437	2	"Distal Intergenic"	"sidd"	"Vmn1r120"
"ENSMUSG00000093988.1"	"chr16"	78630013	78630132	1	"Distal Intergenic"	"sidd"	"Gm24861"
"ENSMUSG00000093992.1"	"chr8"	7437683	7437813	2	"Distal Intergenic"	"sidd"	"Gm26427"
"ENSMUSG00000094002.3"	"chr12"	27203965	27204091	2	"Distal Intergenic"	"sidd"	"Gm9866"
"ENSMUSG00000094020.1"	"chr16"	55546859	55547006	2	"Distal Intergenic"	"sidd"	"Gm23003"
"ENSMUSG00000094030.1"	"chr16"	82890813	82890947	1	"Distal Intergenic"	"sidd"	"Gm21833"
"ENSMUSG00000094119.3"	"chr7"	103541052	103541226	2	"Promoter (1-2kb)"	"sidd"	"Olfr612"
"ENSMUSG00000094128.1"	"chr1"	57005122	57005298	2	"Intron (ENSMUST00000185204.1/ENSMUSG00000087022.4, intron 3 of 4)"	"sidd"	"Gm23943"
"ENSMUSG00000094136.2"	"chr1"	40884679	40884742	2	"Distal Intergenic"	"sidd"	"Gm5973"
"ENSMUSG00000094140.2"	"chr14"	52384074	52384181	2	"Distal Intergenic"	"sidd"	"Olfr1512"
"ENSMUSG00000094146.1"	"chr10"	77715080	77715235	1	"Promoter (<=1kb)"	"sidd"	"Gm10142"
"ENSMUSG00000094154.1"	"chr11"	71242251	71242353	2	"Distal Intergenic"	"sidd"	"Gm23266"
"ENSMUSG00000094183.1"	"chr6"	59674948	59675104	2	"Distal Intergenic"	"sidd"	"Gm22622"
"ENSMUSG00000094186.2"	"chr10"	82481550	82481708	2	"Distal Intergenic"	"sidd"	"Gm1553"
"ENSMUSG00000094187.1"	"chr7"	23616259	23616435	1	"Distal Intergenic"	"sidd"	"Vmn1r170"
"ENSMUSG00000094199.1"	"chr7"	109076237	109076430	2	"Promoter (<=1kb)"	"sidd"	"Gm25450"
"ENSMUSG00000094215.2"	"chr1"	31340350	31340483	1	"Distal Intergenic"	"sidd"	"Gm6489"
"ENSMUSG00000094226.3"	"chr5"	8153866	8153987	1	"Intron (ENSMUST00000050166.13/ENSMUSG00000040537.17, intron 7 of 29)"	"sidd"	"Gm21759"
"ENSMUSG00000094239.1"	"chr5"	62476313	62476512	2	"Distal Intergenic"	"sidd"	"Gm24079"
"ENSMUSG00000094253.1"	"chr4"	3533580	3533729	1	"Distal Intergenic"	"sidd"	"Mir3471-2"
"ENSMUSG00000094256.2"	"chr17"	83281575	83281713	1	"Distal Intergenic"	"sidd"	"Rpl21-ps7"
"ENSMUSG00000094275.1"	"chr14"	105246655	105246795	1	"Distal Intergenic"	"sidd"	"Gm22290"
"ENSMUSG00000094276.1"	"chrX"	170845872	170845953	2	"Distal Intergenic"	"sidd"	"Gm15068"
"ENSMUSG00000094277.2"	"chr13"	90556008	90556124	1	"Distal Intergenic"	"sidd"	"Gm21726"
"ENSMUSG00000094287.1"	"chr7"	59858742	59858921	2	"Promoter (<=1kb)"	"sidd"	"Gm26433"
"ENSMUSG00000094296.1"	"chr15"	64862943	64863077	1	"Intron (ENSMUST00000180105.1/ENSMUSG00000094296.1, intron 2 of 2)"	"sidd"	"Gm21798"
"ENSMUSG00000094301.1"	"chr16"	50905302	50905443	2	"Distal Intergenic"	"sidd"	"Gm24925"
"ENSMUSG00000094310.1"	"chr5"	12851697	12851856	1	"Distal Intergenic"	"sidd"	"Gm23243"
"ENSMUSG00000094312.1"	"chr14"	110355012	110355177	2	"Distal Intergenic"	"sidd"	"Gm23242"
"ENSMUSG00000094344.1"	"chr4"	32965207	32965347	1	"Promoter (<=1kb)"	"sidd"	"Gm11942"
"ENSMUSG00000094347.2"	"chr10"	129391189	129391306	1	"Distal Intergenic"	"sidd"	"Olfr784"
"ENSMUSG00000094357.1"	"chr6"	105406653	105406879	1	"Distal Intergenic"	"sidd"	"Gm25570"
"ENSMUSG00000094358.1"	"chrX"	5095636	5095834	1	"Distal Intergenic"	"sidd"	"Gm14370"
"ENSMUSG00000094374.2"	"chr12"	82483390	82483562	2	"Distal Intergenic"	"sidd"	"Gm5435"
"ENSMUSG00000094379.2"	"chr13"	22509284	22509443	2	"Distal Intergenic"	"sidd"	"Vmn1r202"
"ENSMUSG00000094386.1"	"chr5"	87720014	87720183	1	"Distal Intergenic"	"sidd"	"Gm25066"
"ENSMUSG00000094402.1"	"chr15"	6108184	6108306	2	"Distal Intergenic"	"sidd"	"Gm23139"
