"geneId"	"annotation"	"group"	"gene_name"
"ENSMUSG00000032537.15"	"Promoter (<=1kb)"	"sidd_miRNA"	"Ephb1"
"ENSMUSG00000032554.15"	"Promoter (<=1kb)"	"sidd_miRNA"	"Trf"
"ENSMUSG00000032625.14"	"Promoter (2-3kb)"	"sidd_miRNA"	"Thsd7a"
"ENSMUSG00000032717.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Mdfi"
"ENSMUSG00000032827.15"	"Promoter (<=1kb)"	"sidd_miRNA"	"Ppp1r9a"
"ENSMUSG00000032860.5"	"Promoter (<=1kb)"	"sidd_miRNA"	"P2ry2"
"ENSMUSG00000032911.6"	"Promoter (1-2kb)"	"sidd_miRNA"	"Cspg4"
"ENSMUSG00000033053.4"	"Promoter (1-2kb)"	"sidd_miRNA"	"1700028P14Rik"
"ENSMUSG00000033083.16"	"Promoter (2-3kb)"	"sidd_miRNA"	"Tbc1d4"
"ENSMUSG00000033214.10"	"Promoter (<=1kb)"	"sidd_miRNA"	"Slitrk5"
"ENSMUSG00000033295.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Ptprf"
"ENSMUSG00000033510.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Otud7a"
"ENSMUSG00000033644.5"	"Promoter (<=1kb)"	"sidd_miRNA"	"Piwil2"
"ENSMUSG00000033722.9"	"Promoter (1-2kb)"	"sidd_miRNA"	"BC034090"
"ENSMUSG00000033768.17"	"Promoter (1-2kb)"	"sidd_miRNA"	"Nrxn2"
"ENSMUSG00000034000.15"	"Promoter (1-2kb)"	"sidd_miRNA"	"Neu4"
"ENSMUSG00000034007.10"	"Promoter (<=1kb)"	"sidd_miRNA"	"Scaper"
"ENSMUSG00000034071.15"	"Promoter (2-3kb)"	"sidd_miRNA"	"Zfp551"
"ENSMUSG00000034109.15"	"Promoter (2-3kb)"	"sidd_miRNA"	"Golim4"
"ENSMUSG00000034220.7"	"Promoter (<=1kb)"	"sidd_miRNA"	"Gpc1"
"ENSMUSG00000034361.10"	"Promoter (<=1kb)"	"sidd_miRNA"	"Cpne2"
"ENSMUSG00000034471.12"	"Promoter (1-2kb)"	"sidd_miRNA"	"Caskin2"
"ENSMUSG00000034656.18"	"Promoter (<=1kb)"	"sidd_miRNA"	"Cacna1a"
"ENSMUSG00000034730.17"	"Promoter (1-2kb)"	"sidd_miRNA"	"Adgrb1"
"ENSMUSG00000034762.9"	"Promoter (<=1kb)"	"sidd_miRNA"	"Glis1"
"ENSMUSG00000034799.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Unc13a"
"ENSMUSG00000035131.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Brinp3"
"ENSMUSG00000035172.15"	"Promoter (<=1kb)"	"sidd_miRNA"	"Plekhh3"
"ENSMUSG00000035177.8"	"Promoter (2-3kb)"	"sidd_miRNA"	"Nlrp2"
"ENSMUSG00000035201.15"	"Promoter (1-2kb)"	"sidd_miRNA"	"B020004J07Rik"
"ENSMUSG00000035295.10"	"Promoter (1-2kb)"	"sidd_miRNA"	"Wdr38"
"ENSMUSG00000035342.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Lzts2"
"ENSMUSG00000035522.3"	"Promoter (1-2kb)"	"sidd_miRNA"	"Tsga8"
"ENSMUSG00000035713.15"	"Promoter (<=1kb)"	"sidd_miRNA"	"Usp35"
"ENSMUSG00000035735.10"	"Promoter (<=1kb)"	"sidd_miRNA"	"Dagla"
"ENSMUSG00000035898.13"	"Promoter (1-2kb)"	"sidd_miRNA"	"Uba6"
"ENSMUSG00000036013.12"	"Promoter (1-2kb)"	"sidd_miRNA"	"Fam122c"
"ENSMUSG00000036019.8"	"Promoter (1-2kb)"	"sidd_miRNA"	"Tmtc2"
"ENSMUSG00000036062.13"	"Promoter (2-3kb)"	"sidd_miRNA"	"Phf24"
"ENSMUSG00000036139.6"	"Promoter (<=1kb)"	"sidd_miRNA"	"Hoxc9"
"ENSMUSG00000036206.12"	"Promoter (<=1kb)"	"sidd_miRNA"	"Sh3bp4"
"ENSMUSG00000036368.8"	"Promoter (1-2kb)"	"sidd_miRNA"	"Rmdn2"
"ENSMUSG00000036466.17"	"Promoter (<=1kb)"	"sidd_miRNA"	"Megf11"
"ENSMUSG00000036564.17"	"Promoter (<=1kb)"	"sidd_miRNA"	"Ndrg4"
"ENSMUSG00000036620.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Mgat4b"
"ENSMUSG00000036800.8"	"Promoter (<=1kb)"	"sidd_miRNA"	"Fam135b"
"ENSMUSG00000036863.12"	"Promoter (1-2kb)"	"sidd_miRNA"	"Syde2"
"ENSMUSG00000036867.7"	"Promoter (<=1kb)"	"sidd_miRNA"	"Smad6"
"ENSMUSG00000036899.10"	"Promoter (2-3kb)"	"sidd_miRNA"	"Trpv5"
"ENSMUSG00000036972.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Zic4"
"ENSMUSG00000037025.11"	"Promoter (2-3kb)"	"sidd_miRNA"	"Foxa2"
"ENSMUSG00000037126.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Psd"
"ENSMUSG00000037185.9"	"Promoter (<=1kb)"	"sidd_miRNA"	"Krt80"
"ENSMUSG00000037335.13"	"Promoter (2-3kb)"	"sidd_miRNA"	"Hand1"
"ENSMUSG00000037437.18"	"Promoter (2-3kb)"	"sidd_miRNA"	"Adam32"
"ENSMUSG00000037535.5"	"Promoter (1-2kb)"	"sidd_miRNA"	"1700021A07Rik"
"ENSMUSG00000037536.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Fbxo34"
"ENSMUSG00000037541.22"	"Promoter (<=1kb)"	"sidd_miRNA"	"Shank2"
"ENSMUSG00000037605.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Adgrl3"
"ENSMUSG00000037621.8"	"Promoter (<=1kb)"	"sidd_miRNA"	"Atoh8"
"ENSMUSG00000037624.15"	"Promoter (<=1kb)"	"sidd_miRNA"	"Kcnk2"
"ENSMUSG00000037685.15"	"Promoter (<=1kb)"	"sidd_miRNA"	"Atp8a1"
"ENSMUSG00000037692.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Ahdc1"
"ENSMUSG00000037813.13"	"Promoter (<=1kb)"	"sidd_miRNA"	"D630003M21Rik"
"ENSMUSG00000037924.6"	"Promoter (<=1kb)"	"sidd_miRNA"	"Olfr16"
"ENSMUSG00000037940.17"	"Promoter (<=1kb)"	"sidd_miRNA"	"Inpp4b"
"ENSMUSG00000037990.18"	"Promoter (1-2kb)"	"sidd_miRNA"	"Sh3rf3"
"ENSMUSG00000038115.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Ano2"
"ENSMUSG00000038145.17"	"Promoter (<=1kb)"	"sidd_miRNA"	"Snrk"
"ENSMUSG00000038146.8"	"Promoter (<=1kb)"	"sidd_miRNA"	"Notch3"
"ENSMUSG00000038187.14"	"Promoter (2-3kb)"	"sidd_miRNA"	"Btbd10"
"ENSMUSG00000038255.6"	"Promoter (<=1kb)"	"sidd_miRNA"	"Neurod2"
"ENSMUSG00000038260.10"	"Promoter (<=1kb)"	"sidd_miRNA"	"Trpm4"
"ENSMUSG00000038276.12"	"Promoter (2-3kb)"	"sidd_miRNA"	"Asic3"
"ENSMUSG00000038319.14"	"Promoter (1-2kb)"	"sidd_miRNA"	"Kcnh2"
"ENSMUSG00000038390.11"	"Promoter (2-3kb)"	"sidd_miRNA"	"Gpr162"
"ENSMUSG00000038453.17"	"Promoter (2-3kb)"	"sidd_miRNA"	"Srcin1"
"ENSMUSG00000038542.14"	"Promoter (1-2kb)"	"sidd_miRNA"	"Pcid2"
"ENSMUSG00000038598.9"	"Promoter (2-3kb)"	"sidd_miRNA"	"Shoc1"
"ENSMUSG00000038677.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Scube3"
"ENSMUSG00000038984.4"	"Promoter (1-2kb)"	"sidd_miRNA"	"Tspyl5"
"ENSMUSG00000039004.6"	"Promoter (1-2kb)"	"sidd_miRNA"	"Bmp6"
"ENSMUSG00000039115.13"	"Promoter (2-3kb)"	"sidd_miRNA"	"Itga9"
"ENSMUSG00000039117.16"	"Promoter (2-3kb)"	"sidd_miRNA"	"Taf4"
"ENSMUSG00000039126.10"	"Promoter (<=1kb)"	"sidd_miRNA"	"Prune2"
"ENSMUSG00000039375.16"	"Promoter (1-2kb)"	"sidd_miRNA"	"Wdr17"
"ENSMUSG00000039385.5"	"Promoter (<=1kb)"	"sidd_miRNA"	"Cdh6"
"ENSMUSG00000039477.16"	"Promoter (2-3kb)"	"sidd_miRNA"	"Tnrc18"
"ENSMUSG00000039577.17"	"Promoter (1-2kb)"	"sidd_miRNA"	"Nphp4"
"ENSMUSG00000039633.7"	"Promoter (1-2kb)"	"sidd_miRNA"	"Lonrf1"
"ENSMUSG00000039710.14"	"Promoter (1-2kb)"	"sidd_miRNA"	"Slc7a12"
"ENSMUSG00000039713.17"	"Promoter (<=1kb)"	"sidd_miRNA"	"Plekhg5"
"ENSMUSG00000039735.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Fnbp1l"
"ENSMUSG00000039960.5"	"Promoter (<=1kb)"	"sidd_miRNA"	"Rhou"
"ENSMUSG00000039976.4"	"Promoter (<=1kb)"	"sidd_miRNA"	"Tbc1d16"
"ENSMUSG00000040007.8"	"Promoter (1-2kb)"	"sidd_miRNA"	"Bahd1"
"ENSMUSG00000040249.15"	"Promoter (1-2kb)"	"sidd_miRNA"	"Lrp1"
"ENSMUSG00000040276.15"	"Promoter (1-2kb)"	"sidd_miRNA"	"Pacsin1"
"ENSMUSG00000040289.8"	"Promoter (2-3kb)"	"sidd_miRNA"	"Hey1"
"ENSMUSG00000040323.13"	"Promoter (<=1kb)"	"sidd_miRNA"	"Gm15429"
"ENSMUSG00000040363.15"	"Promoter (1-2kb)"	"sidd_miRNA"	"Bcor"
"ENSMUSG00000040407.18"	"Promoter (2-3kb)"	"sidd_miRNA"	"Akap9"
"ENSMUSG00000040473.15"	"Promoter (1-2kb)"	"sidd_miRNA"	"Cfap69"
"ENSMUSG00000040488.18"	"Promoter (1-2kb)"	"sidd_miRNA"	"Ltbp4"
"ENSMUSG00000040502.5"	"Promoter (1-2kb)"	"sidd_miRNA"	"Marchf9"
"ENSMUSG00000040610.7"	"Promoter (2-3kb)"	"sidd_miRNA"	"Tlx3"
"ENSMUSG00000040612.13"	"Promoter (<=1kb)"	"sidd_miRNA"	"Ildr2"
"ENSMUSG00000040660.6"	"Promoter (2-3kb)"	"sidd_miRNA"	"Cyp2b9"
"ENSMUSG00000040690.15"	"Promoter (1-2kb)"	"sidd_miRNA"	"Col16a1"
"ENSMUSG00000040855.15"	"Promoter (<=1kb)"	"sidd_miRNA"	"Reps2"
"ENSMUSG00000040860.16"	"Promoter (2-3kb)"	"sidd_miRNA"	"Crocc"
"ENSMUSG00000040877.16"	"Promoter (1-2kb)"	"sidd_miRNA"	"Wdr25"
"ENSMUSG00000040964.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Arhgef10l"
"ENSMUSG00000040972.8"	"Promoter (1-2kb)"	"sidd_miRNA"	"Igsf21"
"ENSMUSG00000040978.4"	"Promoter (<=1kb)"	"sidd_miRNA"	"Gm11992"
"ENSMUSG00000041044.9"	"Promoter (2-3kb)"	"sidd_miRNA"	"Lrit1"
"ENSMUSG00000041119.12"	"Promoter (1-2kb)"	"sidd_miRNA"	"Pde9a"
"ENSMUSG00000041132.11"	"Promoter (<=1kb)"	"sidd_miRNA"	"N4bp2l1"
"ENSMUSG00000041272.11"	"Promoter (<=1kb)"	"sidd_miRNA"	"Tox"
"ENSMUSG00000041309.17"	"Promoter (<=1kb)"	"sidd_miRNA"	"Nkx6-2"
"ENSMUSG00000041351.16"	"Promoter (1-2kb)"	"sidd_miRNA"	"Rap1gap"
"ENSMUSG00000041565.17"	"Promoter (<=1kb)"	"sidd_miRNA"	"L3mbtl4"
"ENSMUSG00000041650.15"	"Promoter (2-3kb)"	"sidd_miRNA"	"Pcca"
"ENSMUSG00000041708.12"	"Promoter (1-2kb)"	"sidd_miRNA"	"Mpped1"
"ENSMUSG00000041828.15"	"Promoter (2-3kb)"	"sidd_miRNA"	"Abca8a"
"ENSMUSG00000041936.18"	"Promoter (2-3kb)"	"sidd_miRNA"	"Agrn"
"ENSMUSG00000042156.16"	"Promoter (2-3kb)"	"sidd_miRNA"	"Dzip1"
"ENSMUSG00000042182.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Bend6"
"ENSMUSG00000042258.13"	"Promoter (<=1kb)"	"sidd_miRNA"	"Isl1"
"ENSMUSG00000042331.13"	"Promoter (<=1kb)"	"sidd_miRNA"	"Specc1"
"ENSMUSG00000042417.5"	"Promoter (2-3kb)"	"sidd_miRNA"	"Ccno"
"ENSMUSG00000042476.12"	"Promoter (1-2kb)"	"sidd_miRNA"	"Abcb4"
"ENSMUSG00000042632.17"	"Promoter (1-2kb)"	"sidd_miRNA"	"Pla2g6"
"ENSMUSG00000042796.2"	"Promoter (2-3kb)"	"sidd_miRNA"	"Olfr1032"
"ENSMUSG00000043102.2"	"Promoter (2-3kb)"	"sidd_miRNA"	"Qrfp"
"ENSMUSG00000043259.15"	"Promoter (1-2kb)"	"sidd_miRNA"	"Fam13c"
"ENSMUSG00000043329.4"	"Promoter (1-2kb)"	"sidd_miRNA"	"Gm8849"
"ENSMUSG00000043456.17"	"Promoter (<=1kb)"	"sidd_miRNA"	"Zfp536"
"ENSMUSG00000043692.6"	"Promoter (1-2kb)"	"sidd_miRNA"	"Olfr399"
"ENSMUSG00000043889.6"	"Promoter (<=1kb)"	"sidd_miRNA"	"Gm8399"
"ENSMUSG00000043903.4"	"Promoter (2-3kb)"	"sidd_miRNA"	"Zfp469"
"ENSMUSG00000043913.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Ccdc60"
"ENSMUSG00000043987.18"	"Promoter (1-2kb)"	"sidd_miRNA"	"Cep164"
"ENSMUSG00000044072.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Eml6"
"ENSMUSG00000044268.4"	"Promoter (<=1kb)"	"sidd_miRNA"	"Gm4895"
"ENSMUSG00000044337.5"	"Promoter (1-2kb)"	"sidd_miRNA"	"Ackr3"
"ENSMUSG00000044365.15"	"Promoter (<=1kb)"	"sidd_miRNA"	"Cxxc4"
"ENSMUSG00000044505.5"	"Promoter (<=1kb)"	"sidd_miRNA"	"Lingo4"
"ENSMUSG00000044538.10"	"Promoter (<=1kb)"	"sidd_miRNA"	"Obox3-ps8"
"ENSMUSG00000044681.19"	"Promoter (<=1kb)"	"sidd_miRNA"	"Cnpy1"
"ENSMUSG00000044689.5"	"Promoter (1-2kb)"	"sidd_miRNA"	"Gm13749"
"ENSMUSG00000044807.13"	"Promoter (1-2kb)"	"sidd_miRNA"	"Zfp354c"
"ENSMUSG00000044835.15"	"Promoter (<=1kb)"	"sidd_miRNA"	"Ankrd45"
"ENSMUSG00000045083.14"	"Promoter (1-2kb)"	"sidd_miRNA"	"Lingo2"
"ENSMUSG00000045275.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Lca5l"
"ENSMUSG00000045333.15"	"Promoter (<=1kb)"	"sidd_miRNA"	"Zfp423"
"ENSMUSG00000045414.7"	"Promoter (<=1kb)"	"sidd_miRNA"	"Dipk2a"
"ENSMUSG00000045584.4"	"Promoter (2-3kb)"	"sidd_miRNA"	"Olfr610"
"ENSMUSG00000045636.16"	"Promoter (1-2kb)"	"sidd_miRNA"	"Mtus1"
"ENSMUSG00000045672.15"	"Promoter (<=1kb)"	"sidd_miRNA"	"Col27a1"
"ENSMUSG00000046016.3"	"Promoter (<=1kb)"	"sidd_miRNA"	"Olfr1364"
"ENSMUSG00000046324.12"	"Promoter (1-2kb)"	"sidd_miRNA"	"Ermp1"
"ENSMUSG00000046341.5"	"Promoter (<=1kb)"	"sidd_miRNA"	"Gm11223"
"ENSMUSG00000046413.14"	"Promoter (2-3kb)"	"sidd_miRNA"	"Irx3os"
"ENSMUSG00000046435.7"	"Promoter (<=1kb)"	"sidd_miRNA"	"Gm13078"
"ENSMUSG00000046447.3"	"Promoter (2-3kb)"	"sidd_miRNA"	"Camk2n1"
"ENSMUSG00000046486.4"	"Promoter (<=1kb)"	"sidd_miRNA"	"Olfr231"
"ENSMUSG00000046613.19"	"Promoter (1-2kb)"	"sidd_miRNA"	"Vwa5b2"
"ENSMUSG00000046683.16"	"Promoter (1-2kb)"	"sidd_miRNA"	"0610025J13Rik"
"ENSMUSG00000046714.7"	"Promoter (<=1kb)"	"sidd_miRNA"	"Foxc2"
"ENSMUSG00000046719.7"	"Promoter (1-2kb)"	"sidd_miRNA"	"Nxph3"
"ENSMUSG00000046834.7"	"Promoter (2-3kb)"	"sidd_miRNA"	"Krt1"
"ENSMUSG00000047036.8"	"Promoter (2-3kb)"	"sidd_miRNA"	"Zfp445"
"ENSMUSG00000047085.14"	"Promoter (1-2kb)"	"sidd_miRNA"	"Lrrc4b"
"ENSMUSG00000047104.5"	"Promoter (<=1kb)"	"sidd_miRNA"	"Pbp2"
"ENSMUSG00000047171.8"	"Promoter (<=1kb)"	"sidd_miRNA"	"Helt"
"ENSMUSG00000047369.17"	"Promoter (<=1kb)"	"sidd_miRNA"	"Dnah14"
"ENSMUSG00000047383.8"	"Promoter (1-2kb)"	"sidd_miRNA"	"AC169382.1"
"ENSMUSG00000047466.10"	"Promoter (<=1kb)"	"sidd_miRNA"	"8030462N17Rik"
"ENSMUSG00000047507.12"	"Promoter (<=1kb)"	"sidd_miRNA"	"Baiap3"
"ENSMUSG00000047591.5"	"Promoter (1-2kb)"	"sidd_miRNA"	"Mafa"
"ENSMUSG00000047787.8"	"Promoter (<=1kb)"	"sidd_miRNA"	"Flrt1"
"ENSMUSG00000047793.13"	"Promoter (1-2kb)"	"sidd_miRNA"	"Sned1"
"ENSMUSG00000047794.6"	"Promoter (<=1kb)"	"sidd_miRNA"	"Olfr685"
"ENSMUSG00000047907.11"	"Promoter (<=1kb)"	"sidd_miRNA"	"Tshz2"
"ENSMUSG00000047921.17"	"Promoter (<=1kb)"	"sidd_miRNA"	"Trappc9"
"ENSMUSG00000047935.17"	"Promoter (1-2kb)"	"sidd_miRNA"	"Sox1ot"
"ENSMUSG00000047980.6"	"Promoter (<=1kb)"	"sidd_miRNA"	"Pate5"
"ENSMUSG00000048216.13"	"Promoter (<=1kb)"	"sidd_miRNA"	"Gpr85"
"ENSMUSG00000048232.12"	"Promoter (<=1kb)"	"sidd_miRNA"	"Fbxo10"
"ENSMUSG00000048261.6"	"Promoter (2-3kb)"	"sidd_miRNA"	"Gm4879"
"ENSMUSG00000048349.9"	"Promoter (1-2kb)"	"sidd_miRNA"	"Pou4f1"
"ENSMUSG00000048516.2"	"Promoter (<=1kb)"	"sidd_miRNA"	"Adam26a"
"ENSMUSG00000048643.5"	"Promoter (2-3kb)"	"sidd_miRNA"	"Krtap19-9a"
"ENSMUSG00000048764.16"	"Promoter (2-3kb)"	"sidd_miRNA"	"Tmprss11f"
"ENSMUSG00000048826.7"	"Promoter (<=1kb)"	"sidd_miRNA"	"Dact2"
"ENSMUSG00000049112.9"	"Promoter (1-2kb)"	"sidd_miRNA"	"Oxtr"
"ENSMUSG00000049231.6"	"Promoter (<=1kb)"	"sidd_miRNA"	"Gm12497"
"ENSMUSG00000049246.5"	"Promoter (1-2kb)"	"sidd_miRNA"	"Hspe1-ps2"
"ENSMUSG00000049295.17"	"Promoter (<=1kb)"	"sidd_miRNA"	"Zfp219"
"ENSMUSG00000049556.5"	"Promoter (<=1kb)"	"sidd_miRNA"	"Lingo1"
"ENSMUSG00000049577.15"	"Promoter (1-2kb)"	"sidd_miRNA"	"Zfpm1"
"ENSMUSG00000050097.6"	"Promoter (1-2kb)"	"sidd_miRNA"	"Ces2b"
"ENSMUSG00000050100.14"	"Promoter (2-3kb)"	"sidd_miRNA"	"Hmx2"
"ENSMUSG00000050222.11"	"Promoter (<=1kb)"	"sidd_miRNA"	"Il17d"
"ENSMUSG00000050295.4"	"Promoter (<=1kb)"	"sidd_miRNA"	"Foxc1"
"ENSMUSG00000050645.3"	"Promoter (1-2kb)"	"sidd_miRNA"	"Defb19"
"ENSMUSG00000050786.8"	"Promoter (2-3kb)"	"sidd_miRNA"	"Ccdc126"
"ENSMUSG00000050912.15"	"Promoter (2-3kb)"	"sidd_miRNA"	"Tmem123"
"ENSMUSG00000051159.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Cited1"
"ENSMUSG00000051177.16"	"Promoter (1-2kb)"	"sidd_miRNA"	"Plcb1"
"ENSMUSG00000051198.6"	"Promoter (<=1kb)"	"sidd_miRNA"	"4930548G14Rik"
"ENSMUSG00000051200.3"	"Promoter (2-3kb)"	"sidd_miRNA"	"Olfr513"
"ENSMUSG00000051316.8"	"Promoter (2-3kb)"	"sidd_miRNA"	"Taf7"
"ENSMUSG00000051367.8"	"Promoter (<=1kb)"	"sidd_miRNA"	"Six1"
"ENSMUSG00000051917.3"	"Promoter (2-3kb)"	"sidd_miRNA"	"Tas2r144"
"ENSMUSG00000051985.12"	"Promoter (1-2kb)"	"sidd_miRNA"	"Igfn1"
"ENSMUSG00000052188.6"	"Promoter (<=1kb)"	"sidd_miRNA"	"Gm14964"
"ENSMUSG00000052477.15"	"Promoter (1-2kb)"	"sidd_miRNA"	"C130026I21Rik"
"ENSMUSG00000052629.5"	"Promoter (<=1kb)"	"sidd_miRNA"	"Gm9885"
"ENSMUSG00000052785.6"	"Promoter (1-2kb)"	"sidd_miRNA"	"Olfr573-ps1"
"ENSMUSG00000053004.9"	"Promoter (<=1kb)"	"sidd_miRNA"	"Hrh1"
"ENSMUSG00000053046.16"	"Promoter (2-3kb)"	"sidd_miRNA"	"Brsk2"
"ENSMUSG00000053185.2"	"Promoter (1-2kb)"	"sidd_miRNA"	"Gm9898"
"ENSMUSG00000053251.6"	"Promoter (1-2kb)"	"sidd_miRNA"	"Olfr212"
"ENSMUSG00000053389.4"	"Promoter (2-3kb)"	"sidd_miRNA"	"Tas2r107"
"ENSMUSG00000053469.14"	"Promoter (1-2kb)"	"sidd_miRNA"	"Tg"
"ENSMUSG00000053519.17"	"Promoter (<=1kb)"	"sidd_miRNA"	"Kcnip1"
"ENSMUSG00000053593.10"	"Promoter (1-2kb)"	"sidd_miRNA"	"Fate1"
"ENSMUSG00000053646.13"	"Promoter (<=1kb)"	"sidd_miRNA"	"Plxnb1"
"ENSMUSG00000053647.4"	"Promoter (<=1kb)"	"sidd_miRNA"	"Gper1"
"ENSMUSG00000053695.3"	"Promoter (2-3kb)"	"sidd_miRNA"	"Defb37"
"ENSMUSG00000053815.5"	"Promoter (2-3kb)"	"sidd_miRNA"	"Olfr744"
"ENSMUSG00000054005.4"	"Promoter (<=1kb)"	"sidd_miRNA"	"Mill1"
"ENSMUSG00000054204.6"	"Promoter (2-3kb)"	"sidd_miRNA"	"Alkal2"
"ENSMUSG00000054351.2"	"Promoter (2-3kb)"	"sidd_miRNA"	"4930553M12Rik"
"ENSMUSG00000054477.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Kcnn2"
"ENSMUSG00000054488.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Gm9946"
"ENSMUSG00000054510.5"	"Promoter (1-2kb)"	"sidd_miRNA"	"Gm14461"
"ENSMUSG00000054640.15"	"Promoter (<=1kb)"	"sidd_miRNA"	"Slc8a1"
"ENSMUSG00000054641.10"	"Promoter (<=1kb)"	"sidd_miRNA"	"Mmrn1"
"ENSMUSG00000054871.5"	"Promoter (1-2kb)"	"sidd_miRNA"	"Tmem158"
"ENSMUSG00000054986.13"	"Promoter (<=1kb)"	"sidd_miRNA"	"Sec14l3"
"ENSMUSG00000055013.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Agap1"
"ENSMUSG00000055102.15"	"Promoter (<=1kb)"	"sidd_miRNA"	"Zfp819"
"ENSMUSG00000055134.5"	"Promoter (<=1kb)"	"sidd_miRNA"	"9130017K11Rik"
"ENSMUSG00000055194.3"	"Promoter (<=1kb)"	"sidd_miRNA"	"Actbl2"
"ENSMUSG00000055629.5"	"Promoter (2-3kb)"	"sidd_miRNA"	"B4galnt4"
"ENSMUSG00000055960.12"	"Promoter (1-2kb)"	"sidd_miRNA"	"Skint4"
"ENSMUSG00000056214.9"	"Promoter (<=1kb)"	"sidd_miRNA"	"Pard6g"
"ENSMUSG00000056605.7"	"Promoter (<=1kb)"	"sidd_miRNA"	"Krt72"
"ENSMUSG00000056863.5"	"Promoter (<=1kb)"	"sidd_miRNA"	"Olfr702"
"ENSMUSG00000056883.5"	"Promoter (1-2kb)"	"sidd_miRNA"	"Olfr533"
"ENSMUSG00000057335.11"	"Promoter (1-2kb)"	"sidd_miRNA"	"Cep170"
"ENSMUSG00000057654.6"	"Promoter (1-2kb)"	"sidd_miRNA"	"Olfr328"
"ENSMUSG00000057716.7"	"Promoter (<=1kb)"	"sidd_miRNA"	"Tmem178b"
"ENSMUSG00000058030.5"	"Promoter (1-2kb)"	"sidd_miRNA"	"Vmn1r237"
"ENSMUSG00000058183.14"	"Promoter (2-3kb)"	"sidd_miRNA"	"Mmel1"
"ENSMUSG00000058248.12"	"Promoter (<=1kb)"	"sidd_miRNA"	"Kcnh1"
"ENSMUSG00000058297.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Spock2"
"ENSMUSG00000058441.7"	"Promoter (<=1kb)"	"sidd_miRNA"	"Panx2"
"ENSMUSG00000058656.13"	"Promoter (1-2kb)"	"sidd_miRNA"	"Samd12"
"ENSMUSG00000058669.7"	"Promoter (1-2kb)"	"sidd_miRNA"	"Nkx2-9"
"ENSMUSG00000058692.4"	"Promoter (1-2kb)"	"sidd_miRNA"	"Olfr846"
"ENSMUSG00000058704.9"	"Promoter (<=1kb)"	"sidd_miRNA"	"Memo1"
"ENSMUSG00000058838.9"	"Promoter (1-2kb)"	"sidd_miRNA"	"Rps27a-ps2"
"ENSMUSG00000058933.5"	"Promoter (<=1kb)"	"sidd_miRNA"	"Gm5185"
"ENSMUSG00000058975.7"	"Promoter (<=1kb)"	"sidd_miRNA"	"Kcnc1"
"ENSMUSG00000059146.12"	"Promoter (<=1kb)"	"sidd_miRNA"	"Ntrk3"
"ENSMUSG00000059182.7"	"Promoter (<=1kb)"	"sidd_miRNA"	"Skap2"
"ENSMUSG00000059334.6"	"Promoter (2-3kb)"	"sidd_miRNA"	"Zfp36l3"
"ENSMUSG00000059488.3"	"Promoter (2-3kb)"	"sidd_miRNA"	"Olfr727"
"ENSMUSG00000059658.5"	"Promoter (1-2kb)"	"sidd_miRNA"	"Gm16379"
"ENSMUSG00000059821.6"	"Promoter (<=1kb)"	"sidd_miRNA"	"Olfr847"
"ENSMUSG00000059964.9"	"Promoter (2-3kb)"	"sidd_miRNA"	"Olfr119"
"ENSMUSG00000059974.10"	"Promoter (<=1kb)"	"sidd_miRNA"	"Ntm"
"ENSMUSG00000059991.7"	"Promoter (1-2kb)"	"sidd_miRNA"	"Nptx2"
"ENSMUSG00000060063.9"	"Promoter (<=1kb)"	"sidd_miRNA"	"Alox5ap"
"ENSMUSG00000060204.6"	"Promoter (<=1kb)"	"sidd_miRNA"	"Slc10a4l"
"ENSMUSG00000060260.13"	"Promoter (1-2kb)"	"sidd_miRNA"	"Pwwp2b"
"ENSMUSG00000060402.8"	"Promoter (2-3kb)"	"sidd_miRNA"	"Chst8"
"ENSMUSG00000060508.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Nlrp9b"
"ENSMUSG00000060523.5"	"Promoter (1-2kb)"	"sidd_miRNA"	"Olfr726"
