group	coordinates	miRNA (+ strand)	miRNA (- strand)	miRNA (intersection)	annotation	gene_info	cCRE (+-200bp slop)	LINE/LTR repeats (+-200bp slop)
sidd	chr7:125008589-125008773	miR-186, miR-216a	miR-9		Distal Intergenic	Gm45093 (-)		LINE@Lx (-), LINE@L1_Mus3 (+), LINE@L1_Mus3 (+)
sidd	chr7:125073876-125074023	miR-340	miR-216b		Promoter (1-2kb)	Glud-ps (+)		LTR@MTA_Mm-int (+), LTR@MTA_Mm (+)
sidd	chr7:125130584-125130731	miR-216b			Distal Intergenic	Glud-ps (+)		LTR@MTA_Mm (-), LTR@MTA_Mm-int (-)
sidd	chr7:125232951-125233099	miR-204/211	miR-203a (2), miR-495		Distal Intergenic	Gm21957 (-)		LINE@Lx7 (-), LINE@Lx (-)
sidd	chr7:125321121-125321240	miR-143	miR-331, miR-491		Promoter (2-3kb)	4930533L02Rik (+)		LINE@Lx9 (+), LTR@MURVY-int (+)
sidd	chr7:125432081-125432235	miR-22, miR-665	miR-137, miR-140, miR-203a, miR-483, miR-582, miR-873		Distal Intergenic	Kdm8 (+)		LTR@ORR1B1 (+), LTR@ORR1B1-int (+)
sidd	chr7:12572519-12572668	miR-181, miR-203a			3' UTR	Gm45475 (+)		LINE@L1Md_F2 (+), LTR@RLTR13B4 (+)
sidd	chr7:125826318-125826477	miR-142, miR-186	miR-204/211, miR-410		Intron	D430042O09Rik (+)		LINE@L1_Mus3 (+)
sidd	chr7:12594332-12594445	miR-186, miR-203a, miR-24			Intron	Gm15773 (+)		LINE@L1Md_T (+), LINE@L1Md_T (+)
sidd	chr7:126829927-126830017		miR-140		Promoter (1-2kb)	4930451I11Rik (-)		
sidd	chr7:126952575-126952651	miR-208, miR-299, miR-491	miR-204/211		Promoter (1-2kb)	Sez6l2 (+)		
sidd	chr7:12705200-12705302	miR-24, miR-340	miR-205		Intron	Vmn2r55 (-)		LTR@IAPLTR1a_Mm (+), LINE@L1Md_F2 (+)
sidd	chr7:127080824-127081003		miR-186, miR-340, miR-448		Promoter (1-2kb)	Gm22747 (+)	pELS@EM10E0864405	LTR@RLTR17B_Mm (-), LTR@RLTR21 (+)
sidd	chr7:127170746-127170856		miR-503		Promoter (2-3kb)	Gm44940 (-)		LTR@ORR1B1-int (-)
sidd	chr7:12731268-12731386		miR-103/107, miR-146, miR-409		Promoter (1-2kb)	Vmn2r56 (-)		LTR@RMER21A (+), LINE@Lx2 (+)
sidd	chr7:12742460-12742626		miR-26		Promoter (<=1kb)	Gm6946 (+)		
sidd	chr7:12790623-12790745	miR-135, miR-875	miR-190, miR-28/708		Intron	Gm4247 (-)		LTR@RMER17C (+), LTR@RMER17C (-)
sidd	chr7:12794250-12794354	miR-129			Promoter (<=1kb)	Gm4247 (-)		
sidd	chr7:128169331-128169445	miR-190	miR-323a, miR-361		Intron	Itgad (+)		LTR@ERVB7_1-LTR_MM (-)
sidd	chr7:128209188-128209346	miR-27, miR-483	miR-186		Promoter (2-3kb)	Cox6a2 (-)		LTR@RMER4A (-)
sidd	chr7:128261533-128261634		miR-143		Distal Intergenic	Slc5a2 (+)		LINE@Lx7 (+), LTR@ORR1A1 (+)
sidd	chr7:128326918-128327088	miR-216b (2)			Promoter (2-3kb)	Gm44650 (+)		LTR@MTA_Mm (-), LTR@MTA_Mm-int (-)
sidd	chr7:128968274-128968407	miR-329/362, miR-376ab	miR-129, miR-186, miR-665		Distal Intergenic	Gm4768 (-)		LTR@ORR1A4 (-), LTR@MLT2B1 (-)
sidd	chr7:129006150-129006310	miR-1/206, miR-382	miR-495		Distal Intergenic	Gm4768 (-)		LTR@MTA_Mm (-)
sidd	chr7:129317442-129317587	miR-203a (2), miR-374	miR-302c, miR-670		Intron	Plpp4 (+)		LINE@L1_Mus3 (+)
sidd	chr7:129481790-129481939	miR-142, miR-203a (2)	miR-204/211		Distal Intergenic	Gm33027 (-)		LINE@Lx (+)
sidd	chr7:129647682-129647846	miR-128, miR-542	miR-194, miR-489		Distal Intergenic	Gm39094 (+)		LTR@MTEa (+), LTR@ORR1B2 (+)
sidd	chr7:129704274-129704388	miR-361	miR-203a, miR-376ab		Intron	Gm33248 (+)		LINE@Lx5c (-)
sidd	chr7:130825877-130826076	miR-132/212, miR-379, miR-381, miR-425, miR-655, miR-802	miR-452		3' UTR	Plekha1 (+)		LTR@ORR1A2 (+), LTR@MTE2b (-)
sidd	chr7:131049270-131049378		miR-203a, miR-486		Intron	Dmbt1 (+)		LINE@L1Md_F2 (-)
sidd	chr7:131556081-131556225	miR-496, miR-670			Promoter (2-3kb)	Hmx2 (+)	DNase-H3K4me3@EM10E0865948, DNase-H3K4me3@EM10E0865949, DNase-H3K4me3@EM10E0865950	
sidd	chr7:131782177-131782330	miR-205, miR-216a, miR-376c, miR-532	miR-21/590, miR-421, miR-483		Intron	Gm44547 (-)		LTR@MTEa (+)
sidd	chr7:13181233-13181376	miR-153	miR-146, miR-203a (2), miR-495		Promoter (2-3kb)	Gm4879 (+)		LINE@Lx9 (+), LINE@L1_Mus1 (-)
sidd	chr7:13193575-13193713	miR-125, miR-582, miR-760	miR-101, miR-137, miR-139, miR-204/211, miR-802		Promoter (2-3kb)	Gm45525 (+)		LINE@L1Md_F2 (-), LINE@Lx9 (-), LINE@Lx8 (+), LTR@RLTR9D (-)
sidd	chr7:131960375-131960508	miR-338	miR-203a (2), miR-374		Intron	Gpr26 (+)		LINE@Lx4B (+), LINE@L1_Mus1 (-), LINE@L1_Mus1 (+)
sidd	chr7:13205345-13205551	miR-330, miR-374	miR-137		Distal Intergenic	Vmn1r89 (+)		LINE@Lx2A1 (+)
sidd	chr7:132065114-132065289	miR-186, miR-409	miR-28/708, miR-543		Intron	Cpxm2 (-)		LTR@MTD (+), LINE@L1ME4c (+)
sidd	chr7:132287709-132287837	miR-150, miR-330			Intron	Chst15 (-)		
sidd	chr7:132506551-132506665	miR-26			Intron	Gm4587 (+)		LTR@RMER19B (-)
sidd	chr7:132660186-132660335	miR-582, miR-873	miR-19		Promoter (<=1kb)	Gm15582 (-)	pELS@EM10E0866245	
sidd	chr7:132662114-132662226	miR-379	miR-128, miR-186		Promoter (2-3kb)	Gm15582 (-)		LTR@RMER19B (-)
sidd	chr7:132700921-132701025	miR-136	miR-182		Intron	Gm15582 (-)		LTR@ORR1D1 (+), LTR@ORR1D1 (+)
sidd	chr7:133285779-133285983		miR-203a (2), miR-340		Distal Intergenic	Gm45672 (-)		LINE@L1_Mus1 (-)
sidd	chr7:133418134-133418253	miR-365			Distal Intergenic	Gm45672 (-)		LTR@ORR1A3 (-), LTR@MER90a (-)
sidd	chr7:133567269-133567440	miR-421, miR-495	miR-875		Distal Intergenic	Tex36 (-)		LINE@Lx5b (+)
sidd	chr7:133581666-133581795	miR-140, miR-203a (2)			Distal Intergenic	Tex36 (-)		LINE@L1_Mus1 (+)
sidd	chr7:134058425-134058545	miR-203a	miR-670		Intron	Gm19514 (-)		LINE@L1_Mus2 (+), LTR@MTC (+), LTR@MTC (+)
sidd	chr7:134168466-134168656	miR-124, miR-155, miR-217, miR-448, miR-655	miR-186, miR-200bc/429, miR-802		Intron	Adam12 (-)		
sidd	chr7:134183344-134183505	miR-141/200a, miR-203a (2), miR-217, miR-224, miR-668	miR-129, miR-544a		Intron	Adam12 (-)		LINE@L1_Mus2 (+)
sidd	chr7:134187033-134187266	miR-205, miR-433	miR-1/206		Intron	Adam12 (-)		LTR?@MamRep605 (-), LINE@L1Md_F2 (-), LINE@L1Md_F2 (+)
sidd	chr7:134187359-134187467	miR-421	miR-876		Intron	Adam12 (-)		LINE@L1Md_F2 (-), LINE@L1Md_F2 (+)
sidd	chr7:134200965-134201092	miR-186, miR-873	miR-338, miR-379		Intron	Adam12 (-)		LINE@L1M6 (+)
sidd	chr7:134253516-134253663	miR-145, miR-9	miR-378a		Distal Intergenic	D7Ertd443e (-)		LINE@Lx8 (-), LINE@Lx8 (-)
sidd	chr7:134350355-134350473	miR-124, miR-186	miR-128, miR-27, miR-377, miR-450a		Promoter (1-2kb)	D7Ertd443e (-)		
sidd	chr7:134592120-134592188	miR-139			Distal Intergenic	Gm9333 (+)		LTR@MTC (-), LTR@RMER5 (-)
sidd	chr7:134593802-134593898	miR-448			Distal Intergenic	Gm9333 (+)		LINE@Lx9 (-)
sidd	chr7:13489909-13490071		miR-216b		Distal Intergenic	Gm44254 (+)		LTR@MTA_Mm-int (+), LTR@MTA_Mm (+)
sidd	chr7:135119044-135119176		miR-186, miR-203a (2)		Intron	Gm24581 (-)		LINE@L1_Mus3 (-)
sidd	chr7:135318898-135319028	miR-140, miR-409	miR-340		Distal Intergenic	Gm45339 (-)		LINE@L1_Mur3 (+), LINE@L1_Mus4 (-)
sidd	chr7:13565698-13565869	miR-203a (2)	miR-142 (2), miR-196, miR-496		Intron	Bsph2 (-)		LINE@L1_Mus4 (+), LINE@Lx2 (+)
sidd	chr7:135853852-135854022	miR-203a (2), miR-374, miR-448	miR-365, miR-379		Promoter (<=1kb)	6330420H09Rik (+)	PLS (CTCF-bound)@EM10E0867101, pELS@EM10E0867102	
sidd	chr7:135997241-135997421	miR-452, miR-532	miR-655		Distal Intergenic	Gm9341 (+)	dELS@EM10E0867123	
sidd	chr7:13600358-13600497		miR-216a		Distal Intergenic	Sult2a5 (+)		LTR@MTA_Mm (-), LTR@RLTR22_Mur (+), LINE@L1_Mur3 (+), LINE@Lx3_Mus (-)
sidd	chr7:13606597-13606767	miR-216b	miR-154, miR-203a (2)		Distal Intergenic	Sult2a5 (+)		LINE@L1_Mur1 (-), LINE@L1_Mur1 (-), LINE@L1_Mus2 (-)
sidd	chr7:13613251-13613427	miR-144, miR-27, miR-338, miR-371 (290)	miR-143, miR-200bc/429		Distal Intergenic	Sult2a5 (+)		LTR@MTA_Mm (-), LTR@MTA_Mm-int (-)
sidd	chr7:136501783-136501910	miR-409	miR-493 (2)		Distal Intergenic	Gm24444 (-)	dELS (CTCF-bound)@EM10E0867231	
sidd	chr7:13702123-13702246	miR-452	miR-203a		Distal Intergenic	Tmem167-ps1 (-)		LINE@L1_Mur1 (-), LINE@L1Md_T (-)
sidd	chr7:137043161-137043295	miR-203a (2), miR-340			Intron	Gm45280 (+)		LINE@L1_Mus1 (+)
sidd	chr7:137320844-137321009		miR-136, miR-299		Distal Intergenic	Ebf3 (-)	dELS@EM10E0867412, dELS@EM10E0867413, dELS@EM10E0867414	
sidd	chr7:137388552-137388720	miR-129, miR-150, miR-670	miR-499		Intron	Gm17841 (+)		LINE@L1Md_F3 (-), LTR@ORR1D1 (-)
sidd	chr7:137388764-137388891	miR-129, miR-24, miR-328, miR-369, miR-655			Intron	Gm17841 (+)		LINE@L1Md_F3 (-), LTR@ORR1D1 (-), LINE@Lx (+)
sidd	chr7:137666174-137666392	miR-101, miR-129, miR-335	miR-129, miR-130/301/454, miR-19, miR-374	miR-129	Distal Intergenic	Gm45683 (+)		LINE@L1Md_T (-)
sidd	chr7:137762535-137762662	miR-188, miR-204/211	miR-203a (2)		Distal Intergenic	Gm45682 (+)		LINE@Lx (-), LINE@L1_Mus4 (-)
sidd	chr7:13786047-13786260	miR-382	miR-218, miR-340		Distal Intergenic	Kat6b-ps2 (-)		LTR@MYSERV6-int (-), LINE@L1_Mus2 (-)
sidd	chr7:138110741-138110886	miR-203a			Distal Intergenic	Gm25798 (-)		LINE@L1Md_F2 (+), LINE@Lx2 (-)
sidd	chr7:138254901-138255021		miR-203a (2), miR-873		Intron	Tcerg1l (-)		LINE@L1_Mus3 (-)
sidd	chr7:138459005-138459208	miR-329/362 (2), miR-448	miR-142		Distal Intergenic	Gm45686 (+)		LTR@ORR1A2 (-), LTR@RLTR17B_Mm (-)
sidd	chr7:138612935-138613048	miR-129, miR-203a, miR-22, miR-30, miR-34/449	miR-154, miR-24, miR-409		Distal Intergenic	4930543N07Rik (+)		LINE@Lx4A (+)
sidd	chr7:13867115-13867277	miR-203a (2)	miR-670		Distal Intergenic	Tmem167-ps2 (+)		LINE@L1Md_F2 (+), LTR@RLTR13D5 (+)
sidd	chr7:138941586-138941706		miR-129		Promoter (<=1kb)	Jakmip3 (+)	pELS (CTCF-bound)@EM10E0867604	
sidd	chr7:139247042-139247155	miR-185	miR-483, miR-670, miR-873		Promoter (1-2kb)	Pwwp2b (+)		
sidd	chr7:139269748-139269869		miR-374		Exon	Pwwp2b (+)		LTR@MTC (-), LINE@Lx7 (-), LINE@Lx7 (-)
sidd	chr7:139298776-139298876	miR-129	miR-1306		Promoter (1-2kb)	Gm32486 (-)	CTCF-only (CTCF-bound)@EM10E0867733	
sidd	chr7:13946124-13946266	miR-485	miR-1197		Intron	Zbed4-ps3 (-)		LINE@L1VL1 (+), LINE@L1Md_T (+)
sidd	chr7:139520691-139520802	miR-1/206, miR-122, miR-203a (2)	miR-221/222, miR-483		Intron	Inpp5a (+)		LINE@L1_Mus1 (+)
sidd	chr7:139582972-139583157	miR-143, miR-186			Promoter (<=1kb)	Nkx6-2 (-)	PLS@EM10E0867868, DNase-H3K4me3@EM10E0867869	
sidd	chr7:139589102-139589216	miR-130/301/454	miR-431		Distal Intergenic	Nkx6-2 (-)		
sidd	chr7:139731937-139732040		miR-203a (2)		Distal Intergenic	Rpl21-ps13 (+)		LINE@Lx (-), LINE@Lx (-)
sidd	chr7:139833790-139833914	miR-144, miR-342, miR-377, miR-655	miR-191, miR-200bc/429, miR-873 (2)		Promoter (<=1kb)	Adgra1 (+)	PLS (CTCF-bound)@EM10E0867919	
sidd	chr7:13989633-13989839	miR-139, miR-19, miR-21/590, miR-382, miR-543 (2)	miR-495		Promoter (<=1kb)	Sult2a4 (-)		LINE@L1Md_A (-)
sidd	chr7:139926658-139926777	miR-142, miR-190, miR-340	miR-142, miR-199, miR-221/222, miR-340, miR-361, miR-448	miR-142, miR-340	Intron	Kndc1 (+)		
sidd	chr7:140021313-140021416	miR-325			Intron	Tubgcp2 (-)		LTR@IAPLTR1a_Mm (+), LTR@MT2_Mm (-)
sidd	chr7:140047178-140047383	miR-1251, miR-185	miR-28/708, miR-758		Promoter (1-2kb)	Msx3 (-)		
sidd	chr7:140089018-140089144	miR-203a (2)	miR-219		Distal Intergenic	Prap1 (+)		LINE@L1_Mus2 (+)
sidd	chr7:14009614-14009780	miR-154, miR-452			Promoter (2-3kb)	Tmem167-ps3 (+)		LINE@Lx2B (-), LINE@L1VL4 (-)
sidd	chr7:140228274-140228397	miR-140 (3), miR-29	miR-365, miR-874		Exon	Cd163l1 (+)		
sidd	chr7:140308320-140308449	miR-145, miR-409, miR-433, miR-452, miR-873	miR-203a (2)		Distal Intergenic	Gm45456 (+)		LTR@MTB (+), LINE@Lx2B (-)
sidd	chr7:140380281-140380407	miR-203a (2), miR-374	miR-30		Distal Intergenic	Olfr530 (-)		LINE@Lx (+), LINE@Lx (+)
sidd	chr7:140407154-140407291	miR-124, miR-218	miR-330		Distal Intergenic	Olfr531 (-)		LTR@RMER16-int (+)
sidd	chr7:140467463-140467636	miR-203a (2)	miR-190, miR-376ab, miR-383, miR-876		Promoter (1-2kb)	Olfr533 (+)		LINE@L1_Mus3 (+)
sidd	chr7:140488059-140488188	miR-122, miR-382, miR-383			Intron	Olfr535 (+)		LINE@Lx3_Mus (+), LINE@L1MA4A (-)
sidd	chr7:140510528-140510668		miR-125		Distal Intergenic	Olfr536 (-)		LINE@L1_Mur3 (+), LINE@L1_Mus3 (-)
sidd	chr7:140529010-140529236	miR-143, miR-185, miR-190, miR-302abd	miR-181, miR-483, miR-543		Promoter (<=1kb)	Olfr537-ps1 (+)		LINE@L1Md_T (-)
sidd	chr7:140560065-140560201	miR-204/211, miR-493	miR-186, miR-203a, miR-493	miR-493	Distal Intergenic	Olfr538 (+)		LINE@L1Md_F2 (-), LINE@L1Md_F2 (-)
sidd	chr7:140586259-140586376	miR-423	miR-329/362		Distal Intergenic	Olfr538 (+)		LINE@L1Md_T (-), LINE@Lx3_Mus (+), LINE@Lx7 (-), LINE@Lx7 (-)
sidd	chr7:14059374-14059562	miR-186	miR-204/211		Distal Intergenic	Tmem167-ps3 (+)		LINE@L1_Mus2 (+), LTR@MYSERV16_I-int (+)
sidd	chr7:140621173-140621296	miR-203a (2), miR-204/211			Distal Intergenic	Olfr61 (+)		LINE@L1_Mus2 (+), LTR@MTEa (-)
sidd	chr7:140632835-140632989	miR-142, miR-876	miR-340		Intron	Olfr61 (+)		LINE@Lx8b (-), LTR@MTC (+)
sidd	chr7:140693906-140694035		miR-203a (2)		3' UTR	Olfr45 (+)		LINE@L1VL2 (+), LINE@L1_Mus2 (-)
sidd	chr7:140892126-140892294	miR-142 (2), miR-455	miR-205, miR-21/590, miR-433, miR-532		Promoter (1-2kb)	Gm15542 (+)		LTR@ORR1A2 (-)
sidd	chr7:141067661-141067786	miR-493	miR-17/20/93/106/519d, miR-670		Promoter (2-3kb)	B4galnt4 (+)		
sidd	chr7:141384842-141384944		miR-495		Promoter (1-2kb)	Gm25725 (-)		LTR@RMER15-int (-)
sidd	chr7:14186759-14186930	miR-145	miR-340		Promoter (<=1kb)	Rpap3-ps1 (-)		LINE@L1Md_F (-), LINE@L1VL1 (+)
sidd	chr7:141920231-141920373	miR-216b, miR-670	miR-203a (3), miR-30, miR-328		Promoter (1-2kb)	Tollip (-)		LTR@MTEa (+), LINE@L1_Mus4 (-)
sidd	chr7:141952691-141952879	miR-1251, miR-668, miR-670	miR-433, miR-505, miR-7		Promoter (2-3kb)	Brsk2 (+)	dELS@EM10E0868659	LTR@MTD (-), LTR@MTD (-)
sidd	chr7:141987385-141987497	miR-181	miR-1251, miR-330		Promoter (1-2kb)	Brsk2 (+)		
sidd	chr7:142081701-142081830	miR-374			3' UTR	Gm25416 (-)		
sidd	chr7:142180772-142180874		miR-382		Distal Intergenic	Krtap5-2 (-)		LTR@ORR1B1-int (+)
sidd	chr7:14220086-14220226	miR-193, miR-670	miR-186, miR-329/362		Distal Intergenic	Rpap3-ps2 (-)		LINE@L1Md_F2 (-), LINE@L1Md_F3 (-), LTR@IAPLTR2_Mm (-)
sidd	chr7:142260511-142260686	miR-186	miR-216b		Promoter (2-3kb)	Gm2431 (-)		LTR@MTA_Mm-int (+), LTR@MTA_Mm (+)
sidd	chr7:142437738-142437870	miR-190			Promoter (<=1kb)	Syt8 (+)	pELS (CTCF-bound)@EM10E0868843, pELS@EM10E0868844	
sidd	chr7:142565256-142565363	miR-203a	miR-140, miR-148/152, miR-383		Distal Intergenic	Nctc1 (-)		
sidd	chr7:142576726-142576805		miR-532		Promoter (<=1kb)	Gm27483 (+)		
sidd	chr7:142578468-142578571	miR-22			Promoter (<=1kb)	H19 (-)	PLS@EM10E0869000	
sidd	chr7:142604977-142605069	miR-31	miR-431, miR-876		Intron	Gm33148 (+)		
sidd	chr7:142660409-142660528		miR-135, miR-18		Promoter (<=1kb)	Igf2 (-)	pELS@EM10E0869034, pELS@EM10E0869035	
sidd	chr7:142819115-142819238	miR-203a, miR-30, miR-543	miR-409, miR-448		Intron	Gm6471 (+)		LINE@Lx2 (+), LTR@ORR1A4 (+)
sidd	chr7:142857953-142858081	miR-150, miR-873 (2)	miR-124, miR-203a		Promoter (<=1kb)	Gm39117 (-)		LINE@L1_Mus1 (-)
sidd	chr7:142877517-142877666	miR-135, miR-670	miR-186		Distal Intergenic	Th (-)		LINE@L1_Mus4 (-)
sidd	chr7:142896761-142896847		miR-149		Promoter (<=1kb)	Th (-)		
sidd	chr7:142898552-142898696	miR-140, miR-150, miR-485	miR-1197, miR-140, miR-24	miR-140	Promoter (1-2kb)	Th (-)		
sidd	chr7:142913226-142913386	miR-129, miR-204/211, miR-26, miR-339			Intron	Th (-)		LTR@ORR1C1 (-), LINE@Lx9 (+)
sidd	chr7:142967007-142967180	miR-219	miR-103/107		Promoter (1-2kb)	Ascl2 (-)		
sidd	chr7:142982358-142982545	miR-653	miR-371 (290)		Distal Intergenic	Tspan32os (-)		LTR@ORR1E (-), LTR@MTD (+)
sidd	chr7:142982721-142982858	miR-299, miR-551			Distal Intergenic	Tspan32os (-)		LTR@MTD (+), LTR@RMER4B (+)
sidd	chr7:143181652-143181839	miR-325, miR-329/362, miR-342, miR-485	miR-134, miR-15/16/195/424/497		Intron	Gm28821 (-)		
sidd	chr7:143428410-143428494	miR-203a			Distal Intergenic	Gm27901 (+)	dELS@EM10E0869303	
sidd	chr7:143902294-143902420		miR-135, miR-186, miR-26, miR-505		Distal Intergenic	Acte1 (+)		LTR@RMER12 (+)
sidd	chr7:144150147-144150338	miR-141/200a, miR-186, miR-490, miR-873	miR-205, miR-382		Intron	Shank2 (+)		LTR@MTD (-)
sidd	chr7:144175345-144175473	miR-101, miR-140, miR-330	miR-142, miR-218, miR-340		Promoter (<=1kb)	Shank2 (+)	pELS (CTCF-bound)@EM10E0869546, PLS (CTCF-bound)@EM10E0869547	
sidd	chr7:144449986-144450101		miR-495		Promoter (<=1kb)	Cttn (-)	dELS@EM10E0869600	
sidd	chr7:144783343-144783486	miR-22, miR-670	miR-137, miR-342, miR-653		Distal Intergenic	Gm34964 (-)		LTR@MTC (+)
sidd	chr7:144801399-144801546	miR-186, miR-330	miR-532, miR-615		Distal Intergenic	Gm9711 (+)		
sidd	chr7:144938646-144938715	miR-125	miR-365		Promoter (<=1kb)	Ccnd1 (-)	pELS@EM10E0869806, pELS@EM10E0869807	
sidd	chr7:145022606-145022821	miR-188, miR-204/211, miR-216b	miR-296		Distal Intergenic	Ccnd1 (-)		LTR@MTB (-), LTR@MTB-int (-)
sidd	chr7:145031282-145031400	miR-129, miR-302c	miR-653		Distal Intergenic	Ccnd1 (-)	dELS@EM10E0869847, dELS (CTCF-bound)@EM10E0869846	
sidd	chr7:14557758-14557899	miR-129, miR-382, miR-409, miR-653	miR-154, miR-203a (2)		3' UTR	Vmn1r90 (-)		LINE@L1_Mus3 (-), LINE@Lx5c (-), LINE@L1_Mus3 (-)
sidd	chr7:14821086-14821195		miR-193, miR-200bc/429		Distal Intergenic	Obox4-ps5 (-)		LTR@RLTR6-int (-)
sidd	chr7:14824147-14824362	miR-219, miR-873	miR-22, miR-369, miR-655		Distal Intergenic	Obox4-ps5 (-)		LTR@IAPEz-int (+), LTR@IAPEz-int (+)
sidd	chr7:14927451-14927601	miR-203a (2), miR-655			Distal Intergenic	Obox3-ps3 (-)		LINE@L1_Mus2 (+)
sidd	chr7:14951201-14951345	miR-203a, miR-331			Distal Intergenic	Obox4-ps7 (-)		LTR@MTB (-), LINE@L1Md_T (-)
sidd	chr7:15051098-15051245	miR-146, miR-340, miR-655	miR-204/211		Distal Intergenic	Obox3-ps4 (-)		LINE@L1_Mus2 (+)
sidd	chr7:15144774-15144924	miR-204/211, miR-224	miR-194, miR-203a (2), miR-379, miR-655		Distal Intergenic	Obox4-ps12 (+)		LINE@L1_Mus3 (-), LTR@MTA_Mm (+)
sidd	chr7:15801122-15801238	miR-15/16/195/424/497	miR-340		Distal Intergenic	Gtpbp4-ps7 (-)		LTR@RLTR10-int (+)
sidd	chr7:16229588-16229734	let-7/miR-98, miR-501/502	miR-18, miR-186, miR-217, miR-410		Promoter (<=1kb)	Gm45409 (+)	pELS@EM10E0841931, pELS@EM10E0841932	LTR@RLTR49 (-)
sidd	chr7:16705600-16705772	miR-203a (2), miR-361, miR-448	miR-221/222, miR-875		Distal Intergenic	Gm8209 (-)		LINE@L1_Mus1 (+)
sidd	chr7:17074784-17074903	miR-665	miR-203a (2)		Promoter (<=1kb)	Psg16 (+)		LINE@L1_Mus1 (-)
sidd	chr7:17209657-17209769	miR-495 (3)	miR-129, miR-145, miR-149		Intron	Psg29 (+)		LTR@MTD (-)
sidd	chr7:17298732-17298903	miR-1306, miR-136, miR-186, miR-409, miR-452	miR-132/212		Intron	Gm32772 (-)		LINE@L1Md_F3 (+), LINE@L1Md_F (+)
sidd	chr7:17413162-17413278	miR-329/362, miR-532	miR-199, miR-371 (290)		Intron	Gm32846 (-)		LINE@Lx3_Mus (+), LINE@Lx9 (-), LTR@MTA_Mm (+)
sidd	chr7:17421039-17421197	miR-1197, miR-421, miR-495	miR-296, miR-378a		Promoter (2-3kb)	Gm32846 (-)		LINE@Lx (+), LINE@L1Md_F2 (+)
sidd	chr7:17597967-17598074		miR-18, miR-219, miR-381, miR-873		Distal Intergenic	Gm24520 (+)		LTR@MMERVK9E_I-int (-)
sidd	chr7:17609132-17609274	miR-876	miR-1197, miR-203a (2)		Promoter (1-2kb)	Gm24520 (+)		LINE@L1_Mus1 (-), LINE@L1_Mus1 (-)
sidd	chr7:17625473-17625615	miR-203a			Distal Intergenic	Gm5418 (+)		LINE@Lx2 (+)
sidd	chr7:17632976-17633156	miR-142, miR-203a (2), miR-340	miR-199		Distal Intergenic	Gm5418 (+)		LINE@L1_Mus3 (+), LINE@L1_Mur2 (-)
sidd	chr7:17724858-17725002		miR-203a (2)		Intron	Ceacam5 (+)		LINE@Lx3C (-), LINE@L1_Mus4 (-)
sidd	chr7:17816130-17816302	miR-216b	miR-296, miR-532		Distal Intergenic	Ceacam14 (+)		LTR@MTA_Mm (-), LTR@MTA_Mm-int (-)
sidd	chr7:17921892-17922036	miR-204/211	miR-203a (2)		Distal Intergenic	Ceacam11 (+)		LINE@Lx2 (-), LINE@L1_Mus3 (-)
sidd	chr7:17955990-17956151		miR-223		Distal Intergenic	Ceacam11 (+)		LINE@L1_Mus3 (+), LINE@L1VL2 (+), LTR@ORR1A2 (+)
sidd	chr7:18031451-18031584	miR-203a (2)	miR-1197, miR-488		Distal Intergenic	Gm5322 (+)		LINE@L1Md_F2 (+), LTR@ORR1A3 (+)
sidd	chr7:18125764-18125935	miR-203a			Intron	Igfl3 (+)		LINE@L1Md_F2 (+), LINE@MusHAL1 (+)
sidd	chr7:18245843-18246032	miR-493	miR-376c (3), miR-493	miR-493	Promoter (<=1kb)	Mill1 (+)		
sidd	chr7:18297018-18297149		miR-129, miR-146		Distal Intergenic	Gm33626 (-)		LINE@L1Md_F2 (-)
sidd	chr7:18312420-18312562		miR-24		Distal Intergenic	Gm33626 (-)		LINE@L1Md_T (-), LINE@L1Md_T (-)
sidd	chr7:18760061-18760196	miR-532	miR-150, miR-340, miR-374		Promoter (<=1kb)	Gm44561 (+)	pELS@EM10E0842450	LTR@RLTR45 (+), LTR@ERVB4_2-I_MM-int (+)
sidd	chr7:18770466-18770587	miR-140, miR-205	miR-203a (2)		Distal Intergenic	Gm44561 (+)		LTR@ORR1A2-int (-), LINE@L1_Mus1 (-)
sidd	chr7:18784506-18784661	miR-216a, miR-499, miR-582	miR-495		Promoter (1-2kb)	Sycp1-ps1 (+)		LTR@ORR1A2-int (+), LINE@L1_Mus1 (-)
sidd	chr7:18828640-18828721		miR-203a (2)		Distal Intergenic	Gm18855 (+)		LTR@RMER17C-int (+)
sidd	chr7:18837883-18838002		miR-361, miR-433		Promoter (1-2kb)	Mill2 (+)		LINE@L1VL4 (-), LTR@RMER19B (+)
sidd	chr7:19326231-19326339	miR-188			Intron	Gm44698 (+)	dELS@EM10E0842767, dELS@EM10E0842768	
sidd	chr7:19991923-19992060	miR-146, miR-369, miR-655	miR-1251, miR-330		Promoter (<=1kb)	Nlrp9b (+)		LTR@ETnERV2-int (+), LTR@ETnERV2-int (+)
sidd	chr7:20051129-20051288		miR-154, miR-203a (2), miR-409		Intron	Gm18877 (+)		LINE@Lx8 (+), LINE@L1_Mus1 (-)
sidd	chr7:20299963-20300065	miR-137	miR-150, miR-199		Distal Intergenic	Gm4501 (+)		LTR@IAPLTR2a2_Mm (+), LTR@IAPEz-int (+)
sidd	chr7:21032863-21033068	miR-190	miR-181, miR-186, miR-23, miR-361		Distal Intergenic	Vmn1r-ps73 (-)		LTR@RMER4B (+)
