Flipon	Coordinates	Gene Name	Gene Strand	Gene Feature
sidd	chr4:69865748-69865968	Gm11222	+	Distal Intergenic
sidd	chr4:69926936-69927080	Gm11223	-	Promoter (<=1kb)
sidd	chr4:70047280-70047401	Gm11225	+	Promoter (<=1kb)
sidd	chr4:70075032-70075179	Gm11225	+	Distal Intergenic
sidd	chr4:70614945-70615080	Megf9	-	Distal Intergenic
sidd	chr4:70950911-70951105	Gm11227	+	Distal Intergenic
sidd	chr4:70986862-70987011	Gm11227	+	Distal Intergenic
sidd	chr4:71017123-71017257	Gm11227	+	Distal Intergenic
sidd	chr4:71017491-71017633	Gm11227	+	Distal Intergenic
sidd	chr4:71048306-71048462	Gm11227	+	Distal Intergenic
sidd	chr4:71097995-71098138	Gm11227	+	Intron
sidd	chr4:71241722-71241876	Gm11229	+	Distal Intergenic
sidd	chr4:71309207-71309356	Gm11229	+	Distal Intergenic
sidd	chr4:71351366-71351485	Rps18-ps1	-	Distal Intergenic
sidd	chr4:71681070-71681275	Gm11231	+	Distal Intergenic
sidd	chr4:71851978-71852152	Gm11233	+	Distal Intergenic
sidd	chr4:71874477-71874657	Gm11233	+	Distal Intergenic
sidd	chr4:72293842-72294006	C630043F03Rik	+	Distal Intergenic
sidd	chr4:72354340-72354569	C630043F03Rik	+	Distal Intergenic
sidd	chr4:72451759-72451877	Gm11235	+	Distal Intergenic
sidd	chr4:72483981-72484196	Gm11235	+	Distal Intergenic
sidd	chr4:72518745-72518873	Gm11235	+	Distal Intergenic
sidd	chr4:72737283-72737459	Aldoart1	-	Distal Intergenic
sidd	chr4:72750084-72750240	Aldoart1	-	Distal Intergenic
sidd	chr4:72753533-72753685	Aldoart1	-	Distal Intergenic
sidd	chr4:72926164-72926316	Gm25653	-	Distal Intergenic
sidd	chr4:73006894-73007062	Gm11251	+	Distal Intergenic
sidd	chr4:73038898-73039072	Gm11251	+	Distal Intergenic
sidd	chr4:73100933-73101071	Gm25769	+	Distal Intergenic
sidd	chr4:73307501-73307602	Gm11487	-	Distal Intergenic
sidd	chr4:73349816-73350003	Gm11487	-	Distal Intergenic
sidd	chr4:73854962-73855170	Gm13867	+	Distal Intergenic
sidd	chr4:73862888-73863043	Gm13867	+	Promoter (1-2kb)
sidd	chr4:73931376-73931524	2310002L09Rik	-	Distal Intergenic
sidd	chr4:74182150-74182303	Frmd3	+	Intron
sidd	chr4:74212793-74212951	Gm11405	+	Distal Intergenic
sidd	chr4:74444327-74444478	Kdm4c	+	Distal Intergenic
sidd	chr4:74445742-74445886	Kdm4c	+	Distal Intergenic
sidd	chr4:74450211-74450398	Gm26379	+	Distal Intergenic
sidd	chr4:74528535-74528642	Gm26379	+	Distal Intergenic
sidd	chr4:74551644-74551787	Gm26379	+	Distal Intergenic
sidd	chr4:74726327-74726500	Gm11258	-	Distal Intergenic
sidd	chr4:74793658-74793813	Gm11258	-	Distal Intergenic
sidd	chr4:74794551-74794712	Gm11258	-	Distal Intergenic
sidd	chr4:74807920-74808007	Gm11258	-	Distal Intergenic
sidd	chr4:74941872-74942048	Gm11253	-	Distal Intergenic
sidd	chr4:75058857-75058998	Gm11253	-	Distal Intergenic
sidd	chr4:75064937-75065055	Gm11253	-	Distal Intergenic
sidd	chr4:75348258-75348425	Gm11255	+	Distal Intergenic
sidd	chr4:75606707-75606863	Gm11259	+	Distal Intergenic
sidd	chr4:75872220-75872366	Gm11256	+	Distal Intergenic
sidd	chr4:76220095-76220213	Ptprd	-	Intron
sidd	chr4:76224950-76225087	Ptprd	-	Intron
sidd	chr4:76284383-76284511	Ptprd	-	Intron
sidd	chr4:76716869-76717036	Gm11242	+	Intron
sidd	chr4:76821826-76821993	Gm11244	-	Intron
sidd	chr4:76829004-76829154	Gm11245	+	Intron
sidd	chr4:76972264-76972431	Gm23159	-	Intron
sidd	chr4:76989836-76989959	Gm23159	-	Intron
sidd	chr4:77128395-77128552	Gm23159	-	Intron
sidd	chr4:77709191-77709333	Ptprd	-	Intron
sidd	chr4:78152298-78152543	Ptprd	-	Intron
sidd	chr4:78221606-78221778	Ptprd	-	Distal Intergenic
sidd	chr4:78507699-78507853	Gm11261	-	Distal Intergenic
sidd	chr4:78588835-78588975	Gm11261	-	Distal Intergenic
sidd	chr4:78642724-78642854	Gm11261	-	Distal Intergenic
sidd	chr4:78814115-78814227	Gm11262	+	Distal Intergenic
sidd	chr4:78835441-78835596	Gm11262	+	Distal Intergenic
sidd	chr4:78860299-78860543	Gm11262	+	Distal Intergenic
sidd	chr4:78955293-78955502	Gm11262	+	Distal Intergenic
sidd	chr4:79108055-79108201	Gm25836	-	Distal Intergenic
sidd	chr4:79166280-79166513	Gm25836	-	Distal Intergenic
sidd	chr4:79227805-79228026	Gm25836	-	Distal Intergenic
sidd	chr4:79405336-79405513	Gm11263	+	Distal Intergenic
sidd	chr4:79463881-79464060	Gm11263	+	Distal Intergenic
sidd	chr4:79493616-79493801	Gm11263	+	Distal Intergenic
sidd	chr4:79513152-79513383	Gm11263	+	Distal Intergenic
sidd	chr4:79752575-79752701	Gm11409	+	Distal Intergenic
sidd	chr4:80020298-80020437	Gm11410	+	Distal Intergenic
sidd	chr4:80162286-80162460	Gm11410	+	Distal Intergenic
sidd	chr4:80176944-80177099	Gm11410	+	Distal Intergenic
sidd	chr4:80189372-80189526	Gm11410	+	Distal Intergenic
sidd	chr4:80235720-80235845	Gm11406	+	Distal Intergenic
sidd	chr4:80247495-80247626	Gm11406	+	Distal Intergenic
sidd	chr4:80265612-80265780	Gm11406	+	Distal Intergenic
sidd	chr4:80266331-80266506	Gm11406	+	Distal Intergenic
sidd	chr4:80300718-80300872	Gm11406	+	Distal Intergenic
sidd	chr4:80463953-80464124	Gm11406	+	Distal Intergenic
sidd	chr4:80481287-80481412	Gm11406	+	Distal Intergenic
sidd	chr4:80512762-80512896	Gm11406	+	Distal Intergenic
sidd	chr4:80715377-80715518	Tyrp1	+	Distal Intergenic
sidd	chr4:80745772-80745920	Tyrp1	+	Distal Intergenic
sidd	chr4:81075301-81075456	Gm27452	+	Distal Intergenic
sidd	chr4:81158934-81159070	Mpdz	-	Distal Intergenic
sidd	chr4:81257310-81257451	Mpdz	-	Distal Intergenic
sidd	chr4:81405116-81405229	Mpdz	-	Intron
sidd	chr4:81405232-81405408	Mpdz	-	Intron
sidd	chr4:81666581-81666702	Gm11411	+	Distal Intergenic
sidd	chr4:81693546-81693690	Gm11411	+	Promoter (2-3kb)
sidd	chr4:81796230-81796352	Gm11412	+	Distal Intergenic
sidd	chr4:82255693-82255831	n-R5s188	+	Distal Intergenic
sidd	chr4:82279413-82279651	n-R5s188	+	Distal Intergenic
sidd	chr4:82425229-82425355	n-R5s188	+	Intron
sidd	chr4:82660824-82660965	Gm11268	+	Intron
sidd	chr4:82753323-82753425	Nfib	-	Distal Intergenic
sidd	chr4:83041329-83041452	Frem1	-	Intron
sidd	chr4:83190208-83190412	Gm11185	+	Distal Intergenic
sidd	chr4:83583420-83583544	Gm27046	+	Intron
sidd	chr4:83880809-83880936	Gm11415	-	Distal Intergenic
sidd	chr4:84472974-84473095	Bnc2	-	Intron
sidd	chr4:84726776-84726946	Gm12415	+	Distal Intergenic
sidd	chr4:84822209-84822341	Cntln	+	Distal Intergenic
sidd	chr4:84891433-84891568	Cntln	+	Intron
sidd	chr4:85012135-85012285	Cntln	+	Intron
sidd	chr4:85745398-85745522	Gm26069	+	Intron
sidd	chr4:85917828-85917969	Gm26069	+	Intron
sidd	chr4:86020994-86021116	Gm25811	-	Intron
sidd	chr4:86284131-86284268	Adamtsl1	+	Intron
sidd	chr4:86433477-86433617	Gm12550	-	Distal Intergenic
sidd	chr4:86511700-86511843	Gm26017	+	Promoter (2-3kb)
sidd	chr4:86702205-86702353	Plin2	-	Distal Intergenic
sidd	chr4:87099975-87100093	Slc24a2	-	Intron
sidd	chr4:87276597-87276822	Gm12600	+	Distal Intergenic
sidd	chr4:87359292-87359436	Gm12600	+	Distal Intergenic
sidd	chr4:87416170-87416344	Gm23154	+	Distal Intergenic
sidd	chr4:87603786-87603941	Gm12604	+	Distal Intergenic
sidd	chr4:87627270-87627408	Gm12604	+	Distal Intergenic
sidd	chr4:88624798-88624955	C87499	-	Distal Intergenic
sidd	chr4:88658346-88658438	Gm13281	-	Distal Intergenic
sidd	chr4:88660051-88660185	Gm13281	-	Distal Intergenic
sidd	chr4:88841366-88841500	Ifna4	+	Promoter (<=1kb)
sidd	chr4:88852082-88852211	Ifna1	+	Promoter (1-2kb)
sidd	chr4:88871152-88871353	4930553M12Rik	-	Promoter (2-3kb)
sidd	chr4:88917150-88917256	Mir31	-	Intron
sidd	chr4:89048772-89048964	Wincr1	+	Promoter (1-2kb)
sidd	chr4:89222715-89222851	Tgif2-ps1	+	Distal Intergenic
sidd	chr4:89399644-89399799	Gm12609	+	Exon
sidd	chr4:89483106-89483229	Gm27580	+	Distal Intergenic
sidd	chr4:89624949-89625087	Dmrta1	+	Distal Intergenic
sidd	chr4:89752786-89752929	Dmrta1	+	Distal Intergenic
sidd	chr4:89778168-89778278	Dmrta1	+	Distal Intergenic
sidd	chr4:89804277-89804388	Dmrta1	+	Distal Intergenic
sidd	chr4:89838127-89838264	Dmrta1	+	Distal Intergenic
sidd	chr4:89854016-89854158	Dmrta1	+	Distal Intergenic
sidd	chr4:89885907-89886060	Dmrta1	+	Distal Intergenic
sidd	chr4:89994272-89994414	Gm12629	+	Distal Intergenic
sidd	chr4:90020788-90020930	Gm12629	+	Distal Intergenic
sidd	chr4:90021497-90021640	Gm12629	+	Distal Intergenic
sidd	chr4:90105809-90105939	Gm12629	+	Distal Intergenic
sidd	chr4:90110742-90110963	Gm12629	+	Distal Intergenic
sidd	chr4:90226414-90226540	Zfp352	+	Promoter (2-3kb)
sidd	chr4:90515964-90516087	Gm12636	-	Distal Intergenic
sidd	chr4:90531885-90532059	Gm12636	-	Distal Intergenic
sidd	chr4:90538914-90539143	Gm12636	-	Distal Intergenic
sidd	chr4:90874511-90874639	Gm12632	+	Distal Intergenic
sidd	chr4:90962043-90962178	Gm25244	-	Distal Intergenic
sidd	chr4:91033444-91033576	Gm12643	+	Distal Intergenic
sidd	chr4:91400317-91400437	Elavl2	-	Promoter (<=1kb)
sidd	chr4:91459148-91459282	Elavl2	-	Distal Intergenic
sidd	chr4:91688496-91688671	Gm12667	+	Distal Intergenic
sidd	chr4:91754414-91754630	Gm12667	+	Distal Intergenic
sidd	chr4:91769206-91769347	Gm12669	-	Distal Intergenic
sidd	chr4:91810051-91810252	Gm12669	-	Distal Intergenic
sidd	chr4:91810443-91810619	Gm12669	-	Distal Intergenic
sidd	chr4:91819424-91819620	Gm12669	-	Distal Intergenic
sidd	chr4:91836593-91836712	Gm12671	-	Distal Intergenic
sidd	chr4:91866238-91866408	Gm12671	-	Distal Intergenic
sidd	chr4:92019589-92019722	4930577H14Rik	-	Distal Intergenic
sidd	chr4:92355113-92355258	Gm12638	-	Distal Intergenic
sidd	chr4:92415661-92415799	Gm12638	-	Distal Intergenic
sidd	chr4:92533224-92533349	Gm12637	+	Intron
sidd	chr4:92757925-92758096	Gm22605	-	Distal Intergenic
sidd	chr4:92810690-92810888	Gm22605	-	Distal Intergenic
sidd	chr4:93458093-93458257	Gm23443	-	Intron
sidd	chr4:93464292-93464422	Gm23443	-	Intron
sidd	chr4:93476874-93477013	Gm23443	-	Intron
sidd	chr4:93533529-93533670	Gm23443	-	Intron
sidd	chr4:93755650-93755771	Gm22619	-	Distal Intergenic
sidd	chr4:94024964-94025112	Gm12647	+	Distal Intergenic
sidd	chr4:94157915-94158040	Gm23836	+	Intron
sidd	chr4:94213418-94213568	Gm23836	+	Intron
sidd	chr4:94261821-94261942	Gm12654	+	Intron
sidd	chr4:94263074-94263209	Gm12654	+	Intron
sidd	chr4:94403030-94403177	Gm12654	+	Intron
sidd	chr4:94845654-94845808	Tek	+	Intron
sidd	chr4:95041737-95041940	Gm12704	-	Promoter (2-3kb)
sidd	chr4:95085242-95085381	4930551L18Rik	-	Intron
sidd	chr4:95263483-95263609	Gm12708	+	Distal Intergenic
sidd	chr4:95269620-95269748	Gm12708	+	Distal Intergenic
sidd	chr4:95420851-95420947	Gm29064	-	Distal Intergenic
sidd	chr4:95459993-95460242	Gm12707	+	Distal Intergenic
sidd	chr4:95638762-95638901	Fggy	+	Promoter (1-2kb)
sidd	chr4:95975487-95975603	Hook1	+	Promoter (1-2kb)
sidd	chr4:96060637-96060838	Cyp2j13	-	Promoter (1-2kb)
sidd	chr4:96082235-96082357	Cyp2j13	-	Distal Intergenic
sidd	chr4:96092587-96092738	Cyp2j13	-	Distal Intergenic
sidd	chr4:96169941-96170139	Cyp2j7-ps2	-	Promoter (<=1kb)
sidd	chr4:96178648-96178853	Cyp2j7-ps2	-	Distal Intergenic
sidd	chr4:96278907-96279053	Cyp2j15-ps	-	Distal Intergenic
sidd	chr4:96341280-96341432	Cyp2j11	-	Intron
sidd	chr4:96383956-96384089	Cyp2j14-ps	-	Distal Intergenic
sidd	chr4:96438356-96438568	Cyp2j14-ps	-	Distal Intergenic
sidd	chr4:96450542-96450665	Cyp2j8	-	Intron
sidd	chr4:96464159-96464341	Cyp2j8	-	Intron
sidd	chr4:96483619-96483819	Cyp2j8	-	Intron
sidd	chr4:96655641-96655806	Cyp2j5	-	Intron
sidd	chr4:96759197-96759322	Gm12695	-	Intron
sidd	chr4:96892678-96892880	Gm27579	+	Distal Intergenic
sidd	chr4:96923364-96923568	Gm27521	+	Distal Intergenic
sidd	chr4:96946534-96946624	Gm27521	+	Distal Intergenic
sidd	chr4:97070609-97070768	Gm27521	+	Distal Intergenic
sidd	chr4:97552932-97553092	Gm12697	-	Distal Intergenic
sidd	chr4:97668457-97668569	E130114P18Rik	-	Intron
sidd	chr4:97722995-97723207	E130114P18Rik	-	Intron
sidd	chr4:98233918-98234137	Gm12692	-	Promoter (1-2kb)
sidd	chr4:98277876-98278002	Gm24203	+	Promoter (2-3kb)
sidd	chr4:98322712-98322859	0610025J13Rik	+	Promoter (1-2kb)
sidd	chr4:98629110-98629265	Gm26154	+	Intron
sidd	chr4:98980417-98980551	Dock7	-	Intron
sidd	chr4:99314154-99314309	Gm12689	+	Distal Intergenic
sidd	chr4:99655620-99655770	Foxd3	+	Promoter (<=1kb)
sidd	chr4:99795373-99795555	Itgb3bp	-	Intron
sidd	chr4:100087211-100087347	Ror1	+	Distal Intergenic
sidd	chr4:100343652-100343771	Gm12706	-	Intron
sidd	chr4:100753698-100753863	Cachd1	+	Distal Intergenic
sidd	chr4:101268213-101268414	Gm25124	+	Promoter (2-3kb)
sidd	chr4:101536179-101536354	Dnajc6	+	Intron
sidd	chr4:101841915-101842063	B020004J07Rik	-	Promoter (1-2kb)
sidd	chr4:101896855-101896957	Gm12792	-	Promoter (<=1kb)
sidd	chr4:102244033-102244185	Pde4b	+	Intron
sidd	chr4:103027155-103027284	Insl5	-	Promoter (<=1kb)
sidd	chr4:103233772-103234001	Gm44037	+	Intron
sidd	chr4:103336326-103336466	Oma1	+	Intron
sidd	chr4:103538051-103538188	Gm12716	-	Distal Intergenic
sidd	chr4:104760612-104760770	C8b	+	Distal Intergenic
sidd	chr4:104816157-104816347	C8b	+	3' UTR
sidd	chr4:105011061-105011217	Gm12721	-	Intron
sidd	chr4:105020077-105020289	Gm12721	-	Distal Intergenic
sidd	chr4:105052229-105052441	Prkaa2	-	Intron
sidd	chr4:105573299-105573434	Gm12726	+	Distal Intergenic
sidd	chr4:106060293-106060523	Gm12727	+	Distal Intergenic
sidd	chr4:106166114-106166276	Hspd1-ps4	-	Distal Intergenic
sidd	chr4:106257423-106257608	Gm12731	+	Promoter (<=1kb)
sidd	chr4:106259727-106259947	Gm12731	+	Promoter (2-3kb)
sidd	chr4:106703862-106703984	Mroh7	-	Intron
sidd	chr4:107615238-107615440	Glis1	+	Promoter (<=1kb)
sidd	chr4:107624234-107624365	Glis1	+	Intron
sidd	chr4:107691545-107691679	1700047F07Rik	+	Promoter (1-2kb)
sidd	chr4:107839764-107839990	Lrp8	+	Intron
sidd	chr4:107865496-107865639	Lrp8	+	Intron
sidd	chr4:107990133-107990340	Slc1a7	+	Intron
sidd	chr4:108145888-108146050	Scp2	-	Promoter (<=1kb)
sidd	chr4:108976687-108976816	8030443G20Rik	-	Distal Intergenic
sidd	chr4:109566131-109566291	Gm12811	+	Promoter (2-3kb)
sidd	chr4:110066976-110067083	Dmrta2	+	Distal Intergenic
sidd	chr4:110067296-110067465	Dmrta2	+	Distal Intergenic
sidd	chr4:110380229-110380345	Agbl4	+	Distal Intergenic
sidd	chr4:110455949-110456096	Gm12806	+	Intron
sidd	chr4:110531027-110531177	Gm12807	-	Intron
sidd	chr4:110755572-110755797	Gm12807	-	Intron
sidd	chr4:110767580-110767720	Gm12807	-	Intron
sidd	chr4:110815072-110815212	Gm12807	-	Intron
sidd	chr4:110876406-110876580	Agbl4	+	Intron
sidd	chr4:111075414-111075567	Agbl4	+	Intron
sidd	chr4:111289877-111290098	Gm12804	+	Promoter (<=1kb)
sidd	chr4:111345210-111345355	Gm12805	-	Intron
sidd	chr4:111395201-111395322	Bend5	+	Intron
sidd	chr4:111544012-111544138	Agbl4	+	Intron
sidd	chr4:111679247-111679378	Spata6	+	Distal Intergenic
sidd	chr4:111699791-111699966	Spata6	+	Distal Intergenic
sidd	chr4:111714696-111714878	Spata6	+	Distal Intergenic
sidd	chr4:111912299-111912386	Skint8	+	Distal Intergenic
sidd	chr4:111995131-111995287	Gm25844	-	Distal Intergenic
sidd	chr4:112029750-112029861	Skint1	+	Downstream (<=300bp)
sidd	chr4:112074187-112074315	Skint4	+	Promoter (1-2kb)
sidd	chr4:112096833-112096970	Skint4	+	Intron
sidd	chr4:112121536-112121730	Gm12820	-	Promoter (<=1kb)
sidd	chr4:112128015-112128177	Gm12820	-	Intron
sidd	chr4:112167997-112168133	Gm12815	-	3' UTR
sidd	chr4:112180926-112181085	Gm12815	-	Distal Intergenic
sidd	chr4:112321649-112321779	Skint3	+	Distal Intergenic
sidd	chr4:112351393-112351518	Skint9	-	Distal Intergenic
sidd	chr4:112359497-112359641	Skint9	-	Distal Intergenic
sidd	chr4:112410606-112410755	Skint9	-	Intron
sidd	chr4:112494457-112494610	Gm12819	+	Distal Intergenic
sidd	chr4:112524295-112524496	Gm12819	+	Distal Intergenic
sidd	chr4:112926463-112926641	Gm12823	+	Promoter (2-3kb)
sidd	chr4:113043646-113043764	Gm12818	-	Intron
sidd	chr4:113120336-113120503	Gm12818	-	Intron
sidd	chr4:113270722-113270879	Skint6	-	Intron
sidd	chr4:113532814-113532952	Gm12813	+	Intron
sidd	chr4:113799313-113799453	Skint5	-	Intron
sidd	chr4:113951564-113951718	Skint5	-	Intron
sidd	chr4:113954047-113954228	Skint5	-	Intron
sidd	chr4:113992965-113993101	Skint5	-	Intron
sidd	chr4:113998865-113999035	Skint5	-	Promoter (<=1kb)
sidd	chr4:114094280-114094483	Gm12825	-	Promoter (2-3kb)
sidd	chr4:114108954-114109091	Gm12825	-	Distal Intergenic
sidd	chr4:114174338-114174532	Gm15741	-	Intron
sidd	chr4:114207758-114207879	Gm15741	-	Intron
sidd	chr4:114338242-114338427	Trabd2b	+	Distal Intergenic
sidd	chr4:114340940-114341077	Trabd2b	+	Distal Intergenic
sidd	chr4:114725229-114725340	Gm12829	+	Distal Intergenic
sidd	chr4:114930427-114930580	Foxe3	-	Distal Intergenic
sidd	chr4:115143447-115143618	Cyp4x1	-	Intron
sidd	chr4:115283470-115283592	Cyp4a12a	+	Distal Intergenic
sidd	chr4:115361272-115361429	Cyp4a30-ps	+	Intron
sidd	chr4:115417605-115417757	Gm12837	-	Promoter (1-2kb)
sidd	chr4:115453345-115453590	Gm12838	-	Promoter (<=1kb)
sidd	chr4:115478586-115478716	Gm12833	+	Promoter (2-3kb)
sidd	chr4:115548824-115548998	Cyp4b1-ps1	-	Distal Intergenic
sidd	chr4:115583583-115583761	Cyp4b1-ps2	-	Promoter (<=1kb)
sidd	chr4:115939366-115939482	Dmbx1	-	Promoter (<=1kb)
sidd	chr4:116348265-116348418	Mast2	-	Intron
sidd	chr4:117304080-117304195	Rnf220	-	Intron
sidd	chr4:117330447-117330563	Rnf220	-	Intron
sidd	chr4:117495621-117495779	Rnf220	-	Promoter (<=1kb)
sidd	chr4:117880492-117880729	B4galt2	-	Promoter (1-2kb)
sidd	chr4:117926236-117926323	Artn	-	3' UTR
sidd	chr4:118208912-118209040	Mir7226	-	Promoter (1-2kb)
sidd	chr4:118231238-118231415	Ptprf	-	Promoter (<=1kb)
sidd	chr4:118245243-118245417	Ptprf	-	Intron
sidd	chr4:118261290-118261429	Ptprf	-	Intron
sidd	chr4:118262632-118262779	Ptprf	-	Intron
sidd	chr4:118262956-118263044	Ptprf	-	Intron
sidd	chr4:118743725-118743895	Olfr1339	+	Distal Intergenic
sidd	chr4:118747180-118747320	Olfr1338	-	Distal Intergenic
sidd	chr4:118882160-118882319	Olfr1330	+	Distal Intergenic
sidd	chr4:118908907-118909060	Olfr1329	-	Distal Intergenic
sidd	chr4:119248297-119248424	P3h1	+	Promoter (1-2kb)
sidd	chr4:119691256-119691373	Guca2b	-	Distal Intergenic
sidd	chr4:119920311-119920488	Hivep3	+	Intron
sidd	chr4:120267056-120267142	Foxo6	-	3' UTR
sidd	chr4:120712007-120712134	Kcnq4	-	Intron
sidd	chr4:120712463-120712523	Kcnq4	-	Intron
sidd	chr4:120748329-120748431	Kcnq4	-	Promoter (<=1kb)
sidd	chr4:121243845-121244084	Gm12890	-	Distal Intergenic
sidd	chr4:121295154-121295250	Gm12888	-	Distal Intergenic
sidd	chr4:121300888-121301005	Gm12888	-	Distal Intergenic
sidd	chr4:121384428-121384564	Gm12884	+	Promoter (2-3kb)
sidd	chr4:121457136-121457298	Gm12880	-	Distal Intergenic
sidd	chr4:121909030-121909222	Gm12892	+	Distal Intergenic
sidd	chr4:121936549-121936675	Gm12892	+	Distal Intergenic
sidd	chr4:121952410-121952603	Gm12892	+	Distal Intergenic
sidd	chr4:121959941-121960049	Gm12892	+	Distal Intergenic
sidd	chr4:121993893-121994043	Gm12892	+	Distal Intergenic
sidd	chr4:121995274-121995429	Gm12892	+	Distal Intergenic
sidd	chr4:121998984-121999186	Gm12892	+	Distal Intergenic
sidd	chr4:122009464-122009613	Gm12892	+	Promoter (1-2kb)
sidd	chr4:122016965-122017118	Gm12892	+	Distal Intergenic
sidd	chr4:122023703-122023865	Gm12892	+	Distal Intergenic
sidd	chr4:122026245-122026327	Gm12892	+	Distal Intergenic
sidd	chr4:122797245-122797365	Gm12873	-	Distal Intergenic
sidd	chr4:123856817-123856974	1700121C08Rik	-	Promoter (2-3kb)
sidd	chr4:124027930-124028023	Gm12902	+	Distal Intergenic
sidd	chr4:124043651-124043764	Gm12902	+	Distal Intergenic
sidd	chr4:124292089-124292280	Gm12916	-	Distal Intergenic
sidd	chr4:124653835-124653950	Pou3f1	+	Promoter (2-3kb)
sidd	chr4:124659114-124659232	Gm2164	-	Promoter (1-2kb)
sidd	chr4:125560950-125561113	Mir692-2	+	Intron
sidd	chr4:125568439-125568564	Mir692-2	+	Intron
sidd	chr4:125596793-125596933	Mir692-2	+	Intron
sidd	chr4:125647872-125648042	Mir692-2	+	Intron
sidd	chr4:125791272-125791374	2610028E06Rik	-	Distal Intergenic
sidd	chr4:126472555-126472701	Gm12929	-	Distal Intergenic
sidd	chr4:127067893-127068015	Zmym1	-	Distal Intergenic
sidd	chr4:127111891-127112126	Gm25600	-	Intron
sidd	chr4:127310897-127310991	Gja4	-	Distal Intergenic
sidd	chr4:127466569-127466750	A630031M04Rik	+	Distal Intergenic
sidd	chr4:127775406-127775560	1700112K13Rik	-	Distal Intergenic
sidd	chr4:127987935-127988032	Csmd2	+	Promoter (<=1kb)
sidd	chr4:128311894-128312043	Hmgb4os	+	Intron
sidd	chr4:128501514-128501713	Csmd2	+	Intron
sidd	chr4:128829992-128830190	Gm12968	+	Distal Intergenic
sidd	chr4:128842013-128842243	Gm12968	+	Distal Intergenic
sidd	chr4:128862783-128862909	Gm12969	-	Intron
sidd	chr4:130080254-130080451	Col16a1	+	Promoter (1-2kb)
sidd	chr4:130084573-130084726	Col16a1	+	Intron
sidd	chr4:130085596-130085695	Col16a1	+	Intron
sidd	chr4:130205578-130205683	Ldc1	-	Distal Intergenic
sidd	chr4:130230274-130230422	Ldc1	-	Distal Intergenic
sidd	chr4:131013040-131013168	A930031H19Rik	-	Promoter (2-3kb)
sidd	chr4:131463760-131463977	Gm831	+	Distal Intergenic
sidd	chr4:131645860-131645959	Gm12962	-	Distal Intergenic
sidd	chr4:131665682-131665824	Gm12962	-	Intron
sidd	chr4:131669375-131669461	Gm12962	-	Promoter (2-3kb)
sidd	chr4:131675253-131675380	Gm12962	-	Promoter (2-3kb)
sidd	chr4:133039796-133039924	Ahdc1	+	Promoter (<=1kb)
sidd	chr4:133300839-133300938	Gm13259	-	Intron
sidd	chr4:134250065-134250170	Grrp1	-	Promoter (2-3kb)
sidd	chr4:134383491-134383682	Extl1	-	Promoter (<=1kb)
sidd	chr4:135005907-135006025	Syf2	+	Distal Intergenic
sidd	chr4:135762226-135762344	Myom3	+	Promoter (2-3kb)
sidd	chr4:136833899-136834096	Ephb2	-	Promoter (1-2kb)
sidd	chr4:136834303-136834382	Ephb2	-	Promoter (1-2kb)
sidd	chr4:136934673-136934812	Epha8	-	Intron
sidd	chr4:137201818-137201958	Gm23263	+	Distal Intergenic
sidd	chr4:137255395-137255500	Wnt4	+	Distal Intergenic
sidd	chr4:137286231-137286371	Wnt4	+	Intron
sidd	chr4:137296849-137297041	Wnt4	+	3' UTR
sidd	chr4:137485109-137485213	Hspg2	+	Intron
sidd	chr4:137717393-137717501	Rap1gap	+	Promoter (1-2kb)
sidd	chr4:138457044-138457211	Camk2n1	+	Promoter (2-3kb)
sidd	chr4:138530757-138530902	Vwa5b1	-	Distal Intergenic
sidd	chr4:138540085-138540212	Vwa5b1	-	Distal Intergenic
sidd	chr4:138721555-138721692	Pla2g2c	+	5' UTR
sidd	chr4:138958382-138958488	Rnf186	+	Distal Intergenic
sidd	chr4:139161855-139162004	Hspe1-ps4	+	Distal Intergenic
sidd	chr4:139171203-139171337	Gm16287	-	Distal Intergenic
sidd	chr4:139697304-139697426	Tas1r2	+	Distal Intergenic
sidd	chr4:139711493-139711577	Tas1r2	+	Distal Intergenic
sidd	chr4:139760877-139760988	Pax7	-	Intron
sidd	chr4:139761162-139761280	Pax7	-	Intron
sidd	chr4:139823364-139823479	Pax7	-	Intron
