Flipon	Coordinates	LINE/LTR (+-200bp)
sidd	chr5:25150047-25150172	LTR@ORR1B1(+), LTR@MurERV4-int(+)
sidd	chr5:25843569-25843676	LTR@MTD(-), LTR@RLTR20A4(+), LINE@L1MD(-)
sidd	chr5:25912640-25912786	LINE@L1_Mus1(+), LINE@Lx9(+)
sidd	chr5:26010812-26010995	LTR@ORR1A2(+)
sidd	chr5:26029009-26029143	LINE@L1Md_F2(-), LINE@Lx2(+)
sidd	chr5:26040175-26040327	LTR@RLTR19(-)
sidd	chr5:26072174-26072329	LTR@MMERVK10C-int(+), LTR@MMERVK10C-int(+)
sidd	chr5:26095296-26095434	LINE@L1Md_F2(-), LINE@Lx2(+)
sidd	chr5:26153087-26153232	LINE@Lx2(+), LINE@Lx2(+)
sidd	chr5:26422109-26422353	LINE@L1_Mus1(+), LTR@MTE2b(+)
sidd	chr5:26424057-26424183	LINE@L1_Mus2(-)
sidd	chr5:26546489-26546632	LTR@MTC(-), LINE@L1Md_F2(-)
sidd	chr5:26555692-26555829	LINE@Lx9(-), LINE@L1Md_F2(-)
sidd	chr5:26860423-26860604	LTR@ORR1C2(+), LTR@MTA_Mm(-)
sidd	chr5:26880097-26880298	LTR@MTC(-), LTR@MTC-int(-)
sidd	chr5:26881474-26881618	LTR@MTC(-), LTR@MTC(-), LINE@L1Md_F2(-)
sidd	chr5:27044112-27044231	LINE@L1_Mus2(+)
sidd	chr5:27528036-27528186	LINE@Lx2(-)
sidd	chr5:27727449-27727568	LTR@MTB_Mm(-)
sidd	chr5:27809590-27809771	LTR@RLTR11A2(+)
sidd	chr5:27922053-27922186	LINE@L1_Mur3(+), LINE@L1_Mus1(-)
sidd	chr5:27927684-27927802	LINE@L1_Mus1(-), LINE@L1_Mus1(+), LINE@L1_Mus1(-)
sidd	chr5:27978045-27978241	LINE@L1_Mus3(-)
sidd	chr5:28549213-28549362	LTR@MTA_Mm-int(+), LTR@MTA_Mm(+)
sidd	chr5:28580110-28580282	LINE@Lx(+), LINE@L1Md_F2(-), LINE@Lx(+)
sidd	chr5:28695000-28695156	LTR@RMER19B(+)
sidd	chr5:28899375-28899527	LINE@Lx5(+), LINE@Lx8b(-), LTR@ORR1D1(+)
sidd	chr5:28952305-28952462	LINE@L1MA4(-), LINE@Lx(+)
sidd	chr5:28962689-28962823	LINE@L1_Mus1(-)
sidd	chr5:28968945-28969142	LINE@L1_Mus1(-)
sidd	chr5:28993844-28993978	LINE@L1_Mus1(-)
sidd	chr5:29053003-29053166	LINE@L1_Mus3(-), LINE@L1MB5(+)
sidd	chr5:29055136-29055263	LINE@L1Md_F2(-), LTR@ORR1A1(+), LTR@ORR1A1(+), LINE@L1Md_T(-)
sidd	chr5:29088841-29088981	LTR@RLTR10A(+)
sidd	chr5:29089512-29089610	LTR@RLTR10A(+)
sidd	chr5:29119132-29119252	LINE@L1_Rod(+), LINE@L1VL2(+)
sidd	chr5:29122325-29122460	LINE@L1_Mus3(+), LINE@L1_Mus1(-)
sidd	chr5:29219199-29219426	LINE@L1_Mus2(-)
sidd	chr5:29890607-29890723	LINE@L1_Mus1(+), LTR@ORR1B1(+)
sidd	chr5:30084114-30084289	LINE@Lx5(+), LTR@RMER17A2(+)
sidd	chr5:30693404-30693532	LTR@RMER10B(+), LINE@L1Md_F2(-)
sidd	chr5:30831116-30831272	LTR@RLTR31D_MM(-), LINE@L1Md_F3(-)
sidd	chr5:31096848-31096953	LINE@L2(+), LTR@ORR1A2(+)
sidd	chr5:31846026-31846165	LTR@MTA_Mm(+)
sidd	chr5:31891087-31891238	LINE@L1_Mus2(+)
sidd	chr5:31969233-31969398	LINE@Lx3B(-)
sidd	chr5:32669566-32669711	LINE@L2(+), LINE@L1_Mus2(-)
sidd	chr5:33792162-33792352	LTR@RMER19B(-), LTR@MYSERV6-int(+), LTR@RLTR34D_MM(+)
sidd	chr5:33810083-33810273	LTR@MTB-int(+), LTR@MTB(+)
sidd	chr5:33979917-33980044	LTR@ORR1C2(+), LTR@ORR1C2(+), LTR@RLTR13B4(+)
sidd	chr5:34033837-34033991	LINE@Lx2B2(+), LINE@L1VL2(+)
sidd	chr5:34204940-34205066	LINE@L1_Mus2(-), LINE@L1Md_F2(+)
sidd	chr5:34735078-34735238	LINE@Lx6(-), LINE@L1_Mus4(-)
sidd	chr5:34740054-34740183	LINE@L1Md_F2(-), LINE@L1_Mur3(-)
sidd	chr5:34858835-34858963	LINE@L1Md_F2(+), LINE@L1Md_F2(+), LINE@L1_Mus1(-)
sidd	chr5:34958267-34958396	LTR@MLT1F2(-)
sidd	chr5:35272864-35272994	LTR@MTE2a(-), LTR@RLTR10(+)
sidd	chr5:35342389-35342543	LTR@MTD(-)
sidd	chr5:35500174-35500291	LINE@Lx(+), LINE@Lx(+)
sidd	chr5:35546829-35546992	LTR@MTC(-), LTR@MTC-int(-), LINE@Lx4B(+)
sidd	chr5:35551482-35551623	LTR@MTC(-)
sidd	chr5:35702469-35702709	LTR@MTD(+)
sidd	chr5:35787580-35787757	LTR@MTC(-)
sidd	chr5:35832041-35832119	LTR@MLT1B(-), LTR@MLT1B(-)
sidd	chr5:35901665-35901797	LTR@MER21C(+), LINE@L1Md_T(-)
sidd	chr5:35901828-35901940	LTR@MER21C(+), LINE@L1Md_T(-)
sidd	chr5:36237528-36237671	LTR@IAPLTR4(+), LINE@Lx5c(-), LINE@L1Md_T(+)
sidd	chr5:36257527-36257632	LINE@Lx5(-)
sidd	chr5:36409367-36409541	LTR@MTC(-), LINE@L1MEg(+), LINE@L1MEg(+), LTR@ORR1A1(+)
sidd	chr5:36939459-36939618	LTR@RLTR13C2(-)
sidd	chr5:37594566-37594692	LINE@L1_Mus1(+), LINE@Lx4B(+)
sidd	chr5:37599418-37599570	LTR@MTE2a(-), LINE@Lx5(-)
sidd	chr5:37618526-37618673	LINE@L1Md_F2(-)
sidd	chr5:37684965-37685107	LTR@ORR1D1(+), LTR@ORR1E(+), LINE@L1_Mus1(-)
sidd	chr5:37749800-37749928	LINE@Lx2(+)
sidd	chr5:37952357-37952528	LINE@L1Md_F2(-)
sidd	chr5:38001523-38001709	LTR@ORR1F(-)
sidd	chr5:38590804-38590903	LINE@L1_Mus1(+)
sidd	chr5:39030839-39030976	LINE@L1_Mus4(-)
sidd	chr5:39166910-39167088	LINE@L1_Mus2(+)
sidd	chr5:39294911-39295053	LINE@Lx2(+), LTR@MTD(+), LINE@L1Md_T(+)
sidd	chr5:39515398-39515522	LINE@L1_Mus2(-)
sidd	chr5:39542387-39542507	LINE@L1_Mus1(-)
sidd	chr5:39661840-39661988	LINE@L1_Mus2(+), LTR@MLTR18_MM(-), LTR@RLTR18-int(-)
sidd	chr5:39670441-39670608	LINE@L1_Mus1(+), LINE@L1_Mus1(+), LINE@Lx3_Mus(-)
sidd	chr5:39822178-39822325	LINE@Lx3_Mus(+)
sidd	chr5:39887922-39888050	LINE@Lx5(-)
sidd	chr5:39985768-39985897	LTR@MTB(-), LINE@Lx4A(-)
sidd	chr5:40041902-40042011	LINE@L1Md_F3(+)
sidd	chr5:40196502-40196670	LINE@L1_Mus2(+), LTR@ORR1D2(-), LTR@RMER19B2(+)
sidd	chr5:40582482-40582614	LTR@MTA_Mm(-), LTR@MTA_Mm-int(-)
sidd	chr5:40596805-40596933	LINE@L1_Mus3(+), LTR@RMER19C(+)
sidd	chr5:40684413-40684632	LINE@L1_Mus3(+)
sidd	chr5:40872634-40872825	LINE@L1Md_F3(+)
sidd	chr5:40910846-40910997	LINE@L1_Mus1(+)
sidd	chr5:41138218-41138389	LINE@Lx5(+)
sidd	chr5:41155723-41155844	LINE@L1_Mus1(+)
sidd	chr5:41215133-41215371	LTR@MTA_Mm-int(+), LTR@MTA_Mm(+)
sidd	chr5:41217715-41217830	LINE@Lx2(-)
sidd	chr5:41532922-41533035	LINE@L1_Mus4(+), LTR@LTR40b(+)
sidd	chr5:41565993-41566131	LINE@L1Md_T(+)
sidd	chr5:41583225-41583456	LINE@L1Md_F2(+)
sidd	chr5:41724005-41724140	LINE@L1Md_T(+), LINE@L1_Mus2(+)
sidd	chr5:42017953-42018108	LINE@L1Md_A(-), LTR@ORR1D1(-), LINE@L1Md_F2(-)
sidd	chr5:42085158-42085321	LINE@Lx3A(+), LINE@L1_Mus2(-)
sidd	chr5:42087198-42087360	LINE@L1_Mus2(-), LINE@L1Md_F2(-)
sidd	chr5:42094848-42094971	LINE@L1Md_F2(-), LINE@L1Md_T(-)
sidd	chr5:42224702-42224904	LTR@MTC(+)
sidd	chr5:42300781-42301020	LINE@L1_Mus3(+), LTR@MTA_Mm(+)
sidd	chr5:42527193-42527354	LTR@RMER17A2(+)
sidd	chr5:42703529-42703687	LINE@L1Md_A(+)
sidd	chr5:42739235-42739378	LINE@L1_Mus1(-)
sidd	chr5:42854710-42854835	LINE@L1Md_F2(+), LTR@ORR1B1-int(+)
sidd	chr5:42860760-42860883	LTR@RMER20B(-), LINE@L1Md_F2(-)
sidd	chr5:42940624-42940735	LINE@L1Md_A(+)
sidd	chr5:42955115-42955332	LINE@L1Md_F(+)
sidd	chr5:43332376-43332525	LINE@L1_Mus3(+)
sidd	chr5:43407618-43407768	LINE@L1_Mus1(-)
sidd	chr5:43426158-43426299	LINE@L2b(+), LTR@RLTR10B(-), LINE@L1Md_A(-)
sidd	chr5:43505088-43505228	LTR@ORR1A4(-)
sidd	chr5:43623046-43623190	LINE@L1_Mus2(-), LINE@L1_Mus2(+)
sidd	chr5:43785613-43785739	LTR@RMER19B(-)
sidd	chr5:43860950-43861088	LTR@RLTR9E(-)
sidd	chr5:44006297-44006447	LTR@RMER10B(+)
sidd	chr5:44072326-44072469	LTR@ORR1A2(-), LTR@RMER13A(+)
sidd	chr5:44245877-44245999	LINE@Lx5(-), LINE@Lx5(+)
sidd	chr5:44380276-44380424	LTR@RMER4A(+)
sidd	chr5:44470778-44470908	LINE@Lx4A(+), LTR@MLT1A0(+)
sidd	chr5:44509453-44509632	LINE@Lx5(+), LTR@MTD(-)
sidd	chr5:44511228-44511340	LINE@L1_Mus1(+)
sidd	chr5:44733136-44733242	LINE@L1_Mus3(+)
sidd	chr5:44823525-44823683	LTR@MTA_Mm(-), LTR@MTA_Mm-int(-)
sidd	chr5:44884056-44884186	LINE@L1_Mus3(+)
sidd	chr5:45156947-45157047	LINE@L1_Mus4(+), LTR@MTC(+)
sidd	chr5:45261205-45261384	LINE@L1Md_F2(+), LTR@MTE-int(+)
sidd	chr5:45492934-45493074	LTR@MER34A1(+)
sidd	chr5:45591641-45591767	LINE@L1Md_F2(-)
sidd	chr5:45867039-45867261	LINE@L1_Mus3(-)
sidd	chr5:46205979-46206108	LINE@Lx(-)
sidd	chr5:46679590-46679753	LINE@L1_Mus4(-)
sidd	chr5:46980933-46981089	LINE@L1_Mus3(+), LTR@RLTR20A4(-)
sidd	chr5:46999051-46999221	LTR@MTA_Mm(-), LTR@MTA_Mm-int(-)
sidd	chr5:47009086-47009273	LINE@L1_Mus3(-)
sidd	chr5:47231223-47231351	LINE@L1Md_F3(+)
sidd	chr5:47254165-47254318	LINE@L1Md_F2(-)
sidd	chr5:47982632-47982744	LTR@LTR33A(+)
sidd	chr5:48358412-48358630	LINE@L1Md_F3(-)
sidd	chr5:48470783-48470934	LINE@Lx7(+), LTR@ORR1A4(-)
sidd	chr5:48530895-48531051	LINE@L1Md_F2(+), LINE@L1_Mus2(+)
sidd	chr5:48546261-48546437	LINE@L1M4(+), LTR@MLT1A0(+), LTR@MTA_Mm(+)
sidd	chr5:48719319-48719478	LINE@L1_Mus3(-)
sidd	chr5:48733281-48733423	LINE@L1Md_T(+), LINE@L1Md_F2(+)
sidd	chr5:48906711-48906879	LINE@Lx(+), LINE@L1_Mus1(+)
sidd	chr5:48932571-48932731	LINE@L1_Mus3(-)
sidd	chr5:48948772-48948932	LINE@L1_Mus3(-)
sidd	chr5:48965472-48965591	LINE@L1_Mus2(+)
sidd	chr5:49139874-49140077	LINE@Lx2B(-)
sidd	chr5:49240946-49241097	LINE@L1_Mus3(+)
sidd	chr5:49387049-49387179	LINE@Lx5(+)
sidd	chr5:49468175-49468300	LINE@L1_Mus4(-)
sidd	chr5:49517352-49517520	LINE@L1_Mus1(-)
sidd	chr5:49778198-49778319	LINE@Lx9(-), LINE@L1_Mus1(-)
sidd	chr5:49841835-49841949	LINE@L1_Mus2(+), LTR@BGLII(-), LTR@RMER3D-int(-)
sidd	chr5:49881339-49881459	LINE@Lx2(+), LINE@L2a(+)
sidd	chr5:50285458-50285703	LTR@IAPLTR2b(+), LINE@L1Md_T(-)
sidd	chr5:50396032-50396163	LINE@L1Md_F2(-), LINE@L1_Mus3(-)
sidd	chr5:50406315-50406559	LINE@L1_Mus2(+), LTR?@MER129(-)
sidd	chr5:50584114-50584264	LINE@L1_Mus4(-)
sidd	chr5:50956026-50956242	LINE@L1_Mus1(-)
sidd	chr5:50956361-50956515	LINE@L1_Mus1(-)
sidd	chr5:51014436-51014583	LINE@Lx9(-), LINE@L1Md_F3(-)
sidd	chr5:51135731-51135876	LINE@L1_Mus1(-), LINE@L1Md_T(+)
sidd	chr5:51484778-51484925	LINE@L1_Mus3(-), LINE@L1_Mus3(+)
sidd	chr5:51735836-51736044	LINE@HAL1(-), LTR@RLTR20A4(-), LINE@HAL1(-)
sidd	chr5:51760235-51760361	LINE@Lx(-)
sidd	chr5:51984316-51984427	LINE@L1_Mus4(+), LTR@ORR1F(+)
sidd	chr5:52018022-52018179	LINE@Lx4A(+), LINE@Lx4A(+)
sidd	chr5:53196067-53196217	LINE@L1_Mus4(+), LINE@L2a(-)
sidd	chr5:53382701-53382826	LTR@ORR1A4(+)
sidd	chr5:53392953-53393066	LINE@Lx4A(-)
sidd	chr5:53794781-53794904	LINE@Lx6(+), LINE@Lx6(+), LINE@L1_Mus1(+), LINE@Lx6(+), LINE@Lx(+), LINE@Lx6(+)
sidd	chr5:54317065-54317201	LINE@L1MCa(+), LINE@Lx4A(-)
sidd	chr5:54370621-54370725	LINE@Lx2B(+), LTR@MLT1G3(+), LINE@L1Md_F3(+)
sidd	chr5:54383797-54383920	LINE@L1_Mus3(-)
sidd	chr5:54860165-54860311	LTR@MTA_Mm(-)
sidd	chr5:54979397-54979596	LINE@L1_Mus2(+)
sidd	chr5:54981385-54981539	LINE@Lx2(+), LINE@L1Md_T(-)
sidd	chr5:55056181-55056391	LINE@L1Md_F2(+), LINE@L1_Mur3(+), LINE@L1_Mur3(+)
sidd	chr5:55089647-55089861	LINE@L1MB1(+), LINE@L1_Mus2(-)
sidd	chr5:55219737-55219898	LINE@L1_Mus3(-), LINE@L1_Mur2(-), LINE@L1_Mus3(-), LINE@L1_Mur2(-)
sidd	chr5:55323666-55323806	LINE@L1Md_F2(-)
sidd	chr5:55358570-55358764	LINE@L1_Mus1(+), LTR@MTEa(+)
sidd	chr5:55433338-55433501	LINE@L1Md_F3(-)
sidd	chr5:55461760-55461918	LTR@RLTR9F(+), LINE@Lx3B(+)
sidd	chr5:55501368-55501556	LINE@Lx2(+), LINE@L1Md_F2(-)
sidd	chr5:55670135-55670322	LINE@L1_Mus4(+)
sidd	chr5:55679914-55680072	LINE@L1_Mus3(+), LINE@L1_Mus4(+)
sidd	chr5:55725781-55725908	LINE@L1Md_A(+)
sidd	chr5:55870892-55871035	LINE@L1_Mur2(-), LINE@L1_Mur2(+), LTR@RLTR10(-)
sidd	chr5:56389362-56389546	LINE@L1Md_F2(-)
sidd	chr5:56431740-56431864	LINE@L1Md_F2(+)
sidd	chr5:56529185-56529334	LINE@L1Md_F2(+), LTR@MT2_Mm(+)
sidd	chr5:56763225-56763374	LINE@L1Md_F2(+)
sidd	chr5:56993045-56993161	LINE@Lx2B2(+), LINE@L1Md_T(+)
sidd	chr5:57090364-57090531	LINE@Lx(+), LTR@MLT2D(-)
sidd	chr5:57265685-57265871	LINE@L1_Mus4(+), LINE@L1_Mus4(+), LINE@L1Md_F2(+)
sidd	chr5:57464500-57464727	LTR@MLT2B1(+), LTR@RLTR17B_Mm(+), LINE@L1Md_F2(-)
sidd	chr5:57647589-57647717	LTR@MLT1A(+), LINE@L1Md_A(+)
sidd	chr5:58139014-58139191	LINE@L1_Mus1(-)
sidd	chr5:58158725-58158857	LINE@Lx2A1(-), LINE@Lx2A1(+), LINE@Lx3A(+)
sidd	chr5:58268648-58268792	LINE@L1_Mus2(+)
sidd	chr5:58268808-58269048	LINE@L1_Mus2(+), LTR@ORR1C2(-)
sidd	chr5:58348562-58348727	LINE@L1_Mus3(-), LINE@L1_Mus3(+)
sidd	chr5:58348975-58349168	LINE@L1_Mus3(-), LINE@L1_Mus3(+), LTR@RMER17C2(+)
sidd	chr5:58419454-58419599	LTR@RMER17A2(-), LTR@RMER17A2(-)
sidd	chr5:58898443-58898596	LINE@Lx6(-), LTR@RLTR20C1_MM(-), LINE@Lx9(-)
sidd	chr5:59064045-59064249	LINE@L1Md_F2(+), LTR@MLT-int(-)
sidd	chr5:59388283-59388463	LINE@L1_Mus2(+)
sidd	chr5:59444479-59444614	LTR@IAPLTR1a_Mm(+), LTR@RMER17B(+)
sidd	chr5:59683515-59683643	LTR@MTA_Mm(-)
sidd	chr5:59737805-59737961	LINE@L1_Mus2(+)
sidd	chr5:59842453-59842603	LINE@L1_Mus2(+)
sidd	chr5:59934022-59934152	LINE@X3_LINE(+), LINE@L1_Mus4(-)
sidd	chr5:60317569-60317740	LINE@Lx9(+), LINE@L1_Mus4(-)
sidd	chr5:60411341-60411475	LINE@L1_Mus2(+), LINE@Lx2A(+), LINE@L1Md_F2(-), LINE@L1Md_F2(-)
sidd	chr5:60461148-60461335	LTR@ORR1D2(-), LINE@Lx7(-), LINE@L1VL1(+), LINE@L1Md_Gf(+)
sidd	chr5:60546611-60546777	LINE@L1Md_T(+), LINE@L1Md_F(+)
sidd	chr5:60564476-60564633	LINE@L1_Mus1(-), LINE@L1_Mus1(+), LINE@L1_Mus2(-)
sidd	chr5:60815283-60815438	LINE@L1Md_F3(-)
sidd	chr5:60848222-60848370	LINE@L1_Mur1(+), LINE@L1_Mur1(+), LINE@L1_Mus3(-)
sidd	chr5:60893229-60893434	LINE@L1Md_F2(-), LINE@L1M4c(-)
sidd	chr5:60894328-60894536	LTR@ORR1D2(+), LINE@L1_Mus2(-)
sidd	chr5:61025749-61025894	LINE@Lx5(-), LINE@L1Md_A(-)
sidd	chr5:61282295-61282445	LTR@RLTR21(-)
sidd	chr5:61410761-61410924	LTR@MLT1B(-), LINE@Lx3A(+)
sidd	chr5:61463166-61463323	LTR@RLTR20C1_MM(+), LINE@Lx2B2(-), LTR@RLTR20A4(-), LINE@Lx7(-), LINE@L1Md_F2(-)
sidd	chr5:61561201-61561434	LTR@RLTR13B1(+)
sidd	chr5:61687414-61687604	LINE@L1_Mus4(+)
sidd	chr5:61777931-61778136	LTR@RLTR10(-), LINE@L1_Mur2(-), LINE@L1Md_T(+)
sidd	chr5:61891981-61892108	LTR@MTA_Mm-int(+), LINE@Lx5c(-)
sidd	chr5:62138298-62138435	LINE@Lx8b(+), LINE@L1Md_F2(-), LINE@Lx8b(+), LTR@IAPEY_LTR(-)
sidd	chr5:62170001-62170138	LTR@RMER19B(-), LINE@L1Md_F2(-), LINE@L1Md_F2(+)
sidd	chr5:62339334-62339458	LINE@L1_Mus4(-)
sidd	chr5:62365108-62365239	LINE@L1_Mus4(+)
sidd	chr5:62438433-62438573	LINE@Lx2(-)
sidd	chr5:62476312-62476512	LINE@Lx5b(+)
sidd	chr5:62552666-62552813	LTR@ORR1D1(+), LINE@L1_Mus4(-)
sidd	chr5:62594197-62594350	LTR@MTD(-), LINE@Lx7(-)
sidd	chr5:62785825-62785952	LINE@L1Md_F2(+), LTR@RMER2(-)
sidd	chr5:63062956-63063102	LINE@Lx3_Mus(+)
sidd	chr5:63071742-63071879	LINE@Lx2(-), LINE@L1Md_F2(-)
sidd	chr5:63231429-63231673	LINE@L1Md_F3(-), LINE@Lx9(-), LTR@MTB(+)
sidd	chr5:63268452-63268609	LINE@Lx3_Mus(-)
sidd	chr5:63299698-63299830	LINE@L1MA4(+), LINE@L1_Mus2(-)
sidd	chr5:63470941-63471071	LTR@ORR1A3(-), LINE@L1Md_F2(-), LINE@L1Md_F2(-)
sidd	chr5:63616298-63616410	LINE@L1_Mus1(-), LINE@L1_Mus1(+)
sidd	chr5:64367360-64367465	LTR@MTEa(+), LTR@LTR78(-)
sidd	chr5:64743751-64743868	LINE@Lx(+), LTR@MTD(+), LTR@ORR1D2-int(+)
sidd	chr5:64862947-64863147	LINE@L1Md_F2(-), LTR@ORR1A3(-), LINE@L1Md_F2(-)
sidd	chr5:64872206-64872352	LTR@MTA_Mm(+), LTR@MTA_Mm(+)
sidd	chr5:64915230-64915391	LTR@MMERVK9C_I-int(-)
sidd	chr5:66191404-66191536	LINE@Lx(-)
sidd	chr5:66356599-66356728	LTR@ORR1F(+), LINE@Lx5(-), LINE@Lx5(-)
sidd	chr5:67468884-67469035	LINE@L1_Mus1(-)
sidd	chr5:67513432-67513599	LINE@Lx2A1(+), LINE@L1MA9(-)
sidd	chr5:67601712-67601851	LTR@MTB(-), LINE@Lx9(-)
sidd	chr5:67768635-67768756	LINE@Lx3_Mus(+)
sidd	chr5:67865281-67865472	LINE@Lx(+), LTR@MLT2B5(-), LTR@MTEa(-)
sidd	chr5:68099478-68099630	LINE@L1Md_T(-)
sidd	chr5:68203961-68204107	LINE@Lx(+)
sidd	chr5:68306489-68306656	LINE@L1Md_F2(-)
sidd	chr5:68340442-68340577	LINE@Lx3_Mus(+), LINE@Lx3_Mus(-)
sidd	chr5:68546856-68546984	LINE@L1_Mus1(+), LINE@L1_Mus2(+), LTR@RLTR11A(+)
sidd	chr5:68695681-68695873	LINE@L1Md_F3(-)
sidd	chr5:68704976-68705138	LTR@MTB(+), LINE@Lx9(+)
sidd	chr5:68729345-68729510	LINE@L1_Mus2(-)
sidd	chr5:68745285-68745483	LINE@L1_Mus3(-)
sidd	chr5:69084471-69084568	LINE@Lx3_Mus(-)
sidd	chr5:69283167-69283357	LTR@MTB-int(+), LTR@MTB(+)
sidd	chr5:69298613-69298713	LINE@L1Md_F2(+)
sidd	chr5:69307997-69308165	LINE@Lx3B(+), LINE@L1_Mus4(+)
sidd	chr5:69657281-69657396	LINE@L1Md_F2(-)
sidd	chr5:69690905-69691030	LINE@L1_Mus4(-)
sidd	chr5:69858614-69858850	LINE@L1_Mus1(+), LINE@L1_Mur2(-)
sidd	chr5:69880573-69880713	LINE@L1Md_F2(-)
sidd	chr5:69942103-69942283	LTR@ORR1A2(+), LINE@L1_Mur2(-)
sidd	chr5:69983804-69983943	LINE@Lx3A(-), LTR@MLT2C1(-), LINE@L1_Mus1(-), LTR@MLT2C1(-)
sidd	chr5:69995448-69995600	LTR@RMER6-int(+), LTR@RMER6-int(+), LTR@IAPLTR2_Mm(+)
sidd	chr5:70077808-70077930	LINE@L1Md_T(+), LINE@Lx(+)
sidd	chr5:70328113-70328257	LINE@L1Md_F2(-), LINE@L1_Mus3(+), LINE@L1_Mus3(+)
sidd	chr5:70399056-70399303	LINE@L1Md_T(-)
sidd	chr5:70430199-70430360	LINE@L1Md_T(-), LTR@MTB_Mm(-), LINE@L1Md_A(+)
sidd	chr5:70866893-70867127	LINE@L1_Mus2(+)
sidd	chr5:70867247-70867395	LINE@L1_Mus2(+)
sidd	chr5:70904332-70904484	LTR@MTA_Mm-int(+)
sidd	chr5:70916146-70916366	LINE@Lx(+)
sidd	chr5:71250833-71251003	LINE@L1_Mur3(+), LINE@L1Md_F2(-)
sidd	chr5:71297555-71297716	LINE@Lx3_Mus(-)
sidd	chr5:71305358-71305494	LTR@MT-int(-), LINE@L1Md_F2(-)
sidd	chr5:71393232-71393455	LINE@Lx(-), LINE@L1Md_F2(-)
sidd	chr5:71619786-71619945	LINE@L1_Mus2(-)
sidd	chr5:71620276-71620411	LINE@L1_Mus2(-), LINE@L1_Mus3(-)
sidd	chr5:71659624-71659767	LINE@Lx2(-)
sidd	chr5:71734874-71734994	LINE@L2a(+), LINE@L2a(+)
sidd	chr5:71801324-71801515	LINE@L1_Mus3(-)
sidd	chr5:72014017-72014156	LINE@L1Md_F2(-)
sidd	chr5:72042994-72043138	LINE@Lx4B(+), LINE@L1_Mus1(+)
sidd	chr5:72049456-72049595	LINE@L1Md_F2(+), LINE@L1Md_F3(-)
sidd	chr5:72107950-72108094	LINE@L1_Mus3(+)
sidd	chr5:72198538-72198675	LTR@MTB(+), LINE@L1_Rod(-), LINE@L1_Rod(-)
sidd	chr5:72366918-72367082	LINE@L1Md_F2(-)
sidd	chr5:72494955-72495104	LTR@RLTR17B_Mm(-)
sidd	chr5:72819283-72819450	LINE@Lx5(+), LINE@L1_Mus2(-)
sidd	chr5:73836483-73836597	LTR@RLTR51A_Mm(-), LINE@L1Md_F2(+)
sidd	chr5:74684644-74684842	LTR@MTD(+), LTR@ORR1E(-)
sidd	chr5:75233094-75233193	LINE@Lx6(+), LTR@MT2A(+), LINE@Lx(-)
sidd	chr5:75445707-75445877	LTR@ORR1C2-int(-)
sidd	chr5:75929259-75929381	LINE@L1_Mus3(+), LTR@MLT1A(+)
sidd	chr5:76068754-76068980	LINE@L1Md_F2(+)
sidd	chr5:76610362-76610491	LINE@Lx3B(-)
sidd	chr5:76679819-76679972	LINE@L1_Mus3(+), LTR@MTE2a-int(+), LTR@MTE2a-int(+)
sidd	chr5:76717458-76717704	LINE@L1MC4(-)
sidd	chr5:76820967-76821182	LINE@Lx9(+), LTR@ORR1B1(-)
sidd	chr5:77065455-77065617	LTR@MTA_Mm(-), LTR@MTA_Mm-int(-)
sidd	chr5:77104158-77104291	LTR@MLTR25A(+)
sidd	chr5:77493711-77493837	LINE@Lx2B(+)
sidd	chr5:77611181-77611319	LINE@L1Md_F2(-)
sidd	chr5:77695245-77695409	LINE@L1_Mus2(+), LINE@L1Md_T(+)
sidd	chr5:77748626-77748739	LINE@Lx2A(-)
sidd	chr5:77749789-77749913	LTR@MTB_Mm(-), LINE@L1_Mus1(-)
sidd	chr5:77843226-77843388	LINE@L1Md_F2(+), LINE@L1Md_T(-)
sidd	chr5:77849583-77849746	LINE@L1Md_T(-)
sidd	chr5:77983586-77983724	LINE@Lx(-), LINE@L1_Mus2(-)
sidd	chr5:78038841-78039018	LINE@L1_Mus3(-), LINE@L1Md_F2(-)
sidd	chr5:78185344-78185475	LINE@L1_Mus3(-)
sidd	chr5:78660335-78660483	LINE@Lx2(-)
sidd	chr5:78673481-78673610	LINE@L1MB2(-)
sidd	chr5:78818755-78818917	LINE@L1_Mus3(+)
sidd	chr5:78819030-78819169	LINE@L1_Mus3(+)
sidd	chr5:78964796-78964977	LTR@RLTR13B3(-)
sidd	chr5:79012300-79012450	LINE@L1_Mus1(+), LINE@Lx(+)
sidd	chr5:79150520-79150657	LTR@ERVB7_2B-LTR_MM(-), LINE@Lx7(+)
sidd	chr5:79192816-79192978	LINE@L1_Mus1(-)
sidd	chr5:79256338-79256500	LINE@L1Md_F2(+), LINE@L1Md_F2(+)
sidd	chr5:79379188-79379311	LINE@L1_Mus3(+), LINE@Lx3_Mus(+)
sidd	chr5:79694223-79694387	LTR@MTA_Mm(+)
sidd	chr5:79792177-79792340	LINE@Lx2(-)
sidd	chr5:80346472-80346597	LTR@RLTR20A2(+), LINE@L1_Mus1(+), LTR@RLTR20A2(+), LTR@RLTR20C1_MM(+)
sidd	chr5:80718059-80718202	LINE@Lx4A(-), LINE@Lx2(-), LINE@Lx2(-)
sidd	chr5:80833465-80833586	LTR@RMER19C(-), LINE@Lx(-), LTR@RMER19C(-)
sidd	chr5:80958400-80958555	LINE@L1_Mus1(-)
