Flipon	Coordinates	Gene Name	Gene Strand	Gene Feature	miRNA (+)	miRNA (-)	miRNA (intersection)	cCRE (+-200bp)	LINE/LTR (+-200bp)	Feature Group
sidd	chr3:134765073-134765198	Tacr3	+	Distal Intergenic	miR-27 (1)	miR-144 (1), miR-216b (1), miR-542 (1), miR-670 (1)			LINE@L1Md_F2(+), LINE@L1M2(-)	LINE/LTR
sidd	chr3:134792895-134793045	Tacr3	+	Distal Intergenic	miR-19 (1), miR-203a (2)	miR-140 (1)			LINE@L1_Mus4(+), LINE@L1Md_F2(+)	LINE/LTR
sidd	chr3:134965563-134965726	Gm43036	+	Promoter (<=1kb)	miR-202 (1), miR-342 (1), miR-377 (1), miR-539 (1)	miR-137 (1), miR-7 (1)			LTR@ORR1A2(+), LTR@RLTR13B3(+)	LINE/LTR
sidd	chr3:135021782-135021885	Gm43035	+	Distal Intergenic		miR-203a (2)			LTR@RLTR17B_Mm(-), LINE@L1_Mus1(-)	LINE/LTR
sidd	chr3:135277884-135277998	Bdh2	+	Distal Intergenic		miR-203a (1)			LINE@L1_Mus4(-)	LINE/LTR
sidd	chr3:135283912-135284108	Bdh2	+	Promoter (2-3kb)	miR-124 (1), miR-1306 (1), miR-203a (2)	miR-17/20/93/106/519d (1), miR-302abd (1), miR-494 (1), miR-532 (1), miR-876 (1)			LTR@MTC(+)	LINE/LTR
sidd	chr3:135919754-135919873	Gm31243	+	Intron	miR-135 (1)	miR-203a (2)			LTR@ORR1C1(-), LINE@L1_Mus1(-)	LINE/LTR
sidd	chr3:136311905-136312068	Bank1	-	Intron	miR-486 (1), miR-543 (1)	miR-124 (1), miR-203a (2)			LINE@L1Md_F2(-), LINE@L1_Mus1(-)	LINE/LTR
sidd	chr3:136367812-136367969	Gm43402	+	Distal Intergenic	miR-203a (4), miR-330 (1)	miR-302c (1)			LINE@L1_Mus1(+)	LINE/LTR
sidd	chr3:136368782-136368909	Gm43402	+	Distal Intergenic	miR-129 (1), miR-144 (1)	miR-200bc/429 (1), miR-203a (2)			LINE@Lx3_Mus(-)	LINE/LTR
sidd	chr3:136411600-136411783	1700030L20Rik	-	Distal Intergenic	miR-141/200a (1), miR-655 (1), miR-873 (1)	miR-142 (1), miR-494 (1)			LTR@MTA_Mm(+)	LINE/LTR
sidd	chr3:136501434-136501571	1700030L20Rik	-	Distal Intergenic	miR-325 (1), miR-9 (1)	miR-146 (1), miR-203a (2), miR-544a (1)			LINE@Lx2(-)	LINE/LTR
sidd	chr3:136521608-136521742	1700030L20Rik	-	Distal Intergenic	miR-489 (1)	miR-381 (1)			LINE@L1Md_F2(+), LINE@Lx(+)	LINE/LTR
sidd	chr3:137192934-137193091	Gm567	+	Distal Intergenic	miR-452 (1)	miR-186 (1), miR-203a (2), miR-491 (1)			LINE@L1_Mus4(-)	LINE/LTR
sidd	chr3:137484214-137484328	Gm4861	-	Distal Intergenic	miR-130/301/454 (1)	miR-219 (1)			LINE@L1Md_F(+)	LINE/LTR
sidd	chr3:137500948-137501068	Gm4861	-	Distal Intergenic	miR-137 (1), miR-203a (2)				LINE@Lx(+), LINE@Lx9(+), LINE@L1Md_F2(+)	LINE/LTR
sidd	chr3:137528264-137528412	Gm4861	-	Distal Intergenic		miR-1197 (1), miR-203a (1), miR-377 (1)			LINE@L1_Mus3(-)	LINE/LTR
sidd	chr3:137984774-137984902	Dapp1	-	Distal Intergenic	miR-143 (1)	miR-190 (1), miR-433 (1), miR-873 (1)			LTR@MTEa(+), LTR@MTB(-)	LINE/LTR
sidd	chr3:138075614-138075806	1110002E22Rik	+	Intron	miR-205 (1)	miR-137 (1)		dELS@EM10E0745929		cCRE
sidd	chr3:138272823-138273054	Adh1	+	Intron	miR-15/16/195/424/497 (1), miR-7 (1)	miR-1251 (1), miR-137 (1), miR-140 (1), miR-188 (1), miR-204/211 (1), miR-205 (1), miR-216b (1), miR-325 (1)		dELS@EM10E0746012	LTR@MTB_Mm(+), LINE@L1M2a(+)	cCRE & LINE/LTR
sidd	chr3:138436799-138437033	Adh5	+	Distal Intergenic	miR-129 (1), miR-137 (1)	miR-382 (1), miR-495 (5)			LINE@Lx7(+), LINE@L1_Mur2(-), LINE@L1_Mur2(-), LTR@MTB_Mm(+), LTR@MTB_Mm(+)	LINE/LTR
sidd	chr3:138728338-138728490	4930425O10Rik	-	Promoter (1-2kb)	miR-1251 (1), miR-199 (1), miR-374 (3)	miR-374 (1), miR-376ab (1), miR-381 (1)	miR-374		LTR@MTC(+), LTR@MTC(+)	LINE/LTR
sidd	chr3:139179113-139179271	Stpg2	+	Distal Intergenic	miR-203a (1), miR-26 (1)	miR-670 (1), miR-873 (1)			LINE@L1Md_F3(+), LINE@L1_Mur3(-), LINE@L1_Mur3(-)	LINE/LTR
sidd	chr3:139394302-139394451	Gm43163	+	Intron		miR-539 (1)			LINE@L1Md_A(-), LINE@Lx3A(-)	LINE/LTR
sidd	chr3:139453306-139453447	Gm24260	-	Intron	miR-203a (2), miR-30 (1)	miR-129 (1)			LINE@Lx2B(+), LINE@Lx9(-)	LINE/LTR
sidd	chr3:139481584-139481735	Gm24260	-	Intron		miR-216a (1), miR-329/362 (1), miR-876 (1)			LINE@L1_Mus1(+)	LINE/LTR
sidd	chr3:139484404-139484564	Gm24260	-	Intron	miR-203a (2), miR-409 (1)	miR-142 (1), miR-144 (1), miR-194 (1), miR-26 (1), miR-323a (1), miR-495 (1)			LINE@L1_Mus1(+), LINE@L1_Mus1(+)	LINE/LTR
sidd	chr3:139498189-139498310	Gm24260	-	Intron	miR-203a (2)	miR-875 (1)			LINE@L1_Mus3(+)	LINE/LTR
sidd	chr3:139692380-139692458	Gm2451	+	Intron		miR-122 (1)			LINE@L1MC(+), LINE@Lx3A(-)	LINE/LTR
sidd	chr3:139771912-139772090	Gm32693	-	Distal Intergenic	miR-361 (1), miR-374 (1)	miR-655 (1)			LINE@Lx9(-)	LINE/LTR
sidd	chr3:139799434-139799599	Gm43678	-	Distal Intergenic	miR-374 (1), miR-670 (1)	miR-203a (1), miR-329/362 (1)			LINE@L1Md_F2(-)	LINE/LTR
sidd	chr3:140019661-140019865	Mir7j	+	Distal Intergenic	miR-202 (1), miR-203a (2), miR-26 (1), miR-330 (1)	miR-194 (1), miR-218 (1), miR-30 (1)			LTR@ORR1A4(+), LTR@IAPLTR1a_Mm(+)	LINE/LTR
sidd	chr3:140037292-140037434	Mir7j	+	Distal Intergenic	miR-452 (1)	miR-132/212 (1), miR-203a (2)			LINE@Lx(-)	LINE/LTR
sidd	chr3:140108116-140108294	Gm4863	-	Distal Intergenic	miR-181 (1), miR-203a (2), miR-23 (1), miR-376ab (1), miR-543 (1), miR-875 (1)				LINE@L1_Mus4(+), LINE@Lx7(+)	LINE/LTR
sidd	chr3:140364372-140364536	Gm19080	-	Distal Intergenic	miR-496 (1)	miR-186 (1), miR-381 (1), miR-665 (1)			LINE@Lx9(+), LINE@Lx3A(-)	LINE/LTR
sidd	chr3:140675614-140675751	Gm31211	-	Distal Intergenic	miR-203a (1), miR-369 (1), miR-374 (1), miR-421 (1)				LINE@L1Md_F2(+), LINE@Lx7(-)	LINE/LTR
sidd	chr3:140719820-140719958	Gm43049	-	Intron	miR-141/200a (1), miR-216b (1), miR-376ab (1)				LINE@Lx2(+), LINE@L1_Rod(+), LTR@ORR1A2(+)	LINE/LTR
sidd	chr3:140723364-140723491	Gm43049	-	Intron		miR-483 (1)			LINE@L1_Mus4(+)	LINE/LTR
sidd	chr3:140872009-140872162	Gm43276	-	Promoter (<=1kb)	miR-483 (1)	miR-302c (1)			LINE@Lx3_Mus(-)	LINE/LTR
sidd	chr3:140966626-140966747	4930590L14Rik	+	Distal Intergenic	miR-140 (1), miR-452 (1)	miR-203a (1)			LTR@MTA_Mm(+), LINE@L1Md_F2(-)	LINE/LTR
sidd	chr3:140979013-140979184	4930590L14Rik	+	Distal Intergenic		miR-296 (1), miR-381 (1)			LTR@MTA_Mm(-), LTR@MTA_Mm-int(-)	LINE/LTR
sidd	chr3:140991255-140991371	4930590L14Rik	+	Distal Intergenic	miR-203a (2)				LINE@Lx2(+), LTR@RLTR12BD_Mm(+)	LINE/LTR
sidd	chr3:141181283-141181431	Pdha2	-	Distal Intergenic	miR-374 (1), miR-409 (1)	miR-203a (2)			LINE@L1_Mus3(-)	LINE/LTR
sidd	chr3:141199673-141199803	Pdha2	-	Distal Intergenic	miR-670 (1)	miR-203a (1), miR-329/362 (1), miR-379 (1)			LINE@Lx(-), LINE@L1Md_F3(-), LTR@MTC(-)	LINE/LTR
sidd	chr3:141305977-141306136	Pdha2	-	Distal Intergenic	miR-203a (2)	miR-369 (1)			LINE@L1_Mus1(+)	LINE/LTR
sidd	chr3:141346494-141346653	Unc5c	+	Distal Intergenic	miR-186 (1), miR-203a (2)	miR-532 (1)			LINE@L1Md_F2(+), LINE@L1Md_F(+)	LINE/LTR
sidd	chr3:141375581-141375785	Unc5c	+	Distal Intergenic	miR-379 (1)	miR-153 (1), miR-182 (2), miR-374 (2)			LTR@ORR1A2(+)	LINE/LTR
sidd	chr3:141632489-141632624	Gm15689	-	Intron	miR-153 (1), miR-203a (1)	miR-670 (1)			LINE@L1Md_F2(+), LINE@Lx8(-), LINE@Lx8(-)	LINE/LTR
sidd	chr3:141653045-141653167	Gm15689	-	Intron	miR-143 (1), miR-203a (2), miR-409 (1), miR-421 (1), miR-491 (1)	miR-133 (1)			LINE@Lx(+)	LINE/LTR
sidd	chr3:141738706-141738883	Unc5c	+	Intron	miR-369 (1), miR-411 (1)	miR-203a (2)			LTR@ORR1B1(-), LINE@L1_Mus4(-)	LINE/LTR
sidd	chr3:141849698-141849817	Unc5c	+	Intron	miR-151a (1), miR-378a (1), miR-379 (1)	miR-455 (1)			LINE@Lx3B(+)	LINE/LTR
sidd	chr3:141995603-141995725	Bmpr1b	-	Intron	miR-203a (2), miR-330 (1)	miR-134 (1), miR-218 (1), miR-758 (1)			LINE@L1_Mus4(+)	LINE/LTR
sidd	chr3:142485978-142486153	Gbp5	+	Distal Intergenic	miR-876 (1)	miR-382 (1)			LINE@Lx2A(+), LINE@Lx5c(+), LINE@Lx5c(+)	LINE/LTR
sidd	chr3:142557640-142557784	Gbp3	+	Promoter (2-3kb)		miR-185 (1), miR-203a (2), miR-296 (1)			LINE@L1_Mus2(-), LTR@RMER17C-int(+)	LINE/LTR
sidd	chr3:142680392-142680588	Gm19166	-	Distal Intergenic	miR-186 (1)				LTR@MMETn-int(-)	LINE/LTR
sidd	chr3:143025229-143025375	4930519L02Rik	+	Intron		miR-203a (2), miR-409 (1)			LINE@L1Md_F2(-)	LINE/LTR
sidd	chr3:143450321-143450438	1700001N15Rik	+	Distal Intergenic	miR-135 (1)	miR-224 (1), miR-33 (1), miR-421 (1), miR-491 (1), miR-505 (1)			LTR@RLTR10D(-)	LINE/LTR
sidd	chr3:143681584-143681760	Gm24728	+	Intron	miR-205 (1), miR-544a (1)	miR-203a (1), miR-7 (1)			LINE@Lx3B(-), LINE@L1MEf(-)	LINE/LTR
sidd	chr3:144030098-144030295	Gm42707	-	Distal Intergenic		miR-140 (1), miR-340 (1)			LINE@L1Md_A(+)	LINE/LTR
sidd	chr3:144136031-144136176	Gm34078	-	Promoter (<=1kb)		miR-137 (1), miR-340 (1), miR-582 (1), miR-873 (1)			LTR@ORR1B1(+)	LINE/LTR
sidd	chr3:144216636-144216781	Lmo4	-	Distal Intergenic	miR-125 (1)				LINE@L1_Mus3(+), LINE@L2(-)	LINE/LTR
sidd	chr3:144792368-144792491	Clca3a2	-	Distal Intergenic	miR-495 (1)	miR-142 (1), miR-371 (290) (1), miR-485 (1)			LINE@L1Md_F2(+)	LINE/LTR
sidd	chr3:145251743-145251867	Col24a1	+	Distal Intergenic	miR-330 (2)				LINE@Lx(+), LTR@RMER17C(-)	LINE/LTR
sidd	chr3:145278796-145278911	Col24a1	+	Distal Intergenic		miR-143 (1), miR-203a (2), miR-30 (1)			LINE@Lx2(-)	LINE/LTR
sidd	chr3:145446666-145446817	D530037P16Rik	+	Intron	miR-186 (1), miR-204/211 (1)	miR-203a (2)			LINE@L1MB3(+), LINE@L1_Mus3(-)	LINE/LTR
sidd	chr3:145677761-145677898	Gm17501	+	Downstream (<=300bp)	miR-34/449 (1)	miR-142 (1), miR-216b (1)			LINE@Lx4A(+)	LINE/LTR
sidd	chr3:145985918-145986100	Syde2	+	Promoter (1-2kb)	miR-653 (1)	miR-188 (1), miR-448 (1)		dELS@EM10E0747320	LTR@RLTR17B_Mm(+)	cCRE & LINE/LTR
sidd	chr3:146190491-146190677	Mcoln2	+	Promoter (<=1kb)	miR-218 (1), miR-653 (1)	miR-495 (1)			LTR@MTC(-)	LINE/LTR
sidd	chr3:146210086-146210247	Lpar3	+	Distal Intergenic		miR-186 (1)			LINE@Lx(-), LINE@L1Md_F2(-)	LINE/LTR
sidd	chr3:146293448-146293628	Gm43334	+	Distal Intergenic	miR-136 (1), miR-374 (1), miR-410 (1), miR-495 (1)	miR-154 (1), miR-188 (1), miR-204/211 (1), miR-374 (2)	miR-374		LINE@Lx8(+), LINE@L1Md_T(+)	LINE/LTR
sidd	chr3:146366503-146366631	Gm10636	-	Distal Intergenic	miR-146 (1), miR-186 (1), miR-203a (2), miR-340 (1)				LINE@L1_Mus1(+), LTR@ORR1C2(+)	LINE/LTR
sidd	chr3:146787750-146787907	Prkacb	-	Promoter (<=1kb)	miR-142 (1)	miR-203a (1), miR-374 (1), miR-376ab (1), miR-376c (1)			LTR@ORR1A2(-), LTR@ORR1A3-int(+)	LINE/LTR
sidd	chr3:147034593-147034748	Gm29771	+	Distal Intergenic	miR-190 (1)	miR-328 (1), miR-875 (1), miR-96/1271 (1)			LTR@MTD(-)	LINE/LTR
sidd	chr3:147690874-147691033	Gm36888	-	Distal Intergenic	miR-200bc/429 (1), miR-203a (2)	miR-144 (1), miR-27 (1), miR-490 (1)			LINE@L1Md_F2(+)	LINE/LTR
sidd	chr3:147711447-147711627	Gm36888	-	Distal Intergenic	miR-670 (1)				LINE@Lx3C(+), LINE@L1Md_F2(-)	LINE/LTR
sidd	chr3:147781840-147782014	Gm36888	-	Distal Intergenic	miR-452 (1), miR-543 (1)	miR-103/107 (1)			LINE@L1Md_F2(-)	LINE/LTR
sidd	chr3:147855914-147856056	Gm36888	-	Distal Intergenic	miR-203a (2)	miR-496 (1)		CTCF-only (CTCF-bound)@EM10E0747726	LINE@L1_Mus1(+)	LINE/LTR & CTCF
sidd	chr3:148073950-148074078	Gm43574	+	Distal Intergenic	miR-142 (1)				LINE@Lx(+), LINE@L1_Mus4(+)	LINE/LTR
sidd	chr3:148129908-148130077	Gm43574	+	Promoter (<=1kb)	miR-325 (1)	miR-101 (1), miR-144 (1), miR-381 (1)			LTR@MTA_Mm(+)	LINE/LTR
sidd	chr3:148239697-148239806	Gm43574	+	Distal Intergenic	miR-378a (1)	miR-455 (1)			LINE@Lx3B(+), LINE@L1Md_F3(+)	LINE/LTR
sidd	chr3:149727403-149727573	Gm31121	-	Distal Intergenic	miR-653 (1)	miR-203a (2)			LTR@MLT1D(+), LINE@L1_Mus2(-)	LINE/LTR
sidd	chr3:149770958-149771112	Gm31121	-	Distal Intergenic	miR-203a (2), miR-379 (1)	miR-483 (1)			LINE@L1_Mus3(+), LINE@L1_Mus3(+)	LINE/LTR
sidd	chr3:149791468-149791587	Gm31121	-	Distal Intergenic	miR-142 (1), miR-203a (2), miR-493 (1)	miR-141/200a (1), miR-204/211 (1), miR-26 (1), miR-409 (1), miR-493 (1), miR-496 (1), miR-670 (1)	miR-493		LINE@L1_Mus4(+), LTR@LTR79(+)	LINE/LTR
sidd	chr3:150094874-150095054	Rpsa-ps10	-	Distal Intergenic	miR-135 (1), miR-190 (1), miR-421 (1)	miR-802 (1)				
sidd	chr3:150102747-150102928	Rpsa-ps10	-	Distal Intergenic		miR-129 (1)			LINE@L1Md_F2(-)	LINE/LTR
sidd	chr3:150423811-150423951	Gm6439	-	Distal Intergenic	miR-145 (1), miR-146 (1)	miR-421 (1)			LINE@L1_Mus1(-), LINE@Lx3_Mus(-)	LINE/LTR
sidd	chr3:150461720-150461856	Gm6439	-	Distal Intergenic	miR-128 (1), miR-155 (1), miR-542 (1)	miR-299 (1)			LINE@L1_Mus3(-)	LINE/LTR
sidd	chr3:150635438-150635564	Gm43470	+	Distal Intergenic		miR-203a (1)			LINE@L1_Mus2(+), LINE@L1Md_F2(-)	LINE/LTR
sidd	chr3:150853236-150853420	Mir3963	-	Distal Intergenic	miR-339 (1), miR-340 (1), miR-455 (1)	miR-340 (1), miR-378a (1)	miR-340		LINE@Lx3A(-)	LINE/LTR
sidd	chr3:151019522-151019672	Mir3963	-	Distal Intergenic	miR-135 (1), miR-379 (1)	miR-181 (1)			LTR@ORR1B1(-)	LINE/LTR
sidd	chr3:151197017-151197141	Gm43473	-	Distal Intergenic	miR-186 (1)	miR-23 (1), miR-670 (1)			LINE@L1_Mus3(+)	LINE/LTR
sidd	chr3:151412303-151412448	Adgrl4	+	Distal Intergenic		miR-203a (2)			LINE@L1_Mus2(-)	LINE/LTR
sidd	chr3:151412553-151412752	Adgrl4	+	Distal Intergenic	miR-21/590 (1), miR-374 (1), miR-653 (1)	miR-103/107 (1), miR-382 (1)			LINE@L1_Mus2(-), LINE@L1Md_F2(+)	LINE/LTR
sidd	chr3:151481272-151481483	Adgrl4	+	Intron	miR-202 (1), miR-33 (1), miR-340 (1), miR-655 (1)	miR-190 (1), miR-448 (1)				
sidd	chr3:151598663-151598786	Gm24458	+	Distal Intergenic		miR-203a (2)			LTR@RMER12C(+), LINE@L1Md_F2(-)	LINE/LTR
sidd	chr3:151640947-151641125	Gm24458	+	Distal Intergenic		miR-142 (1), miR-340 (1), miR-665 (1)			LINE@Lx5c(+), LINE@Lx4A(-)	LINE/LTR
sidd	chr3:151704144-151704300	Ifi44	-	Distal Intergenic	miR-154 (1), miR-203a (2)				LINE@L1_Mus2(+), LINE@Lx9(+)	LINE/LTR
sidd	chr3:151742896-151743015	Ifi44	-	Intron	miR-186 (1), miR-203a (2)				LINE@L1_Mus3(+), LTR@RMER20B(+)	LINE/LTR
sidd	chr3:151861779-151861927	Ptgfr	-	Distal Intergenic	miR-186 (1), miR-325 (1)	miR-216a (1), miR-421 (1)			LTR@ORR1B2(-)	LINE/LTR
sidd	chr3:151887687-151887795	Gm43617	+	Promoter (<=1kb)	miR-491 (1), miR-542 (1)	miR-483 (1), miR-668 (1)			LINE@Lx3_Mus(+)	LINE/LTR
sidd	chr3:151930328-151930465	Gm25056	-	Distal Intergenic	miR-203a (2)	miR-204/211 (1), miR-329/362 (1), miR-371 (290) (1)			LINE@L1_Mus3(+)	LINE/LTR
sidd	chr3:151942795-151942930	Gm2939	+	Distal Intergenic	miR-378a (1)	miR-1193 (1), miR-203a (1), miR-376c (1)			LINE@L1_Mus1(-)	LINE/LTR
sidd	chr3:151971947-151972093	Gm2860	-	Promoter (1-2kb)	miR-216a (1)	miR-142 (1), miR-17/20/93/106/519d (1)			LTR@RLTR20C1_MM(-), LINE@L1M4(+)	LINE/LTR
sidd	chr3:152033274-152033450	Gm9682	-	Distal Intergenic	miR-140 (1)	miR-122 (1), miR-873 (1)			LTR@MLT1D(-), LTR@MLT1D(-), LINE@Lx3_Mus(-), LINE@Lx3_Mus(-)	LINE/LTR
sidd	chr3:152666825-152666957	AI115009	+	Promoter (<=1kb)	miR-1/206 (1), miR-202 (1), miR-208 (1)	miR-154 (1)		pELS@EM10E0748380		cCRE
sidd	chr3:152791203-152791361	Rpl29-ps1	-	Intron	miR-190 (1)	miR-214 (1), miR-216b (1), miR-410 (1), miR-448 (1), miR-655 (1)				
sidd	chr3:152802559-152802788	Rpl29-ps1	-	Intron	miR-22 (1), miR-338 (1)	miR-296 (1), miR-376ab (1)			LTR@IAPEz-int(-)	LINE/LTR
sidd	chr3:153090592-153090733	1700094M23Rik	-	Distal Intergenic		miR-203a (1)			LTR@MLT1A0(-), LINE@L1Md_T(-)	LINE/LTR
sidd	chr3:153269695-153269838	1700012D16Rik	-	Intron	miR-203a (2), miR-7 (1)	miR-204/211 (1)			LINE@L1_Mus3(+)	LINE/LTR
sidd	chr3:153532727-153532862	St6galnac3	-	Intron		miR-140 (2), miR-190 (1)			LINE@Lx9(-), LINE@L1_Mus4(-)	LINE/LTR
sidd	chr3:153542603-153542750	St6galnac3	-	Intron		miR-369 (1), miR-374 (1)			LTR@ORR1A2(-)	LINE/LTR
sidd	chr3:153552746-153552899	St6galnac3	-	Intron	miR-196 (1), miR-7 (1)	miR-410 (1)			LINE@Lx7(+)	LINE/LTR
sidd	chr3:153558848-153559012	St6galnac3	-	Intron	miR-203a (2), miR-374 (1)	miR-23 (1), miR-325 (1)			LINE@L1_Mus1(+)	LINE/LTR
sidd	chr3:153713765-153713885	Gm22206	+	Intron	miR-203a (1), miR-431 (1), miR-653 (1)				LINE@L1Md_F2(+)	LINE/LTR
sidd	chr3:153749813-153749936	Gm43833	+	Promoter (<=1kb)	miR-875 (1)	miR-203a (2), miR-340 (1)			LINE@L1_Mus2(-)	LINE/LTR
sidd	chr3:154062062-154062195	Slc44a5	+	Intron	miR-491 (1)	miR-204/211 (1)			LINE@Lx3_Mus(+)	LINE/LTR
sidd	chr3:154503075-154503278	Tyw3	-	Distal Intergenic	miR-1197 (1), miR-30 (1)	miR-142 (1), miR-146 (1), miR-204/211 (1)			LINE@L2b(-), LINE@Lx7(+), LINE@L1Md_A(-)	LINE/LTR
sidd	chr3:154702724-154702861	Erich3	+	Intron	miR-203a (2)	miR-142 (1)			LINE@L1_Mus4(+)	LINE/LTR
sidd	chr3:154869122-154869244	Gm18589	+	Intron		miR-203a (2)			LINE@L1_Mus2(-)	LINE/LTR
sidd	chr3:154932812-154932961	Gm37890	+	Intron	miR-203a (1)	miR-670 (1)			LINE@L1Md_F3(+)	LINE/LTR
sidd	chr3:154997307-154997446	Tnni3k	-	Intron	miR-155 (1), miR-202 (1), miR-379 (1)	miR-28/708 (1), miR-365 (1)			LTR@MTEb(+), LTR@MTC(-)	LINE/LTR
sidd	chr3:155000454-155000580	Tnni3k	-	Intron	miR-199 (1), miR-203a (2)	miR-452 (1), miR-483 (1)			LINE@L1_Mus2(+)	LINE/LTR
sidd	chr3:155132204-155132341	Gm37482	+	Intron	miR-450a (1)	miR-496 (1), miR-670 (1)			LINE@L1_Mus4(+)	LINE/LTR
sidd	chr3:155186288-155186396	Gm5285	-	Intron	miR-203a (2)	miR-150 (1)			LINE@L1_Mus3(+)	LINE/LTR
sidd	chr3:155311288-155311514	Gm5285	-	Distal Intergenic	miR-141/200a (1), miR-224 (1), miR-376c (1), miR-377 (1), miR-873 (1)	miR-145 (1), miR-203a (2), miR-369 (1), miR-494 (1), miR-655 (1)			LINE@L1_Mus4(-)	LINE/LTR
sidd	chr3:155526014-155526124	Scp2-ps1	+	Distal Intergenic	miR-140 (1), miR-203a (1)	miR-670 (1)			LINE@L1Md_F2(+), LTR@ORR1B2(-)	LINE/LTR
sidd	chr3:155779315-155779503	Gm37324	-	Distal Intergenic		miR-186 (1), miR-203a (2)			LINE@L1_Mus1(-), LINE@L1_Mus3(+)	LINE/LTR
sidd	chr3:155908940-155909093	Gm37515	+	Distal Intergenic	miR-495 (1)	miR-670 (1)			LINE@L1Md_F2(+)	LINE/LTR
sidd	chr3:156104934-156105105	Gm6510	+	Distal Intergenic	miR-203a (2)	miR-219 (1), miR-27 (1)			LINE@L1_Mus3(+)	LINE/LTR
sidd	chr3:156190963-156191122	Gm42886	+	Distal Intergenic	miR-122 (1), miR-203a (1)	miR-653 (1), miR-670 (1)			LINE@L1Md_F2(+), LTR@BGLII_Mus(-)	LINE/LTR
sidd	chr3:156392259-156392456	Gm42886	+	Distal Intergenic	miR-203a (2)				LINE@L1_Mus3(+), LINE@L1_Mus4(+)	LINE/LTR
sidd	chr3:156612633-156612837	Gm42946	+	Intron	miR-203a (2), miR-376ab (1), miR-488 (1), miR-543 (1)	miR-325 (1), miR-409 (1)			LINE@L1_Mus3(+), LINE@Lx8(-)	LINE/LTR
sidd	chr3:156619347-156619502	Gm42946	+	Intron		miR-142 (1)			LINE@L1_Mus4(-)	LINE/LTR
sidd	chr3:156957128-156957366	Gm15577	-	Intron	miR-203a (2)	miR-203a (1), miR-296 (1), miR-382 (1)	miR-203a		LINE@Lx(+)	LINE/LTR
sidd	chr3:157067295-157067440	Gm43526	+	Intron	miR-496 (1), miR-670 (1)				LINE@L1_Mus4(-)	LINE/LTR
sidd	chr3:157183979-157184146	4930566N20Rik	-	Intron		miR-203a (2)			LTR@RMER12(-), LINE@L1_Mus3(-)	LINE/LTR
sidd	chr3:157270346-157270474	Gm23725	-	Intron		miR-140 (1), miR-96/1271 (1)			LINE@L1Md_F2(+)	LINE/LTR
sidd	chr3:157401926-157402120	Gm23379	-	Distal Intergenic	miR-7 (1)	miR-1306 (1)			LTR@MTB_Mm(+), LTR@MTE2b(+), LTR@RMER19B2(-)	LINE/LTR
sidd	chr3:157456926-157457096	Gm5983	+	Distal Intergenic	miR-186 (1), miR-340 (1)	miR-328 (1), miR-670 (1)			LINE@L1_Mus2(+)	LINE/LTR
sidd	chr3:157566499-157566655	Ptger3	+	Promoter (<=1kb)		miR-186 (1)		PLS (CTCF-bound)@EM10E0749034		cCRE & CTCF
sidd	chr3:157623306-157623463	Ptger3	+	Intron	miR-340 (1)	miR-203a (3)			LINE@Lx4A(-), LINE@Lx4A(-), LINE@L1_Mus3(-)	LINE/LTR
sidd	chr3:157674404-157674528	Gm33466	-	Distal Intergenic	miR-136 (1)	miR-186 (1), miR-421 (1)			LINE@L1Md_A(-), LINE@L1Md_F3(-)	LINE/LTR
sidd	chr3:157758578-157758716	Gm33466	-	Distal Intergenic		miR-374 (1)			LTR@ORR1A4(-), LINE@L1_Mur2(-), LINE@Lx4A(-)	LINE/LTR
sidd	chr3:158305456-158305679	Gm43486	+	Intron	miR-1197 (1), miR-122 (1), miR-203a (2)	miR-425 (1), miR-483 (1)			LINE@L1_Mus2(+)	LINE/LTR
sidd	chr3:158429050-158429156	Gm43487	+	Intron	miR-122 (1), miR-149 (1), miR-409 (1)				LINE@Lx3_Mus(+), LINE@L1_Mus3(-), LINE@L1_Mus4(+)	LINE/LTR
sidd	chr3:158532101-158532277	Lrrc7	-	Intron		miR-200bc/429 (1)			LINE@Lx9(+), LINE@L1_Mus3(+)	LINE/LTR
sidd	chr3:158723371-158723495	Lrrc7	-	Distal Intergenic	miR-17/20/93/106/519d (1), miR-302abd (1), miR-302c (1)	miR-760 (1)			LTR@ORR1F(-), LINE@Lx2(-)	LINE/LTR
sidd	chr3:158849017-158849160	Gm9423	+	Distal Intergenic	miR-155 (1)	miR-203a (1)			LTR@LTR84b(-), LINE@L1Md_F2(-)	LINE/LTR
sidd	chr3:158856022-158856220	Gm9423	+	Distal Intergenic	miR-142 (1), miR-182 (1), miR-200bc/429 (1), miR-330 (1), miR-338 (1), miR-340 (1)	miR-124 (1), miR-138 (1), miR-144 (1), miR-361 (1)			LTR@MTEb(+), LTR@MLT1H-int(-), LINE@L1Md_F2(+)	LINE/LTR
sidd	chr3:158871197-158871366	Gm9423	+	Distal Intergenic	miR-409 (1)				LTR@MT2_Mm(+)	LINE/LTR
sidd	chr3:158954112-158954297	Gm9423	+	Distal Intergenic	miR-143 (1), miR-203a (2)				LINE@L1_Mus2(+)	LINE/LTR
sidd	chr3:159187629-159187762	Gm20752	+	Intron		miR-1197 (1), miR-128 (1), miR-203a (1), miR-499 (1)			LINE@L1_Mus3(+), LINE@L1Md_F2(-)	LINE/LTR
