Gene ID	Gene Name	Gene Type	g4	h-dna	sidd	z-dna	Flipon types
ENSMUSG00000006546.3	Cryba2	protein_coding				3.0	Z
ENSMUSG00000006930.15	Hap1	protein_coding	3.0			1.0	GZ
ENSMUSG00000006651.8	Aplp1	protein_coding	3.0			1.0	GZ
ENSMUSG00000006649.17	Nphs1	protein_coding	1.0				G
ENSMUSG00000006642.3	Tcf23	protein_coding				3.0	Z
ENSMUSG00000006587.6	Snai3	protein_coding				1.0	Z
ENSMUSG00000006586.15	Runx1t1	protein_coding	3.0	1.0		7.0	GHZ
ENSMUSG00000006576.16	Slc4a3	protein_coding	6.0			1.0	GZ
ENSMUSG00000006575.14	Rundc3a	protein_coding	2.0				G
ENSMUSG00000006574.15	Slc4a1	protein_coding	3.0				G
ENSMUSG00000006800.14	Sulf2	protein_coding	3.0			3.0	GZ
ENSMUSG00000005533.10	Igf1r	protein_coding	3.0	2.0	1.0	5.0	GHSZ
ENSMUSG00000010122.14	Slc47a1	protein_coding				1.0	Z
ENSMUSG00000010175.13	Prox1	protein_coding	4.0	1.0		1.0	GHZ
ENSMUSG00000015653.13	Steap2	protein_coding	2.0			2.0	GZ
ENSMUSG00000015652.9	Steap1	protein_coding	1.0	1.0	1.0	1.0	GHSZ
ENSMUSG00000015647.9	Lama5	protein_coding	1.0			2.0	GZ
ENSMUSG00000015619.10	Gata3	protein_coding	2.0		1.0		GS
ENSMUSG00000015599.9	Ttbk1	protein_coding	6.0	2.0			GH
ENSMUSG00000015597.17	Zfp318	protein_coding				1.0	Z
ENSMUSG00000015579.5	Nkx2-5	protein_coding	1.0			2.0	GZ
ENSMUSG00000015568.16	Lpl	protein_coding		1.0		2.0	HZ
ENSMUSG00000015709.9	Arnt2	protein_coding	2.0			2.0	GZ
ENSMUSG00000015474.16	Ppt2	protein_coding	1.0				G
ENSMUSG00000015305.6	Sash1	protein_coding				2.0	Z
ENSMUSG00000015243.4	Abca1	protein_coding	1.0				G
ENSMUSG00000015222.18	Map2	protein_coding	1.0			4.0	GZ
ENSMUSG00000015202.13	Cnksr3	protein_coding				2.0	Z
ENSMUSG00000015143.15	Actn1	protein_coding	4.0			3.0	GZ
ENSMUSG00000015134.15	Aldh1a3	protein_coding	2.0		1.0		GS
ENSMUSG00000015126.9	Tsr3	protein_coding	1.0				G
ENSMUSG00000015094.16	Npdc1	protein_coding	1.0			1.0	GZ
ENSMUSG00000015354.8	Pcolce2	protein_coding	1.0			2.0	GZ
ENSMUSG00000015085.8	Entpd2	protein_coding				1.0	Z
ENSMUSG00000015843.10	Rxrg	protein_coding		1.0			H
ENSMUSG00000015879.8	Fam184b	protein_coding		1.0			H
ENSMUSG00000016756.17	Cmah	protein_coding			1.0		S
ENSMUSG00000016624.15	Phf21b	protein_coding	1.0			2.0	GZ
ENSMUSG00000016494.9	Cd34	protein_coding				2.0	Z
ENSMUSG00000016458.15	Wt1	protein_coding	1.0			1.0	GZ
ENSMUSG00000016386.15	Mpped2	protein_coding	8.0	1.0		2.0	GHZ
ENSMUSG00000016382.15	Pls3	protein_coding	1.0	2.0			GH
ENSMUSG00000016349.10	Eef1a2	protein_coding				1.0	Z
ENSMUSG00000016346.17	Kcnq2	protein_coding	2.0			4.0	GZ
ENSMUSG00000015846.15	Rxra	protein_coding	4.0			6.0	GZ
ENSMUSG00000016262.14	Sertad4	protein_coding	2.0			6.0	GZ
ENSMUSG00000016200.14	Syt14	protein_coding	3.0	1.0		1.0	GHZ
ENSMUSG00000016194.14	Hsd11b1	protein_coding				4.0	Z
ENSMUSG00000016028.11	Celsr1	protein_coding	1.0			6.0	GZ
ENSMUSG00000015981.12	Stk32c	protein_coding	2.0			3.0	GZ
ENSMUSG00000015970.19	Chdh	protein_coding				2.0	Z
ENSMUSG00000015968.18	Cacna1d	protein_coding	5.0	1.0	1.0	5.0	GHSZ
ENSMUSG00000015957.12	Wnt11	protein_coding				5.0	Z
ENSMUSG00000015944.9	Castor2	protein_coding	2.0	1.0			GH
ENSMUSG00000016239.11	Lonrf3	protein_coding				4.0	Z
ENSMUSG00000010154.7	Spire2	protein_coding	3.0			6.0	GZ
ENSMUSG00000015053.14	Gata2	protein_coding	1.0		1.0	6.0	GSZ
ENSMUSG00000014776.7	Nol3	protein_coding	2.0			1.0	GZ
ENSMUSG00000012017.4	Scarf2	protein_coding	2.0			4.0	GZ
ENSMUSG00000011832.16	Evi5l	protein_coding	1.0				G
ENSMUSG00000011751.16	Sptbn4	protein_coding	4.0			6.0	GZ
ENSMUSG00000011589.9	Fsd1	protein_coding				1.0	Z
ENSMUSG00000011171.11	Vipr2	protein_coding	1.0				G
ENSMUSG00000011034.6	Slc5a1	protein_coding	1.0			1.0	GZ
ENSMUSG00000010830.8	Kdelr3	protein_coding				3.0	Z
ENSMUSG00000010825.17	Grid2ip	protein_coding	2.0			2.0	GZ
ENSMUSG00000012123.17	Crybg2	protein_coding				1.0	Z
ENSMUSG00000010803.13	Gabra1	protein_coding		1.0		1.0	HZ
ENSMUSG00000010796.11	Asz1	protein_coding	1.0			2.0	GZ
ENSMUSG00000010760.5	Phlda2	protein_coding	3.0				G
ENSMUSG00000010651.4	Acaa1b	protein_coding	2.0		1.0		GS
ENSMUSG00000010592.9	Dazl	protein_coding	1.0			1.0	GZ
ENSMUSG00000010529.6	Gm266	protein_coding	1.0			3.0	GZ
ENSMUSG00000010476.14	Ebf3	protein_coding	4.0			13.0	GZ
ENSMUSG00000010461.15	Eya4	protein_coding	2.0	1.0		2.0	GHZ
ENSMUSG00000010311.15	Optc	protein_coding	2.0	1.0		1.0	GHZ
ENSMUSG00000010797.6	Wnt2	protein_coding	1.0			1.0	GZ
ENSMUSG00000014782.16	Plekhg4	protein_coding				1.0	Z
ENSMUSG00000012187.13	Mogat1	protein_coding	1.0	2.0			GH
ENSMUSG00000013076.17	Amotl1	protein_coding	2.0			2.0	GZ
ENSMUSG00000014773.13	Dll1	protein_coding	2.0	1.0		3.0	GHZ
ENSMUSG00000014704.10	Hoxa2	protein_coding				1.0	Z
ENSMUSG00000014603.3	Alx3	protein_coding	4.0			1.0	GZ
ENSMUSG00000014602.15	Kif1a	protein_coding	2.0				G
ENSMUSG00000014592.21	Camta1	protein_coding	2.0	1.0		15.0	GHZ
ENSMUSG00000014529.9	Tmbim7	protein_coding	1.0				G
ENSMUSG00000014361.5	Mertk	protein_coding	2.0			1.0	GZ
ENSMUSG00000014329.14	Bicc1	protein_coding	2.0		1.0	1.0	GSZ
ENSMUSG00000013033.16	Adgrl1	protein_coding	3.0	1.0	1.0	7.0	GHSZ
ENSMUSG00000014303.13	Glis2	protein_coding	6.0	2.0		2.0	GHZ
ENSMUSG00000013936.12	Myl2	protein_coding		2.0			H
ENSMUSG00000013921.15	Clip3	protein_coding	1.0	1.0			GH
ENSMUSG00000013611.14	Snx31	protein_coding	3.0			1.0	GZ
ENSMUSG00000013584.5	Aldh1a2	protein_coding	1.0			5.0	GZ
ENSMUSG00000013418.8	B4galnt2	protein_coding				1.0	Z
ENSMUSG00000013415.9	Igf2bp1	protein_coding	1.0	1.0			GH
ENSMUSG00000013367.5	Iglon5	protein_coding	5.0	1.0		2.0	GHZ
ENSMUSG00000013236.17	Ptprs	protein_coding	3.0	1.0		2.0	GHZ
ENSMUSG00000014158.12	Trpv4	protein_coding	4.0			5.0	GZ
ENSMUSG00000016758.4	Bik	protein_coding	2.0	1.0			GH
ENSMUSG00000005357.9	Slc1a6	protein_coding				1.0	Z
ENSMUSG00000005320.9	Fgfr4	protein_coding				1.0	Z
ENSMUSG00000001504.10	Irx2	protein_coding	2.0			4.0	GZ
ENSMUSG00000001497.18	Pax9	protein_coding				1.0	Z
ENSMUSG00000001496.15	Nkx2-1	protein_coding	3.0	1.0	1.0		GHS
ENSMUSG00000001444.2	Tbx21	protein_coding	3.0	1.0	1.0	4.0	GHSZ
ENSMUSG00000001435.15	Col18a1	protein_coding	4.0			4.0	GZ
ENSMUSG00000001334.9	Fndc5	protein_coding	4.0			1.0	GZ
ENSMUSG00000001333.9	Sync	protein_coding	2.0			2.0	GZ
ENSMUSG00000001313.12	Rnd2	protein_coding	3.0			1.0	GZ
ENSMUSG00000001506.10	Col1a1	protein_coding	2.0				G
ENSMUSG00000001300.16	Efnb2	protein_coding				1.0	Z
ENSMUSG00000001270.9	Ckb	protein_coding	1.0				G
ENSMUSG00000001249.14	Hpn	protein_coding	2.0			1.0	GZ
ENSMUSG00000001247.16	Lsr	protein_coding	1.0			2.0	GZ
ENSMUSG00000001240.13	Ramp2	protein_coding	1.0			1.0	GZ
ENSMUSG00000001227.12	Sema6b	protein_coding	1.0			3.0	GZ
ENSMUSG00000001157.13	Gmcl1	protein_coding	1.0			1.0	GZ
ENSMUSG00000001138.13	Cnnm3	protein_coding	1.0			6.0	GZ
ENSMUSG00000001089.14	Luzp1	protein_coding	1.0			2.0	GZ
ENSMUSG00000001288.15	Rarg	protein_coding	7.0	3.0		5.0	GHZ
ENSMUSG00000001076.7	C1ql4	protein_coding				1.0	Z
ENSMUSG00000001507.16	Itga3	protein_coding	2.0			1.0	GZ
ENSMUSG00000001552.14	Jup	protein_coding	2.0				G
ENSMUSG00000001911.16	Nfix	protein_coding	6.0	1.0		11.0	GHZ
ENSMUSG00000001901.15	Kcnh6	protein_coding	2.0				G
ENSMUSG00000001870.16	Ltbp1	protein_coding	2.0			4.0	GZ
ENSMUSG00000001864.13	Aif1l	protein_coding				2.0	Z
ENSMUSG00000001823.5	Hoxd12	protein_coding	2.0				G
ENSMUSG00000001819.4	Hoxd13	protein_coding	7.0			2.0	GZ
ENSMUSG00000001802.16	Lrp3	protein_coding	3.0			6.0	GZ
ENSMUSG00000001763.14	Tspan33	protein_coding	1.0				G
ENSMUSG00000001510.8	Dlx3	protein_coding				1.0	Z
ENSMUSG00000001761.7	Smo	protein_coding	4.0	2.0		4.0	GHZ
ENSMUSG00000001672.14	Marveld3	protein_coding	1.0			1.0	GZ
ENSMUSG00000001661.5	Hoxc6	protein_coding	1.0				G
ENSMUSG00000001657.7	Hoxc8	protein_coding	2.0	1.0		1.0	GHZ
ENSMUSG00000001656.3	Hoxc11	protein_coding	2.0	1.0		1.0	GHZ
ENSMUSG00000001655.6	Hoxc13	protein_coding	3.0			1.0	GZ
ENSMUSG00000001604.14	Tcea3	protein_coding	3.0			2.0	GZ
ENSMUSG00000001583.13	Tnk1	protein_coding	1.0				G
ENSMUSG00000001566.9	Mnx1	protein_coding				3.0	Z
ENSMUSG00000001729.14	Akt1	protein_coding	1.0				G
ENSMUSG00000001985.9	Grik3	protein_coding	2.0			8.0	GZ
ENSMUSG00000001036.17	Epn2	protein_coding	1.0			2.0	GZ
ENSMUSG00000000942.10	Hoxa4	protein_coding	4.0			5.0	GZ
ENSMUSG00000000308.14	Ckmt1	protein_coding	1.0				G
ENSMUSG00000000305.12	Cdh4	protein_coding	3.0			3.0	GZ
ENSMUSG00000000303.12	Cdh1	protein_coding				3.0	Z
ENSMUSG00000000296.8	Tpd52l1	protein_coding	2.0			2.0	GZ
ENSMUSG00000000266.11	Mid2	protein_coding	4.0			2.0	GZ
ENSMUSG00000000263.15	Glra1	protein_coding	1.0		1.0		GS
ENSMUSG00000000253.13	Gmpr	protein_coding	1.0				G
ENSMUSG00000000247.11	Lhx2	protein_coding	7.0	1.0		4.0	GHZ
ENSMUSG00000000320.10	Alox12	protein_coding	1.0			1.0	GZ
ENSMUSG00000000197.8	Nalcn	protein_coding	1.0			1.0	GZ
ENSMUSG00000000142.15	Axin2	protein_coding	5.0		1.0	4.0	GSZ
ENSMUSG00000000127.15	Fer	protein_coding	4.0			1.0	GZ
ENSMUSG00000000126.11	Wnt9a	protein_coding	2.0		1.0	5.0	GSZ
ENSMUSG00000000125.5	Wnt3	protein_coding	1.0			2.0	GZ
ENSMUSG00000000120.6	Ngfr	protein_coding	1.0			1.0	GZ
ENSMUSG00000000094.12	Tbx4	protein_coding	3.0			3.0	GZ
ENSMUSG00000000093.6	Tbx2	protein_coding	4.0			5.0	GZ
ENSMUSG00000000058.6	Cav2	protein_coding	2.0				G
ENSMUSG00000000183.6	Fgf6	protein_coding				1.0	Z
ENSMUSG00000000957.11	Mmp14	protein_coding				2.0	Z
ENSMUSG00000000325.16	Arvcf	protein_coding	1.0		1.0	3.0	GSZ
ENSMUSG00000000385.8	Tmprss2	protein_coding		1.0		1.0	HZ
ENSMUSG00000000938.11	Hoxa10	protein_coding	1.0			2.0	GZ
ENSMUSG00000000881.12	Dlg3	protein_coding	2.0				G
ENSMUSG00000000805.18	Car4	protein_coding	1.0			2.0	GZ
ENSMUSG00000000794.9	Kcnn3	protein_coding		1.0			H
ENSMUSG00000000782.16	Tcf7	protein_coding	4.0		1.0	2.0	GSZ
ENSMUSG00000000690.5	Hoxb6	protein_coding		1.0		1.0	HZ
ENSMUSG00000000632.13	Sez6	protein_coding	3.0			4.0	GZ
ENSMUSG00000000631.20	Myo18a	protein_coding	2.0			1.0	GZ
ENSMUSG00000000359.3	Rem1	protein_coding	2.0				G
ENSMUSG00000000627.15	Sema4f	protein_coding	1.0				G
ENSMUSG00000000560.9	Gabra2	protein_coding		2.0		3.0	HZ
ENSMUSG00000000555.8	Itga5	protein_coding	1.0	1.0			GH
ENSMUSG00000000552.10	Zfp385a	protein_coding	5.0	1.0			GH
ENSMUSG00000000489.7	Pdgfb	protein_coding	2.0			3.0	GZ
ENSMUSG00000000440.12	Pparg	protein_coding				2.0	Z
ENSMUSG00000000435.1	Myf5	protein_coding				2.0	Z
ENSMUSG00000000416.16	Cttnbp2	protein_coding	1.0			1.0	GZ
ENSMUSG00000000402.2	Egfl6	protein_coding	1.0	1.0			GH
ENSMUSG00000000567.5	Sox9	protein_coding	3.0	1.0		3.0	GHZ
ENSMUSG00000005338.13	Cadm3	protein_coding	4.0			2.0	GZ
ENSMUSG00000001988.9	Npas1	protein_coding	2.0			4.0	GZ
ENSMUSG00000002006.12	Pdzd4	protein_coding	3.0			2.0	GZ
ENSMUSG00000004508.6	Gab2	protein_coding	2.0			2.0	GZ
ENSMUSG00000004473.10	Clec11a	protein_coding		1.0			H
ENSMUSG00000004415.15	Col26a1	protein_coding				1.0	Z
ENSMUSG00000004383.18	Large1	protein_coding	4.0			1.0	GZ
ENSMUSG00000004371.15	Il11	protein_coding	7.0				G
ENSMUSG00000004347.17	Pde1c	protein_coding	6.0	1.0		2.0	GHZ
ENSMUSG00000004328.15	Hif3a	protein_coding	1.0				G
ENSMUSG00000004231.15	Pax2	protein_coding	1.0			6.0	GZ
ENSMUSG00000004540.7	Psg17	protein_coding	1.0				G
ENSMUSG00000004113.18	Cacna1b	protein_coding	1.0		1.0	4.0	GSZ
ENSMUSG00000004044.9	Cavin1	protein_coding				2.0	Z
ENSMUSG00000004032.10	Gstm5	protein_coding	1.0			1.0	GZ
ENSMUSG00000004031.13	Brinp2	protein_coding				1.0	Z
ENSMUSG00000003992.15	Ssbp2	protein_coding	2.0			4.0	GZ
ENSMUSG00000003974.6	Grm3	protein_coding	1.0			1.0	GZ
ENSMUSG00000003949.16	Hlf	protein_coding	3.0		1.0	3.0	GSZ
ENSMUSG00000003863.18	Ppfia3	protein_coding	2.0				G
ENSMUSG00000003585.13	Sec14l2	protein_coding	1.0			1.0	GZ
ENSMUSG00000004110.17	Cacna1e	protein_coding		1.0			H
ENSMUSG00000003573.15	Homer3	protein_coding				1.0	Z
ENSMUSG00000004558.15	Ndrg2	protein_coding	3.0				G
ENSMUSG00000004631.15	Sgce	protein_coding				1.0	Z
ENSMUSG00000005251.15	Ripk4	protein_coding	4.0			1.0	GZ
ENSMUSG00000005237.14	Dnah2	protein_coding	1.0			1.0	GZ
ENSMUSG00000005225.15	Plekha8	protein_coding	1.0				G
ENSMUSG00000005220.10	Corin	protein_coding				1.0	Z
ENSMUSG00000005148.8	Klf5	protein_coding	2.0			5.0	GZ
ENSMUSG00000005125.13	Ndrg1	protein_coding				1.0	Z
ENSMUSG00000005124.10	Ccn4	protein_coding			1.0		S
ENSMUSG00000005089.15	Slc1a2	protein_coding		1.0		5.0	HZ
ENSMUSG00000004562.16	Arhgef40	protein_coding	2.0				G
ENSMUSG00000005057.13	Sh2b2	protein_coding				1.0	Z
ENSMUSG00000004961.7	Syt5	protein_coding				1.0	Z
ENSMUSG00000004892.13	Bcan	protein_coding			1.0		S
ENSMUSG00000004891.16	Nes	protein_coding	1.0			3.0	GZ
ENSMUSG00000004872.15	Pax3	protein_coding	1.0				G
ENSMUSG00000004864.13	Mapk13	protein_coding	1.0	1.0		1.0	GHZ
ENSMUSG00000004698.11	Hdac9	protein_coding	3.0			5.0	GZ
ENSMUSG00000004655.5	Aqp1	protein_coding	1.0				G
ENSMUSG00000004633.17	Chn2	protein_coding	2.0			3.0	GZ
ENSMUSG00000005045.16	Chd5	protein_coding	4.0			4.0	GZ
ENSMUSG00000001995.9	Sipa1l2	protein_coding				1.0	Z
ENSMUSG00000003545.3	Fosb	protein_coding	1.0			2.0	GZ
ENSMUSG00000003526.12	Prodh	protein_coding			1.0	1.0	SZ
ENSMUSG00000002602.16	Axl	protein_coding	2.0	1.0		1.0	GHZ
ENSMUSG00000002578.18	Ikzf4	protein_coding	2.0	2.0		2.0	GHZ
ENSMUSG00000002565.16	Scin	protein_coding			1.0	1.0	SZ
ENSMUSG00000002504.15	Slc9a3r2	protein_coding	2.0	1.0			GH
ENSMUSG00000002489.16	Tiam1	protein_coding		1.0		1.0	HZ
ENSMUSG00000002459.17	Rgs20	protein_coding	2.0			2.0	GZ
ENSMUSG00000002393.14	Nr2f6	protein_coding				7.0	Z
ENSMUSG00000002384.2	Bmp8b	protein_coding				2.0	Z
ENSMUSG00000002688.8	Prkd1	protein_coding	1.0			4.0	GZ
ENSMUSG00000002274.13	Metrn	protein_coding	1.0				G
ENSMUSG00000002249.21	Tead3	protein_coding	7.0	2.0		5.0	GHZ
ENSMUSG00000002233.13	Rhoc	protein_coding	1.0				G
ENSMUSG00000002228.7	Ppm1j	protein_coding	1.0				G
ENSMUSG00000002190.13	Clgn	protein_coding				2.0	Z
ENSMUSG00000002059.18	Rab34	protein_coding	4.0	1.0		3.0	GHZ
ENSMUSG00000002032.17	Tmem25	protein_coding	1.0			1.0	GZ
ENSMUSG00000002020.15	Ltbp2	protein_coding				2.0	Z
ENSMUSG00000002012.13	Pnck	protein_coding	4.0			2.0	GZ
ENSMUSG00000002265.17	Peg3	protein_coding	1.0			1.0	GZ
ENSMUSG00000003534.17	Ddr1	protein_coding	1.0			4.0	GZ
ENSMUSG00000002731.6	Prkra	protein_coding	1.0				G
ENSMUSG00000002771.12	Grin2d	protein_coding	2.0	1.0		2.0	GHZ
ENSMUSG00000003476.16	Crhr2	protein_coding				2.0	Z
ENSMUSG00000003410.8	Elavl3	protein_coding				1.0	Z
ENSMUSG00000003378.9	Grik5	protein_coding	3.0	1.0			GH
ENSMUSG00000003352.14	Cacnb3	protein_coding	9.0	1.0		3.0	GHZ
ENSMUSG00000003283.15	Hck	protein_coding	1.0				G
ENSMUSG00000003282.9	Plag1	protein_coding	1.0	1.0			GH
ENSMUSG00000003279.17	Dlgap1	protein_coding				2.0	Z
ENSMUSG00000003273.14	Car11	protein_coding	4.0	1.0		1.0	GHZ
ENSMUSG00000002769.9	Gnmt	protein_coding				1.0	Z
ENSMUSG00000003228.9	Grk5	protein_coding	1.0			2.0	GZ
ENSMUSG00000003134.10	Tbc1d8	protein_coding	1.0			4.0	GZ
ENSMUSG00000003070.6	Efna2	protein_coding	1.0			2.0	GZ
ENSMUSG00000003032.8	Klf4	protein_coding	1.0		1.0		GS
ENSMUSG00000002997.15	Prkar2b	protein_coding	1.0			2.0	GZ
ENSMUSG00000002908.17	Kcnn1	protein_coding	3.0	1.0	1.0	2.0	GHSZ
ENSMUSG00000002900.17	Lamb1	protein_coding				4.0	Z
ENSMUSG00000002808.7	Epdr1	protein_coding				1.0	Z
ENSMUSG00000002799.6	Jag2	protein_coding	3.0			12.0	GZ
ENSMUSG00000003227.4	Edar	protein_coding			1.0		S
ENSMUSG00000029026.17	Trp73	protein_coding	2.0		1.0	4.0	GSZ
ENSMUSG00000016763.15	Scube1	protein_coding	1.0			2.0	GZ
ENSMUSG00000016982.6	Pom121l2	protein_coding				1.0	Z
ENSMUSG00000021187.14	Tc2n	protein_coding	2.0		1.0	1.0	GSZ
ENSMUSG00000021186.9	Fbln5	protein_coding	1.0			1.0	GZ
ENSMUSG00000021143.10	Pacs2	protein_coding	1.0			2.0	GZ
ENSMUSG00000021136.13	Smoc1	protein_coding	2.0	1.0		3.0	GHZ
ENSMUSG00000021130.8	Galnt16	protein_coding	3.0			4.0	GZ
ENSMUSG00000021108.18	Prkch	protein_coding	1.0			1.0	GZ
ENSMUSG00000021099.6	Six6	protein_coding				2.0	Z
ENSMUSG00000021097.15	Clmn	protein_coding	4.0	2.0	1.0	5.0	GHSZ
ENSMUSG00000021198.16	Unc79	protein_coding	2.0			1.0	GZ
ENSMUSG00000021095.5	Gsc	protein_coding	1.0		1.0	4.0	GSZ
ENSMUSG00000021087.18	Rtn1	protein_coding	2.0	1.0		6.0	GHZ
ENSMUSG00000021071.17	Trim9	protein_coding	1.0			1.0	GZ
ENSMUSG00000021069.17	Pygl	protein_coding	1.0				G
ENSMUSG00000021062.15	Rab15	protein_coding	5.0				G
ENSMUSG00000021061.15	Sptb	protein_coding	3.0			2.0	GZ
ENSMUSG00000021047.7	Nova1	protein_coding	4.0	2.0	1.0	5.0	GHSZ
ENSMUSG00000021032.13	Ngb	protein_coding				1.0	Z
ENSMUSG00000021010.9	Npas3	protein_coding	5.0	7.0	1.0	7.0	GHSZ
ENSMUSG00000021090.16	Lrrc9	protein_coding				1.0	Z
ENSMUSG00000021009.15	Ptpn21	protein_coding				2.0	Z
ENSMUSG00000021209.12	Ppp4r4	protein_coding	4.0			4.0	GZ
ENSMUSG00000021219.16	Rgs6	protein_coding		1.0		2.0	HZ
ENSMUSG00000021313.16	Ryr2	protein_coding				4.0	Z
ENSMUSG00000021306.11	Gpr137b	protein_coding	1.0			2.0	GZ
ENSMUSG00000021301.9	Hecw1	protein_coding	1.0		1.0	1.0	GSZ
ENSMUSG00000021294.7	Kif26a	protein_coding	1.0				G
ENSMUSG00000021281.15	Tnfaip2	protein_coding				3.0	Z
ENSMUSG00000021279.5	Cdc42bpb	protein_coding	1.0			2.0	GZ
ENSMUSG00000021278.7	Amn	protein_coding	1.0				G
ENSMUSG00000021263.11	Degs2	protein_coding	1.0		1.0	3.0	GSZ
ENSMUSG00000021217.7	Tshz3	protein_coding	8.0	3.0		1.0	GHZ
ENSMUSG00000021262.15	Evl	protein_coding	1.0			4.0	GZ
ENSMUSG00000021259.5	Cyp46a1	protein_coding				2.0	Z
ENSMUSG00000021256.5	Vash1	protein_coding	2.0			2.0	GZ
ENSMUSG00000021255.17	Esrrb	protein_coding				2.0	Z
ENSMUSG00000021239.12	Vsx2	protein_coding	1.0				G
ENSMUSG00000021236.16	Entpd5	protein_coding	1.0	1.0			GH
ENSMUSG00000021224.15	Numb	protein_coding	1.0				G
ENSMUSG00000021223.13	Papln	protein_coding	2.0				G
ENSMUSG00000021221.15	Dpf3	protein_coding		1.0			H
ENSMUSG00000021260.8	Hhipl1	protein_coding				1.0	Z
ENSMUSG00000021314.13	Amph	protein_coding				2.0	Z
ENSMUSG00000020990.5	Cdkl1	protein_coding	1.0				G
ENSMUSG00000020953.17	Coch	protein_coding	4.0	1.0		5.0	GHZ
ENSMUSG00000020811.16	Wscd1	protein_coding				6.0	Z
ENSMUSG00000020810.5	Cygb	protein_coding	1.0			4.0	GZ
ENSMUSG00000020805.14	Slc13a5	protein_coding				1.0	Z
ENSMUSG00000020802.8	Ube2o	protein_coding	1.0			3.0	GZ
ENSMUSG00000020785.17	Camkk1	protein_coding				4.0	Z
ENSMUSG00000020776.18	Fbf1	protein_coding		2.0			H
ENSMUSG00000020773.11	Trim47	protein_coding			1.0	2.0	SZ
ENSMUSG00000020758.15	Itgb4	protein_coding	3.0			2.0	GZ
ENSMUSG00000020821.17	Kif1c	protein_coding	1.0				G
ENSMUSG00000020734.13	Grin2c	protein_coding	1.0			2.0	GZ
ENSMUSG00000020723.3	Cacng4	protein_coding	5.0	1.0		4.0	GHZ
ENSMUSG00000020722.5	Cacng1	protein_coding		1.0			H
ENSMUSG00000020721.16	Helz	protein_coding				3.0	Z
ENSMUSG00000020715.9	Ern1	protein_coding		1.0		2.0	HZ
ENSMUSG00000020704.13	Asic2	protein_coding	1.0			2.0	GZ
ENSMUSG00000020701.12	Tmem132e	protein_coding	2.0			4.0	GZ
ENSMUSG00000020695.14	Mrc2	protein_coding	2.0	2.0		1.0	GHZ
ENSMUSG00000020684.14	Rasl10b	protein_coding	3.0			2.0	GZ
ENSMUSG00000020728.17	Cep112	protein_coding				1.0	Z
ENSMUSG00000020963.15	Tshr	protein_coding	1.0				G
ENSMUSG00000020836.15	Coro6	protein_coding	2.0			2.0	GZ
ENSMUSG00000020841.5	Cpd	protein_coding				1.0	Z
ENSMUSG00000020950.10	Foxg1	protein_coding	1.0			4.0	GZ
ENSMUSG00000020926.16	Adam11	protein_coding	5.0			1.0	GZ
ENSMUSG00000020913.3	Krt24	protein_coding	2.0				G
ENSMUSG00000020911.14	Krt19	protein_coding				1.0	Z
ENSMUSG00000020907.1	Rcvrn	protein_coding		1.0	1.0		HS
ENSMUSG00000020905.11	Usp43	protein_coding	1.0		1.0	1.0	GSZ
ENSMUSG00000020902.12	Ntn1	protein_coding	5.0			6.0	GZ
ENSMUSG00000020900.15	Myh10	protein_coding	4.0			2.0	GZ
ENSMUSG00000020838.12	Slc6a4	protein_coding	2.0	3.0			GH
ENSMUSG00000020890.11	Gucy2e	protein_coding				2.0	Z
ENSMUSG00000020882.17	Cacnb1	protein_coding		1.0	1.0	1.0	HSZ
ENSMUSG00000020875.9	Hoxb9	protein_coding	2.0			3.0	GZ
ENSMUSG00000020871.8	Dlx4	protein_coding	2.0			2.0	GZ
ENSMUSG00000020870.7	Cdc34b	protein_coding				1.0	Z
ENSMUSG00000020867.13	Spata20	protein_coding		1.0			H
ENSMUSG00000020866.17	Cacna1g	protein_coding	7.0				G
ENSMUSG00000020848.7	Doc2b	protein_coding	5.0			3.0	GZ
ENSMUSG00000020844.6	Nxn	protein_coding	1.0				G
ENSMUSG00000020886.17	Dlg4	protein_coding	4.0				G
ENSMUSG00000020681.14	Ace	protein_coding	2.0			2.0	GZ
ENSMUSG00000021318.15	Gli3	protein_coding	3.0	1.0		9.0	GHZ
ENSMUSG00000021359.16	Tfap2a	protein_coding	6.0	8.0	2.0	6.0	GHSZ
ENSMUSG00000021953.14	Tdh	protein_coding	1.0				G
ENSMUSG00000021944.15	Gata4	protein_coding				3.0	Z
ENSMUSG00000021943.7	Gdf10	protein_coding	2.0			3.0	GZ
ENSMUSG00000021940.10	Ptpn20	protein_coding				1.0	Z
ENSMUSG00000021936.14	Mapk8	protein_coding				1.0	Z
ENSMUSG00000021913.8	Ogdhl	protein_coding	1.0	1.0			GH
ENSMUSG00000021895.10	Arhgef3	protein_coding	1.0				G
ENSMUSG00000021852.14	Slc35f4	protein_coding	1.0				G
ENSMUSG00000021974.15	Fgf9	protein_coding	4.0	4.0		5.0	GHZ
ENSMUSG00000021848.16	Otx2	protein_coding			2.0	1.0	SZ
ENSMUSG00000021838.17	Samd4	protein_coding	3.0	2.0		4.0	GHZ
ENSMUSG00000021835.15	Bmp4	protein_coding	1.0	1.0			GH
ENSMUSG00000021820.18	Camk2g	protein_coding	1.0			1.0	GZ
ENSMUSG00000021806.4	Nid2	protein_coding				1.0	Z
ENSMUSG00000021796.15	Bmpr1a	protein_coding	4.0	2.0		9.0	GHZ
