Flipon	Coordinates	cCRE (+-200bp)
z-dna	chr12:46819291-46819313	PLS (CTCF-bound)@EM10E0535825, pELS@EM10E0535826, pELS@EM10E0535827
z-dna	chr12:46819346-46819386	pELS@EM10E0535826, pELS@EM10E0535827
z-dna	chr12:49383155-49383176	PLS@EM10E0535904, pELS@EM10E0535905
z-dna	chr12:49383272-49383293	PLS@EM10E0535904, pELS@EM10E0535905
z-dna	chr12:49383682-49383699	pELS@EM10E0535905, pELS (CTCF-bound)@EM10E0535906
z-dna	chr12:49384005-49384022	pELS (CTCF-bound)@EM10E0535906
z-dna	chr12:49384730-49384749	pELS@EM10E0535907
z-dna	chr12:49384901-49384914	pELS@EM10E0535907, PLS@EM10E0535908
z-dna	chr12:49385322-49385335	PLS@EM10E0535908, PLS (CTCF-bound)@EM10E0535909, pELS@EM10E0535910
z-dna	chr12:49391307-49391320	pELS@EM10E0535920, pELS (CTCF-bound)@EM10E0535921
z-dna	chr12:49401305-49401321	dELS@EM10E0535944, dELS@EM10E0535945
z-dna	chr12:49401557-49401572	dELS@EM10E0535945
z-dna	chr12:50649060-50649088	pELS (CTCF-bound)@EM10E0536030, PLS@EM10E0536031, pELS@EM10E0536032
z-dna	chr12:50649158-50649176	PLS@EM10E0536031, pELS@EM10E0536032
z-dna	chr12:50649326-50649341	PLS@EM10E0536031, pELS@EM10E0536032
z-dna	chr12:50649415-50649430	pELS@EM10E0536032
z-dna	chr12:51593324-51593337	DNase-H3K4me3 (CTCF-bound)@EM10E0536117, PLS (CTCF-bound)@EM10E0536118
z-dna	chr12:51593398-51593413	PLS (CTCF-bound)@EM10E0536118
z-dna	chr12:51593688-51593705	PLS (CTCF-bound)@EM10E0536118, pELS (CTCF-bound)@EM10E0536119
z-dna	chr12:51593732-51593745	PLS (CTCF-bound)@EM10E0536118, pELS (CTCF-bound)@EM10E0536119, DNase-H3K4me3@EM10E0536120
z-dna	chr12:51593767-51593789	PLS (CTCF-bound)@EM10E0536118, pELS (CTCF-bound)@EM10E0536119, DNase-H3K4me3@EM10E0536120
z-dna	chr12:52896033-52896078	CTCF-only (CTCF-bound)@EM10E0536477
z-dna	chr12:52896106-52896125	CTCF-only (CTCF-bound)@EM10E0536477
z-dna	chr12:52896173-52896202	CTCF-only (CTCF-bound)@EM10E0536477
z-dna	chr12:53248069-53248114	pELS@EM10E0536512, pELS@EM10E0536511
z-dna	chr12:53248397-53248415	pELS@EM10E0536512
z-dna	chr12:53252520-53252541	pELS@EM10E0536517, pELS@EM10E0536518
z-dna	chr12:53252917-53252937	pELS@EM10E0536518, PLS@EM10E0536519
z-dna	chr12:53252948-53252975	pELS@EM10E0536518, PLS@EM10E0536519
z-dna	chr12:53253123-53253136	PLS@EM10E0536519, pELS (CTCF-bound)@EM10E0536520
z-dna	chr12:53253627-53253653	pELS@EM10E0536521, pELS@EM10E0536522
z-dna	chr12:53836073-53836170	dELS@EM10E0536563
z-dna	chr12:54068809-54068822	DNase-H3K4me3@EM10E0536607, DNase-H3K4me3@EM10E0536608
z-dna	chr12:54203183-54203201	pELS@EM10E0536659, pELS@EM10E0536660
z-dna	chr12:54203593-54203608	pELS@EM10E0536660, PLS (CTCF-bound)@EM10E0536661
z-dna	chr12:54203617-54203632	pELS@EM10E0536660, PLS (CTCF-bound)@EM10E0536661
z-dna	chr12:55599521-55599537	PLS@EM10E0537080
z-dna	chr12:55600147-55600162	DNase-H3K4me3@EM10E0537081, DNase-H3K4me3@EM10E0537082, DNase-H3K4me3 (CTCF-bound)@EM10E0537083
z-dna	chr12:55600396-55600415	DNase-H3K4me3 (CTCF-bound)@EM10E0537083
z-dna	chr12:56520006-56520021	dELS@EM10E0537188
z-dna	chr12:56520887-56520902	dELS@EM10E0537189, dELS@EM10E0537190, dELS@EM10E0537191
z-dna	chr12:56521121-56521136	dELS@EM10E0537190, dELS@EM10E0537191
z-dna	chr12:56611832-56611845	pELS (CTCF-bound)@EM10E0537228
z-dna	chr12:56612054-56612069	pELS (CTCF-bound)@EM10E0537228, pELS (CTCF-bound)@EM10E0537229
z-dna	chr12:56691950-56691963	PLS@EM10E0537250, pELS@EM10E0537251
z-dna	chr12:57196837-57196855	pELS (CTCF-bound)@EM10E0537301, pELS@EM10E0537302
z-dna	chr12:57542969-57542986	dELS@EM10E0537354, dELS@EM10E0537355
z-dna	chr12:57542997-57543010	dELS@EM10E0537354, dELS@EM10E0537355
z-dna	chr12:57543076-57543089	dELS@EM10E0537355
z-dna	chr12:57545359-57545372	pELS (CTCF-bound)@EM10E0537361, pELS (CTCF-bound)@EM10E0537362
z-dna	chr12:57545667-57545681	pELS (CTCF-bound)@EM10E0537362, pELS@EM10E0537363
z-dna	chr12:57545784-57545797	pELS@EM10E0537363, PLS@EM10E0537364
z-dna	chr12:57545892-57545911	pELS@EM10E0537363, PLS@EM10E0537364
z-dna	chr12:57546185-57546208	PLS@EM10E0537364
z-dna	chr12:57575774-57575795	DNase-H3K4me3 (CTCF-bound)@EM10E0537381
z-dna	chr12:57576260-57576274	DNase-H3K4me3 (CTCF-bound)@EM10E0537381, DNase-H3K4me3 (CTCF-bound)@EM10E0537382
z-dna	chr12:57576311-57576327	DNase-H3K4me3 (CTCF-bound)@EM10E0537381, DNase-H3K4me3 (CTCF-bound)@EM10E0537382, DNase-H3K4me3@EM10E0537383
z-dna	chr12:57576330-57576345	DNase-H3K4me3 (CTCF-bound)@EM10E0537381, DNase-H3K4me3 (CTCF-bound)@EM10E0537382, DNase-H3K4me3@EM10E0537383
z-dna	chr12:57576423-57576438	DNase-H3K4me3 (CTCF-bound)@EM10E0537381, DNase-H3K4me3 (CTCF-bound)@EM10E0537382, DNase-H3K4me3@EM10E0537383
z-dna	chr12:61522953-61522968	pELS (CTCF-bound)@EM10E0537583
z-dna	chr12:61523101-61523124	pELS (CTCF-bound)@EM10E0537583
z-dna	chr12:61523373-61523441	pELS (CTCF-bound)@EM10E0537583
z-dna	chr12:61524490-61524512	pELS@EM10E0537585, pELS@EM10E0537586
z-dna	chr12:61524541-61524563	pELS@EM10E0537585, pELS@EM10E0537586
z-dna	chr12:64918249-64918271	PLS@EM10E0537635, pELS@EM10E0537636
z-dna	chr12:66284034-66284048	pELS@EM10E0537741
z-dna	chr12:66284084-66284103	pELS@EM10E0537741, PLS@EM10E0537742
z-dna	chr12:67220806-67220821	PLS (CTCF-bound)@EM10E0537759
z-dna	chr12:67221542-67221555	pELS (CTCF-bound)@EM10E0537761, pELS@EM10E0537762
z-dna	chr12:67221731-67221744	pELS (CTCF-bound)@EM10E0537761, pELS@EM10E0537762
z-dna	chr12:67222146-67222170	pELS (CTCF-bound)@EM10E0537763, PLS (CTCF-bound)@EM10E0537764
z-dna	chr12:69908667-69908692	dELS@EM10E0538172
z-dna	chr12:70347061-70347080	pELS (CTCF-bound)@EM10E0538327
z-dna	chr12:70825965-70825982	pELS (CTCF-bound)@EM10E0538513, pELS (CTCF-bound)@EM10E0538514
z-dna	chr12:71309996-71310009	PLS@EM10E0538675, PLS (CTCF-bound)@EM10E0538676
z-dna	chr12:71317971-71317984	dELS@EM10E0538682, dELS@EM10E0538683
z-dna	chr12:71318348-71318367	dELS@EM10E0538683, dELS@EM10E0538684
z-dna	chr12:72070138-72070158	pELS@EM10E0538974, pELS (CTCF-bound)@EM10E0538975, pELS (CTCF-bound)@EM10E0538976
z-dna	chr12:72070163-72070184	pELS@EM10E0538974, pELS (CTCF-bound)@EM10E0538975, pELS (CTCF-bound)@EM10E0538976
z-dna	chr12:72085312-72085329	pELS (CTCF-bound)@EM10E0538984, PLS@EM10E0538985
z-dna	chr12:72236483-72236509	pELS@EM10E0539004, PLS@EM10E0539005
z-dna	chr12:72236708-72236747	pELS@EM10E0539004, PLS@EM10E0539005
z-dna	chr12:72236783-72236807	PLS@EM10E0539005
z-dna	chr12:72236833-72236846	PLS@EM10E0539005
z-dna	chr12:72236891-72236909	PLS@EM10E0539005
z-dna	chr12:72236957-72236972	PLS@EM10E0539005
z-dna	chr12:72441836-72441852	pELS@EM10E0539064, PLS (CTCF-bound)@EM10E0539065
z-dna	chr12:72939851-72939866	PLS@EM10E0539178, DNase-H3K4me3@EM10E0539179
z-dna	chr12:72940035-72940052	PLS@EM10E0539178, DNase-H3K4me3@EM10E0539179, DNase-H3K4me3@EM10E0539180
z-dna	chr12:72945655-72945670	pELS (CTCF-bound)@EM10E0539187, PLS (CTCF-bound)@EM10E0539188
z-dna	chr12:72945678-72945695	pELS (CTCF-bound)@EM10E0539187, PLS (CTCF-bound)@EM10E0539188
z-dna	chr12:72945910-72945937	PLS (CTCF-bound)@EM10E0539188, pELS@EM10E0539189
z-dna	chr12:73044776-73044797	dELS (CTCF-bound)@EM10E0539238, dELS@EM10E0539239
z-dna	chr12:73045641-73045659	pELS (CTCF-bound)@EM10E0539240, pELS (CTCF-bound)@EM10E0539241
z-dna	chr12:73045989-73046004	pELS (CTCF-bound)@EM10E0539241, pELS@EM10E0539242
z-dna	chr12:73046369-73046386	pELS@EM10E0539242, pELS@EM10E0539243, pELS (CTCF-bound)@EM10E0539244
z-dna	chr12:73046440-73046470	pELS@EM10E0539242, pELS@EM10E0539243, pELS (CTCF-bound)@EM10E0539244
z-dna	chr12:73046799-73046812	pELS (CTCF-bound)@EM10E0539244
z-dna	chr12:73053708-73053721	dELS@EM10E0539255, dELS (CTCF-bound)@EM10E0539256
z-dna	chr12:73111869-73111886	pELS@EM10E0539276, pELS@EM10E0539277
z-dna	chr12:73111976-73111993	pELS@EM10E0539276, pELS@EM10E0539277
z-dna	chr12:73112605-73112624	pELS@EM10E0539278, pELS (CTCF-bound)@EM10E0539279
z-dna	chr12:73112851-73112868	pELS@EM10E0539278, pELS (CTCF-bound)@EM10E0539279
z-dna	chr12:73367675-73367688	dELS (CTCF-bound)@EM10E0539344, dELS@EM10E0539343
z-dna	chr12:73382377-73382417	dELS@EM10E0539350
z-dna	chr12:73545451-73545468	pELS (CTCF-bound)@EM10E0539419, pELS@EM10E0539420
z-dna	chr12:73545529-73545545	pELS (CTCF-bound)@EM10E0539419, pELS@EM10E0539420
z-dna	chr12:73546302-73546323	PLS (CTCF-bound)@EM10E0539422, PLS@EM10E0539423
z-dna	chr12:73546457-73546479	PLS (CTCF-bound)@EM10E0539422, PLS@EM10E0539423
z-dna	chr12:73546509-73546522	PLS@EM10E0539423
z-dna	chr12:73585315-73585328	pELS@EM10E0539440, pELS (CTCF-bound)@EM10E0539441
z-dna	chr12:73997715-73997732	PLS@EM10E0539638, pELS@EM10E0539639
z-dna	chr12:73997734-73997748	PLS@EM10E0539638, pELS@EM10E0539639
z-dna	chr12:73997755-73997770	PLS@EM10E0539638, pELS@EM10E0539639
z-dna	chr12:73997776-73997800	PLS@EM10E0539638, pELS@EM10E0539639
z-dna	chr12:73997916-73997938	PLS@EM10E0539638, pELS@EM10E0539639, pELS@EM10E0539640
z-dna	chr12:74284254-74284273	PLS (CTCF-bound)@EM10E0539681
z-dna	chr12:75176814-75176827	pELS (CTCF-bound)@EM10E0539721, pELS (CTCF-bound)@EM10E0539722, pELS (CTCF-bound)@EM10E0539723
z-dna	chr12:75818663-75818680	pELS@EM10E0539929, pELS@EM10E0539930
z-dna	chr12:75818776-75818794	pELS@EM10E0539929, pELS@EM10E0539930
z-dna	chr12:75818833-75818849	pELS@EM10E0539929, pELS@EM10E0539930
z-dna	chr12:76405339-76405352	pELS (CTCF-bound)@EM10E0540161, pELS@EM10E0540162
z-dna	chr12:76405432-76405446	pELS (CTCF-bound)@EM10E0540161, pELS@EM10E0540162
z-dna	chr12:76710219-76710240	PLS (CTCF-bound)@EM10E0540320
z-dna	chr12:76710307-76710320	PLS (CTCF-bound)@EM10E0540320, PLS (CTCF-bound)@EM10E0540321
z-dna	chr12:77002356-77002434	dELS@EM10E0540489
z-dna	chr12:79029366-79029385	PLS (CTCF-bound)@EM10E0540871, pELS@EM10E0540872, pELS@EM10E0540873
z-dna	chr12:80260092-80260109	pELS (CTCF-bound)@EM10E0541608, PLS (CTCF-bound)@EM10E0541609
z-dna	chr12:80260326-80260345	PLS (CTCF-bound)@EM10E0541609
z-dna	chr12:80260548-80260570	PLS (CTCF-bound)@EM10E0541609
z-dna	chr12:80518829-80518860	pELS (CTCF-bound)@EM10E0541686, PLS (CTCF-bound)@EM10E0541687
z-dna	chr12:80518924-80518944	PLS (CTCF-bound)@EM10E0541687, pELS (CTCF-bound)@EM10E0541688
z-dna	chr12:80519151-80519168	PLS (CTCF-bound)@EM10E0541687, pELS (CTCF-bound)@EM10E0541688
z-dna	chr12:80519390-80519405	pELS (CTCF-bound)@EM10E0541688, pELS (CTCF-bound)@EM10E0541689
z-dna	chr12:80519603-80519624	pELS (CTCF-bound)@EM10E0541689
z-dna	chr12:80692931-80692947	PLS@EM10E0541746, pELS@EM10E0541747
z-dna	chr12:80757814-80757836	pELS@EM10E0541776
z-dna	chr12:80757872-80757889	pELS@EM10E0541776
z-dna	chr12:80757966-80757981	pELS@EM10E0541776
z-dna	chr12:80758029-80758051	pELS@EM10E0541776, PLS (CTCF-bound)@EM10E0541777
z-dna	chr12:80758075-80758090	pELS@EM10E0541776, PLS (CTCF-bound)@EM10E0541777
z-dna	chr12:80758156-80758171	pELS@EM10E0541776, PLS (CTCF-bound)@EM10E0541777
z-dna	chr12:80758380-80758399	PLS (CTCF-bound)@EM10E0541777, pELS@EM10E0541778
z-dna	chr12:80758519-80758534	PLS (CTCF-bound)@EM10E0541777, pELS@EM10E0541778
z-dna	chr12:80759043-80759056	pELS@EM10E0541779
z-dna	chr12:80759116-80759133	pELS@EM10E0541779
z-dna	chr12:81026854-81026881	PLS@EM10E0541945, pELS@EM10E0541946
z-dna	chr12:81027064-81027085	PLS@EM10E0541945, pELS@EM10E0541946
z-dna	chr12:81027172-81027196	PLS@EM10E0541945, pELS@EM10E0541946, pELS@EM10E0541947
z-dna	chr12:81631562-81631579	pELS@EM10E0542044
z-dna	chr12:81781000-81781015	PLS (CTCF-bound)@EM10E0542091, PLS (CTCF-bound)@EM10E0542092
z-dna	chr12:81781025-81781055	PLS (CTCF-bound)@EM10E0542091, PLS (CTCF-bound)@EM10E0542092
z-dna	chr12:82070051-82070077	dELS@EM10E0542177
z-dna	chr12:82070123-82070149	dELS@EM10E0542177
z-dna	chr12:82616844-82616873	PLS (CTCF-bound)@EM10E0542400
z-dna	chr12:82617441-82617457	pELS (CTCF-bound)@EM10E0542401, PLS@EM10E0542402
z-dna	chr12:84038573-84038588	PLS@EM10E0542837
z-dna	chr12:84038649-84038667	PLS@EM10E0542837, PLS@EM10E0542838
z-dna	chr12:84038693-84038714	PLS@EM10E0542837, PLS@EM10E0542838
z-dna	chr12:84038912-84038949	PLS@EM10E0542838
z-dna	chr12:84053623-84053641	pELS@EM10E0542847, PLS@EM10E0542848
z-dna	chr12:84053667-84053688	pELS@EM10E0542847, PLS@EM10E0542848
z-dna	chr12:84053888-84053905	PLS@EM10E0542848
z-dna	chr12:84053908-84053923	PLS@EM10E0542848, DNase-H3K4me3 (CTCF-bound)@EM10E0542849
z-dna	chr12:84069605-84069623	pELS@EM10E0542857
z-dna	chr12:84069649-84069670	pELS@EM10E0542857
z-dna	chr12:84069868-84069905	pELS@EM10E0542857
z-dna	chr12:84571291-84571309	DNase-H3K4me3@EM10E0543104
z-dna	chr12:84571437-84571450	DNase-H3K4me3@EM10E0543104, DNase-H3K4me3@EM10E0543105
z-dna	chr12:84698715-84698729	PLS (CTCF-bound)@EM10E0543142, PLS@EM10E0543143
z-dna	chr12:84699079-84699097	PLS (CTCF-bound)@EM10E0543142, PLS@EM10E0543143
z-dna	chr12:84875800-84875813	PLS@EM10E0543228, pELS@EM10E0543229
z-dna	chr12:84876866-84876883	PLS (CTCF-bound)@EM10E0543231, DNase-H3K4me3 (CTCF-bound)@EM10E0543232
z-dna	chr12:84876982-84877000	DNase-H3K4me3 (CTCF-bound)@EM10E0543232
z-dna	chr12:85151034-85151054	pELS@EM10E0543339, PLS@EM10E0543340
z-dna	chr12:85472253-85472268	pELS (CTCF-bound)@EM10E0543516
z-dna	chr12:86220914-86220933	dELS@EM10E0543881, dELS@EM10E0543882
z-dna	chr12:86421734-86421751	PLS@EM10E0543913
z-dna	chr12:86422431-86422447	pELS@EM10E0543914, pELS@EM10E0543915
z-dna	chr12:86678919-86678944	PLS (CTCF-bound)@EM10E0543981, pELS@EM10E0543982
z-dna	chr12:86679338-86679353	pELS@EM10E0543982, pELS@EM10E0543983
z-dna	chr12:86685688-86685720	dELS@EM10E0543990
z-dna	chr12:86685726-86685750	dELS@EM10E0543990
z-dna	chr12:86974880-86974893	dELS (CTCF-bound)@EM10E0544243, dELS (CTCF-bound)@EM10E0544244
z-dna	chr12:86990288-86990305	pELS (CTCF-bound)@EM10E0544252, PLS (CTCF-bound)@EM10E0544253
z-dna	chr12:87299471-87299486	pELS@EM10E0544344, PLS (CTCF-bound)@EM10E0544345, PLS@EM10E0544346
z-dna	chr12:87299664-87299679	PLS (CTCF-bound)@EM10E0544345, PLS@EM10E0544346
z-dna	chr12:87299749-87299764	PLS (CTCF-bound)@EM10E0544345, PLS@EM10E0544346
z-dna	chr12:87299842-87299870	PLS (CTCF-bound)@EM10E0544345, PLS@EM10E0544346
z-dna	chr12:87300230-87300245	pELS@EM10E0544347
z-dna	chr12:88354497-88354512	PLS@EM10E0544435
z-dna	chr12:89812193-89812211	pELS (CTCF-bound)@EM10E0544580, PLS@EM10E0544581
z-dna	chr12:89812472-89812489	PLS@EM10E0544581, pELS (CTCF-bound)@EM10E0544582
z-dna	chr12:91779145-91779161	dELS (CTCF-bound)@EM10E0544791, dELS@EM10E0544792
z-dna	chr12:95695411-95695437	pELS@EM10E0544925, PLS (CTCF-bound)@EM10E0544926, pELS (CTCF-bound)@EM10E0544927
z-dna	chr12:95695786-95695803	pELS (CTCF-bound)@EM10E0544927, pELS (CTCF-bound)@EM10E0544928
z-dna	chr12:98737463-98737491	PLS@EM10E0545152, PLS@EM10E0545153
z-dna	chr12:98737587-98737604	PLS@EM10E0545153, pELS (CTCF-bound)@EM10E0545154
z-dna	chr12:98901032-98901047	pELS@EM10E0545182, PLS (CTCF-bound)@EM10E0545183
z-dna	chr12:99965843-99965859	pELS@EM10E0545582, pELS@EM10E0545583
z-dna	chr12:99965993-99966008	pELS@EM10E0545582, pELS@EM10E0545583
z-dna	chr12:99966212-99966227	pELS@EM10E0545583
z-dna	chr12:100521251-100521301	pELS (CTCF-bound)@EM10E0545858
z-dna	chr12:100899030-100899045	pELS@EM10E0545972
z-dna	chr12:100899286-100899303	pELS@EM10E0545972, PLS@EM10E0545973
z-dna	chr12:101718348-101718366	pELS (CTCF-bound)@EM10E0546114, PLS@EM10E0546115
z-dna	chr12:101819170-101819187	PLS@EM10E0546145
z-dna	chr12:102128628-102128641	pELS@EM10E0546228, PLS@EM10E0546229, PLS (CTCF-bound)@EM10E0546230
z-dna	chr12:102128983-102129000	PLS@EM10E0546229, PLS (CTCF-bound)@EM10E0546230
z-dna	chr12:102129151-102129172	PLS (CTCF-bound)@EM10E0546230, PLS (CTCF-bound)@EM10E0546231
z-dna	chr12:102949002-102949023	PLS (CTCF-bound)@EM10E0546605, pELS (CTCF-bound)@EM10E0546606
z-dna	chr12:103241595-103241612	pELS@EM10E0546642, pELS@EM10E0546643
z-dna	chr12:103241812-103241834	pELS@EM10E0546642, pELS@EM10E0546643
z-dna	chr12:103241936-103241951	pELS@EM10E0546643, PLS (CTCF-bound)@EM10E0546644
z-dna	chr12:103242232-103242254	PLS (CTCF-bound)@EM10E0546644
z-dna	chr12:103242348-103242363	PLS (CTCF-bound)@EM10E0546644
z-dna	chr12:103242377-103242404	PLS (CTCF-bound)@EM10E0546644, pELS (CTCF-bound)@EM10E0546645
z-dna	chr12:103314624-103314677	pELS@EM10E0546659, PLS@EM10E0546660
z-dna	chr12:103532166-103532181	PLS@EM10E0546748
z-dna	chr12:103532227-103532245	PLS@EM10E0546748
z-dna	chr12:103532328-103532343	PLS@EM10E0546748
z-dna	chr12:103532553-103532572	PLS@EM10E0546748, pELS (CTCF-bound)@EM10E0546749
z-dna	chr12:104472177-104472190	pELS@EM10E0546900, pELS@EM10E0546901
z-dna	chr12:104472471-104472494	pELS@EM10E0546901
z-dna	chr12:104472685-104472700	pELS@EM10E0546901, pELS@EM10E0546902
z-dna	chr12:104472827-104472854	pELS@EM10E0546902
z-dna	chr12:104473250-104473269	PLS@EM10E0546903
z-dna	chr12:104824348-104824414	dELS@EM10E0546991
z-dna	chr12:104835798-104835856	dELS@EM10E0547000, dELS@EM10E0547001
z-dna	chr12:104864549-104864566	pELS@EM10E0547023, PLS@EM10E0547024
z-dna	chr12:104864685-104864742	pELS@EM10E0547023, PLS@EM10E0547024
z-dna	chr12:104864951-104864968	PLS@EM10E0547024, PLS@EM10E0547025
z-dna	chr12:104865076-104865094	PLS@EM10E0547024, PLS@EM10E0547025, pELS (CTCF-bound)@EM10E0547026
z-dna	chr12:104865108-104865123	PLS@EM10E0547024, PLS@EM10E0547025, pELS (CTCF-bound)@EM10E0547026
z-dna	chr12:105336737-105336757	PLS (CTCF-bound)@EM10E0547192, pELS (CTCF-bound)@EM10E0547193
z-dna	chr12:105337102-105337127	pELS (CTCF-bound)@EM10E0547193, pELS@EM10E0547194
z-dna	chr12:105862852-105862867	pELS@EM10E0547369
z-dna	chr12:107915363-107915383	DNase-H3K4me3@EM10E0547740
z-dna	chr12:107915576-107915599	DNase-H3K4me3@EM10E0547740
z-dna	chr12:107915884-107915899	DNase-H3K4me3@EM10E0547740, dELS@EM10E0547741
z-dna	chr12:107916154-107916169	dELS@EM10E0547741, dELS@EM10E0547742
z-dna	chr12:107916619-107916633	dELS@EM10E0547743
z-dna	chr12:107930554-107930569	dELS@EM10E0547761
z-dna	chr12:107980425-107980444	dELS@EM10E0547809
z-dna	chr12:107980478-107980497	dELS@EM10E0547809, dELS@EM10E0547810
z-dna	chr12:108002898-108002915	pELS@EM10E0547837, pELS@EM10E0547838
z-dna	chr12:108002918-108002935	pELS@EM10E0547837, pELS@EM10E0547838
z-dna	chr12:108003059-108003078	pELS@EM10E0547837, pELS@EM10E0547838
z-dna	chr12:108003895-108003913	PLS@EM10E0547839, pELS (CTCF-bound)@EM10E0547840
z-dna	chr12:108003983-108003998	PLS@EM10E0547839, pELS (CTCF-bound)@EM10E0547840
z-dna	chr12:108004228-108004279	pELS (CTCF-bound)@EM10E0547840
z-dna	chr12:108241132-108241172	dELS (CTCF-bound)@EM10E0547931, dELS@EM10E0547932
z-dna	chr12:108242424-108242438	dELS@EM10E0547934
z-dna	chr12:108274807-108274820	pELS (CTCF-bound)@EM10E0547969
z-dna	chr12:108275207-108275228	PLS@EM10E0547970
z-dna	chr12:108275233-108275251	PLS@EM10E0547970
z-dna	chr12:108275301-108275320	PLS@EM10E0547970, pELS@EM10E0547971
z-dna	chr12:108306479-108306495	PLS (CTCF-bound)@EM10E0547992, pELS (CTCF-bound)@EM10E0547993
z-dna	chr12:108318576-108318594	dELS@EM10E0548004
z-dna	chr12:108318721-108318736	dELS@EM10E0548004
z-dna	chr12:108328013-108328032	PLS (CTCF-bound)@EM10E0548011
z-dna	chr12:108328121-108328153	PLS (CTCF-bound)@EM10E0548011, pELS (CTCF-bound)@EM10E0548012
z-dna	chr12:108328261-108328274	PLS (CTCF-bound)@EM10E0548011, pELS (CTCF-bound)@EM10E0548012
z-dna	chr12:108328313-108328383	PLS (CTCF-bound)@EM10E0548011, pELS (CTCF-bound)@EM10E0548012
z-dna	chr12:108334233-108334248	pELS (CTCF-bound)@EM10E0548016
z-dna	chr12:108334288-108334303	pELS (CTCF-bound)@EM10E0548016
z-dna	chr12:108423012-108423025	PLS (CTCF-bound)@EM10E0548053, pELS (CTCF-bound)@EM10E0548054
z-dna	chr12:108423487-108423505	pELS (CTCF-bound)@EM10E0548055, pELS (CTCF-bound)@EM10E0548056
z-dna	chr12:108554770-108554790	PLS@EM10E0548107, pELS@EM10E0548108
z-dna	chr12:108554814-108554833	PLS@EM10E0548107, pELS@EM10E0548108
z-dna	chr12:108554869-108554900	PLS@EM10E0548107, pELS@EM10E0548108, pELS@EM10E0548109
z-dna	chr12:108554944-108554989	PLS@EM10E0548107, pELS@EM10E0548108, pELS@EM10E0548109
z-dna	chr12:108555377-108555396	pELS@EM10E0548109, pELS (CTCF-bound)@EM10E0548110
z-dna	chr12:108702041-108702054	pELS (CTCF-bound)@EM10E0548169, PLS (CTCF-bound)@EM10E0548170
z-dna	chr12:108702078-108702092	pELS (CTCF-bound)@EM10E0548169, PLS (CTCF-bound)@EM10E0548170
z-dna	chr12:108702143-108702161	PLS (CTCF-bound)@EM10E0548170
z-dna	chr12:109034038-109034051	dELS@EM10E0548307
z-dna	chr12:109052641-109052656	dELS@EM10E0548311
z-dna	chr12:109052961-109052974	dELS@EM10E0548311
z-dna	chr12:109053434-109053453	dELS@EM10E0548312, dELS@EM10E0548313
z-dna	chr12:109453096-109453113	pELS@EM10E0548384, PLS@EM10E0548385
z-dna	chr12:109453285-109453302	pELS@EM10E0548384, PLS@EM10E0548385
z-dna	chr12:109453404-109453437	PLS@EM10E0548385, PLS (CTCF-bound)@EM10E0548386
z-dna	chr12:109453469-109453483	PLS@EM10E0548385, PLS (CTCF-bound)@EM10E0548386
z-dna	chr12:109453513-109453528	PLS@EM10E0548385, PLS (CTCF-bound)@EM10E0548386
z-dna	chr12:109528404-109528419	DNase-H3K4me3 (CTCF-bound)@EM10E0548424
z-dna	chr12:109543031-109543046	DNase-H3K4me3 (CTCF-bound)@EM10E0548445
z-dna	chr12:109543095-109543114	DNase-H3K4me3 (CTCF-bound)@EM10E0548445
z-dna	chr12:110188071-110188086	PLS@EM10E0548562, pELS@EM10E0548563
z-dna	chr12:110188799-110188814	pELS@EM10E0548564, pELS@EM10E0548565
z-dna	chr12:110277986-110278007	DNase-H3K4me3@EM10E0548584, PLS (CTCF-bound)@EM10E0548585
z-dna	chr12:110278246-110278261	PLS (CTCF-bound)@EM10E0548585, DNase-H3K4me3@EM10E0548586
z-dna	chr12:110278444-110278461	PLS (CTCF-bound)@EM10E0548585, DNase-H3K4me3@EM10E0548586
z-dna	chr12:110278559-110278579	DNase-H3K4me3@EM10E0548586, DNase-H3K4me3@EM10E0548587
z-dna	chr12:110278606-110278625	DNase-H3K4me3@EM10E0548586, DNase-H3K4me3@EM10E0548587
z-dna	chr12:110278656-110278672	DNase-H3K4me3@EM10E0548586, DNase-H3K4me3@EM10E0548587
z-dna	chr12:110278783-110278796	DNase-H3K4me3@EM10E0548586, DNase-H3K4me3@EM10E0548587, PLS@EM10E0548588
z-dna	chr12:110279069-110279084	DNase-H3K4me3@EM10E0548587, PLS@EM10E0548588
z-dna	chr12:110977060-110977079	pELS@EM10E0548907
z-dna	chr12:110977300-110977315	pELS@EM10E0548907
z-dna	chr12:111006241-111006259	dELS@EM10E0548932, dELS@EM10E0548933
z-dna	chr12:111274095-111274112	DNase-H3K4me3@EM10E0549048
z-dna	chr12:111274457-111274474	DNase-H3K4me3@EM10E0549048, dELS@EM10E0549049
z-dna	chr12:111274607-111274629	dELS@EM10E0549049, dELS@EM10E0549050
z-dna	chr12:111274635-111274663	dELS@EM10E0549049, dELS@EM10E0549050
z-dna	chr12:111377042-111377058	pELS@EM10E0549089, pELS@EM10E0549090
z-dna	chr12:111377352-111377367	pELS@EM10E0549090, PLS@EM10E0549091
z-dna	chr12:111442366-111442386	PLS@EM10E0549142
z-dna	chr12:111442446-111442463	PLS@EM10E0549142
z-dna	chr12:111442896-111442915	pELS@EM10E0549143
z-dna	chr12:111445805-111445822	dELS@EM10E0549149, dELS@EM10E0549150, dELS@EM10E0549151
