"Flipon"	"Coordinates"	"miRNA (+)"	"miRNA (-)"	"miRNA (intersection)"
"z-dna"	"chr16:28575204-28575228"	""	"miR-342 (1), miR-377 (1)"	""
"z-dna"	"chr16:28575307-28575348"	""	"miR-377 (1)"	""
"z-dna"	"chr16:28827982-28827995"	""	""	""
"z-dna"	"chr16:28929403-28929426"	""	""	""
"z-dna"	"chr16:28929845-28929864"	""	""	""
"z-dna"	"chr16:28930127-28930144"	""	""	""
"z-dna"	"chr16:28930166-28930183"	""	""	""
"z-dna"	"chr16:28952724-28952750"	""	""	""
"z-dna"	"chr16:29210077-29210095"	""	""	""
"z-dna"	"chr16:29210118-29210137"	""	""	""
"z-dna"	"chr16:29221423-29221481"	""	"miR-210 (1)"	""
"z-dna"	"chr16:29480929-29480954"	"miR-329/362 (1)"	""	""
"z-dna"	"chr16:29480986-29481018"	""	""	""
"z-dna"	"chr16:29773611-29773655"	""	""	""
"z-dna"	"chr16:29814007-29814025"	""	""	""
"z-dna"	"chr16:29814078-29814093"	""	""	""
"z-dna"	"chr16:29946233-29946248"	""	""	""
"z-dna"	"chr16:29976545-29976562"	""	""	""
"z-dna"	"chr16:29976578-29976604"	""	""	""
"z-dna"	"chr16:30009018-30009035"	""	""	""
"z-dna"	"chr16:30115574-30115601"	""	""	""
"z-dna"	"chr16:30115605-30115657"	"miR-342 (2), miR-377 (2)"	"miR-210 (1)"	""
"z-dna"	"chr16:30115666-30115695"	""	"miR-210 (1)"	""
"z-dna"	"chr16:30205044-30205070"	""	""	""
"z-dna"	"chr16:30205076-30205105"	"miR-210 (1)"	""	""
"z-dna"	"chr16:30205111-30205145"	"miR-493 (1)"	""	""
"z-dna"	"chr16:30221319-30221332"	""	""	""
"z-dna"	"chr16:30243757-30243819"	""	""	""
"z-dna"	"chr16:30283065-30283082"	""	""	""
"z-dna"	"chr16:30308818-30308837"	""	""	""
"z-dna"	"chr16:30308851-30308885"	""	""	""
"z-dna"	"chr16:30459621-30459636"	""	"miR-377 (1)"	""
"z-dna"	"chr16:30459656-30459677"	""	""	""
"z-dna"	"chr16:30459696-30459717"	""	""	""
"z-dna"	"chr16:30988739-30988781"	"miR-329/362 (2)"	""	""
"z-dna"	"chr16:31089045-31089062"	""	""	""
"z-dna"	"chr16:31218848-31218865"	""	""	""
"z-dna"	"chr16:31548516-31548538"	"miR-210 (1)"	""	""
"z-dna"	"chr16:31897345-31897360"	""	""	""
"z-dna"	"chr16:32006961-32006981"	""	""	""
"z-dna"	"chr16:32580557-32580570"	""	""	""
"z-dna"	"chr16:32644563-32644582"	""	""	""
"z-dna"	"chr16:32677784-32677824"	""	""	""
"z-dna"	"chr16:32679786-32679802"	""	""	""
"z-dna"	"chr16:32680158-32680178"	""	""	""
"z-dna"	"chr16:33829964-33829979"	""	""	""
"z-dna"	"chr16:34116500-34116541"	""	""	""
"z-dna"	"chr16:34255237-34255261"	""	"miR-342 (1), miR-377 (1)"	""
"z-dna"	"chr16:34255281-34255320"	""	"miR-342 (1), miR-377 (1)"	""
"z-dna"	"chr16:34255360-34255394"	""	""	""
"z-dna"	"chr16:34333008-34333042"	"miR-210 (1)"	""	""
"z-dna"	"chr16:34333077-34333127"	""	""	""
"z-dna"	"chr16:34333162-34333196"	""	""	""
"z-dna"	"chr16:34333231-34333289"	"miR-210 (1)"	""	""
"z-dna"	"chr16:34573303-34573325"	""	""	""
"z-dna"	"chr16:34573469-34573488"	""	""	""
"z-dna"	"chr16:34573841-34573858"	""	""	""
"z-dna"	"chr16:34574057-34574070"	""	""	""
"z-dna"	"chr16:34937185-34937203"	""	""	""
"z-dna"	"chr16:34937229-34937318"	""	""	""
"z-dna"	"chr16:34937363-34937430"	"miR-210 (1)"	""	""
"z-dna"	"chr16:35155307-35155324"	""	""	""
"z-dna"	"chr16:35156551-35156564"	""	""	""
"z-dna"	"chr16:35156878-35156893"	""	""	""
"z-dna"	"chr16:35157128-35157143"	""	""	""
"z-dna"	"chr16:3516146-3516159"	""	""	""
"z-dna"	"chr16:3516246-3516262"	""	""	""
"z-dna"	"chr16:35173636-35173652"	""	""	""
"z-dna"	"chr16:35173763-35173845"	""	""	""
"z-dna"	"chr16:3521404-3521419"	""	""	""
"z-dna"	"chr16:35490697-35490710"	""	""	""
"z-dna"	"chr16:35490748-35490763"	""	""	""
"z-dna"	"chr16:35490793-35490811"	""	""	""
"z-dna"	"chr16:35490887-35490900"	""	""	""
"z-dna"	"chr16:35541308-35541323"	""	""	""
"z-dna"	"chr16:35541578-35541595"	""	""	""
"z-dna"	"chr16:35735494-35735509"	""	"miR-210 (1)"	""
"z-dna"	"chr16:35763323-35763336"	""	""	""
"z-dna"	"chr16:35768866-35768884"	""	""	""
"z-dna"	"chr16:3613221-3613237"	""	""	""
"z-dna"	"chr16:36561804-36561817"	""	""	""
"z-dna"	"chr16:36561971-36561986"	""	""	""
"z-dna"	"chr16:37384526-37384539"	"miR-744 (1)"	""	""
"z-dna"	"chr16:37384650-37384668"	""	""	""
"z-dna"	"chr16:37384679-37384755"	""	""	""
"z-dna"	"chr16:37477117-37477132"	""	""	""
"z-dna"	"chr16:37477152-37477167"	""	"miR-375 (1)"	""
"z-dna"	"chr16:37767491-37767509"	""	""	""
"z-dna"	"chr16:37865398-37865418"	""	""	""
"z-dna"	"chr16:37865473-37865514"	""	""	""
"z-dna"	"chr16:37865541-37865585"	""	""	""
"z-dna"	"chr16:37902696-37902713"	""	""	""
"z-dna"	"chr16:37916447-37916462"	""	"miR-147 (1)"	""
"z-dna"	"chr16:37916549-37916567"	""	""	""
"z-dna"	"chr16:37963904-37963934"	""	""	""
"z-dna"	"chr16:37963988-37964024"	""	""	""
"z-dna"	"chr16:37964053-37964075"	""	""	""
"z-dna"	"chr16:3800961-3800977"	""	""	""
"z-dna"	"chr16:38254149-38254165"	""	""	""
"z-dna"	"chr16:38304849-38304862"	""	""	""
"z-dna"	"chr16:38742237-38742252"	""	""	""
"z-dna"	"chr16:38742467-38742482"	""	""	""
"z-dna"	"chr16:38820272-38820294"	""	""	""
"z-dna"	"chr16:38820307-38820341"	""	""	""
"z-dna"	"chr16:38820367-38820411"	"miR-329/362 (1)"	""	""
"z-dna"	"chr16:38822023-38822047"	""	""	""
"z-dna"	"chr16:38822100-38822137"	""	""	""
"z-dna"	"chr16:39499534-39499579"	""	"miR-377 (1)"	""
"z-dna"	"chr16:39984745-39984762"	""	""	""
"z-dna"	"chr16:39985001-39985063"	""	""	""
"z-dna"	"chr16:40221395-40221417"	""	""	""
"z-dna"	"chr16:40759654-40759667"	""	""	""
"z-dna"	"chr16:41078371-41078387"	""	""	""
"z-dna"	"chr16:41078393-41078450"	""	""	""
"z-dna"	"chr16:41533249-41533262"	""	""	""
"z-dna"	"chr16:41533329-41533347"	""	""	""
"z-dna"	"chr16:41533556-41533605"	""	""	""
"z-dna"	"chr16:41533632-41533671"	""	""	""
"z-dna"	"chr16:41975335-41975355"	""	""	""
"z-dna"	"chr16:41975366-41975391"	"miR-329/362 (1)"	""	""
"z-dna"	"chr16:41975421-41975446"	""	""	""
"z-dna"	"chr16:42003631-42003646"	""	"miR-455 (1)"	""
"z-dna"	"chr16:42416416-42416429"	""	""	""
"z-dna"	"chr16:4268416-4268429"	""	""	""
"z-dna"	"chr16:4343624-4343643"	""	""	""
"z-dna"	"chr16:4420013-4420030"	""	""	""
"z-dna"	"chr16:4420288-4420309"	""	""	""
"z-dna"	"chr16:44245311-44245328"	""	""	""
"z-dna"	"chr16:44254086-44254099"	""	""	""
"z-dna"	"chr16:44320419-44320440"	"miR-329/362 (2)"	""	""
"z-dna"	"chr16:44320600-44320629"	""	""	""
"z-dna"	"chr16:44320635-44320683"	"miR-329/362 (1)"	""	""
"z-dna"	"chr16:44537883-44537910"	"miR-329/362 (1)"	""	""
"z-dna"	"chr16:44537939-44537968"	"miR-329/362 (1)"	""	""
"z-dna"	"chr16:44537984-44538013"	""	""	""
"z-dna"	"chr16:44558514-44558546"	""	"miR-210 (1)"	""
"z-dna"	"chr16:45061973-45061986"	""	""	""
"z-dna"	"chr16:45707919-45707945"	""	""	""
"z-dna"	"chr16:4594381-4594396"	""	""	""
"z-dna"	"chr16:4595031-4595047"	""	""	""
"z-dna"	"chr16:46405542-46405614"	"miR-147 (1)"	""	""
"z-dna"	"chr16:46496566-46496583"	""	""	""
"z-dna"	"chr16:46496796-46496817"	""	""	""
"z-dna"	"chr16:46496863-46496881"	""	"miR-1197 (1)"	""
"z-dna"	"chr16:46588106-46588138"	""	""	""
"z-dna"	"chr16:46679615-46679685"	""	"miR-210 (2), miR-493 (1)"	""
"z-dna"	"chr16:46718226-46718243"	""	""	""
"z-dna"	"chr16:46723660-46723677"	""	""	""
"z-dna"	"chr16:46867739-46867754"	""	""	""
"z-dna"	"chr16:47697113-47697130"	""	""	""
"z-dna"	"chr16:47860608-47860653"	""	"miR-377 (1)"	""
"z-dna"	"chr16:48033867-48033889"	""	""	""
"z-dna"	"chr16:4816112-4816127"	""	""	""
"z-dna"	"chr16:48184866-48184880"	"miR-455 (1)"	""	""
"z-dna"	"chr16:48425831-48425844"	""	""	""
"z-dna"	"chr16:48543156-48543174"	""	""	""
"z-dna"	"chr16:4858233-4858250"	""	""	""
"z-dna"	"chr16:48624773-48624823"	""	"miR-210 (1)"	""
"z-dna"	"chr16:48750236-48750251"	""	""	""
"z-dna"	"chr16:48750326-48750343"	""	""	""
"z-dna"	"chr16:49025506-49025523"	""	""	""
"z-dna"	"chr16:49741656-49741696"	""	""	""
"z-dna"	"chr16:49786189-49786204"	""	""	""
"z-dna"	"chr16:50141860-50141877"	""	""	""
"z-dna"	"chr16:50343298-50343318"	""	"miR-210 (1)"	""
"z-dna"	"chr16:50610886-50610922"	""	""	""
"z-dna"	"chr16:50610971-50611008"	""	""	""
"z-dna"	"chr16:51103154-51103167"	""	""	""
"z-dna"	"chr16:51227025-51227109"	""	""	""
"z-dna"	"chr16:51227161-51227185"	""	""	""
"z-dna"	"chr16:51227189-51227223"	""	""	""
"z-dna"	"chr16:5132386-5132401"	""	""	""
"z-dna"	"chr16:51581551-51581566"	""	"miR-455 (1)"	""
"z-dna"	"chr16:52301174-52301206"	""	""	""
"z-dna"	"chr16:52301212-52301228"	""	""	""
"z-dna"	"chr16:52301330-52301356"	""	""	""
"z-dna"	"chr16:52706799-52706813"	"miR-455 (1)"	""	""
"z-dna"	"chr16:53370349-53370377"	""	""	""
"z-dna"	"chr16:5340533-5340555"	""	""	""
"z-dna"	"chr16:53676186-53676207"	""	""	""
"z-dna"	"chr16:53676368-53676383"	""	"miR-455 (1)"	""
"z-dna"	"chr16:54222058-54222073"	""	"miR-455 (1)"	""
"z-dna"	"chr16:54892104-54892187"	""	"miR-210 (2)"	""
"z-dna"	"chr16:55026205-55026220"	""	""	""
"z-dna"	"chr16:55468992-55469038"	""	""	""
"z-dna"	"chr16:55680218-55680235"	""	""	""
"z-dna"	"chr16:55709161-55709203"	""	""	""
"z-dna"	"chr16:56335464-56335480"	""	""	""
"z-dna"	"chr16:5644978-5644999"	""	""	""
"z-dna"	"chr16:57540028-57540049"	""	""	""
"z-dna"	"chr16:57540060-57540078"	""	""	""
"z-dna"	"chr16:57540107-57540132"	""	""	""
"z-dna"	"chr16:57878489-57878506"	""	""	""
"z-dna"	"chr16:58306952-58306969"	""	""	""
"z-dna"	"chr16:58430000-58430020"	""	""	""
"z-dna"	"chr16:58799013-58799045"	""	""	""
"z-dna"	"chr16:5884953-5885008"	"miR-342 (1), miR-377 (1)"	""	""
"z-dna"	"chr16:5885012-5885036"	""	""	""
"z-dna"	"chr16:5885333-5885350"	""	""	""
"z-dna"	"chr16:5885455-5885477"	""	""	""
"z-dna"	"chr16:59058595-59058608"	""	""	""
"z-dna"	"chr16:59058805-59058818"	""	""	""
"z-dna"	"chr16:59061617-59061630"	""	""	""
"z-dna"	"chr16:59526228-59526321"	""	"miR-210 (1)"	""
"z-dna"	"chr16:60605294-60605314"	"miR-335 (1)"	""	""
"z-dna"	"chr16:60833526-60833556"	""	""	""
"z-dna"	"chr16:60864133-60864190"	"miR-210 (1)"	""	""
"z-dna"	"chr16:60884166-60884183"	""	""	""
"z-dna"	"chr16:60931557-60931574"	""	""	""
"z-dna"	"chr16:61273594-61273657"	"miR-329/362 (2)"	""	""
"z-dna"	"chr16:61297272-61297329"	""	""	""
"z-dna"	"chr16:61330490-61330505"	""	"miR-455 (1)"	""
"z-dna"	"chr16:62083077-62083145"	"miR-210 (1)"	"miR-329/362 (1)"	""
"z-dna"	"chr16:62210040-62210124"	"miR-342 (1), miR-377 (1)"	""	""
"z-dna"	"chr16:62966867-62966884"	""	""	""
"z-dna"	"chr16:6348547-6348563"	""	""	""
"z-dna"	"chr16:6349101-6349122"	""	""	""
"z-dna"	"chr16:63857101-63857118"	""	""	""
"z-dna"	"chr16:63880406-63880421"	""	"miR-455 (1)"	""
"z-dna"	"chr16:6518145-6518160"	""	""	""
"z-dna"	"chr16:6518217-6518264"	""	""	""
"z-dna"	"chr16:65606222-65606271"	""	""	""
"z-dna"	"chr16:65812346-65812373"	""	""	""
"z-dna"	"chr16:65815421-65815441"	""	""	""
"z-dna"	"chr16:66016945-66017011"	"miR-329/362 (1)"	""	""
"z-dna"	"chr16:66453660-66453700"	""	"miR-377 (1)"	""
"z-dna"	"chr16:66475401-66475429"	""	""	""
"z-dna"	"chr16:6683865-6683880"	""	"miR-455 (1)"	""
"z-dna"	"chr16:67005895-67005914"	""	""	""
"z-dna"	"chr16:67005946-67006045"	""	""	""
"z-dna"	"chr16:67077231-67077310"	"miR-501/502 (1)"	""	""
"z-dna"	"chr16:67077314-67077350"	""	""	""
"z-dna"	"chr16:67077411-67077433"	""	""	""
"z-dna"	"chr16:67213639-67213681"	""	"miR-329/362 (1)"	""
"z-dna"	"chr16:6756232-6756245"	""	""	""
"z-dna"	"chr16:67617852-67617869"	""	"miR-25/32/92/363/367 (1)"	""
"z-dna"	"chr16:67618024-67618094"	""	"miR-324 (1)"	""
"z-dna"	"chr16:67618096-67618135"	"miR-342 (1), miR-377 (1)"	"miR-210 (1), miR-214 (1)"	""
"z-dna"	"chr16:68370738-68370775"	""	""	""
"z-dna"	"chr16:68928436-68928449"	""	""	""
"z-dna"	"chr16:69200348-69200368"	""	""	""
"z-dna"	"chr16:69257547-69257573"	""	""	""
"z-dna"	"chr16:69257575-69257591"	""	""	""
"z-dna"	"chr16:69257599-69257625"	""	""	""
"z-dna"	"chr16:69342402-69342463"	""	""	""
"z-dna"	"chr16:69342529-69342570"	""	""	""
"z-dna"	"chr16:69342581-69342623"	""	""	""
"z-dna"	"chr16:69342631-69342647"	""	""	""
"z-dna"	"chr16:69715270-69715351"	"miR-210 (2)"	""	""
"z-dna"	"chr16:69753598-69753624"	""	""	""
"z-dna"	"chr16:70073441-70073477"	""	""	""
"z-dna"	"chr16:70114750-70114764"	"miR-455 (1)"	""	""
"z-dna"	"chr16:70224865-70224882"	""	""	""
"z-dna"	"chr16:70321484-70321537"	""	""	""
"z-dna"	"chr16:70321610-70321635"	""	""	""
"z-dna"	"chr16:70777483-70777508"	""	"miR-342 (1), miR-377 (2)"	""
"z-dna"	"chr16:70777572-70777596"	""	"miR-342 (1), miR-377 (1)"	""
"z-dna"	"chr16:70777616-70777638"	""	"miR-342 (1), miR-377 (2)"	""
"z-dna"	"chr16:70777666-70777705"	"miR-210 (1)"	""	""
"z-dna"	"chr16:70777716-70777738"	""	"miR-342 (1), miR-377 (1)"	""
"z-dna"	"chr16:70777750-70777767"	""	""	""
"z-dna"	"chr16:70777819-70777837"	""	"miR-377 (1)"	""
"z-dna"	"chr16:70777926-70777941"	"miR-210 (1)"	""	""
"z-dna"	"chr16:70777943-70777982"	""	"miR-181 (1), miR-342 (1), miR-377 (2)"	""
"z-dna"	"chr16:71248664-71248677"	""	""	""
"z-dna"	"chr16:71283561-71283650"	""	""	""
"z-dna"	"chr16:71494127-71494142"	""	"miR-455 (1)"	""
"z-dna"	"chr16:71819833-71819925"	""	""	""
"z-dna"	"chr16:71819955-71820049"	"miR-329/362 (1)"	""	""
"z-dna"	"chr16:71820055-71820096"	"miR-329/362 (1)"	""	""
"z-dna"	"chr16:71871794-71871893"	""	"miR-210 (1)"	""
"z-dna"	"chr16:71985706-71985723"	""	""	""
"z-dna"	"chr16:72343490-72343557"	""	"miR-218 (1)"	""
"z-dna"	"chr16:72612291-72612353"	""	""	""
"z-dna"	"chr16:72663784-72663797"	""	""	""
"z-dna"	"chr16:7278232-7278299"	""	""	""
"z-dna"	"chr16:7278373-7278398"	"miR-329/362 (1)"	""	""
"z-dna"	"chr16:7278439-7278465"	""	""	""
"z-dna"	"chr16:7278549-7278569"	""	""	""
"z-dna"	"chr16:72853154-72853171"	""	""	""
"z-dna"	"chr16:72853183-72853213"	"miR-210 (1)"	"miR-329/362 (1)"	""
"z-dna"	"chr16:73106325-73106367"	"miR-329/362 (1)"	""	""
"z-dna"	"chr16:73720894-73720926"	""	""	""
"z-dna"	"chr16:73720931-73720972"	""	""	""
"z-dna"	"chr16:73720982-73721014"	""	""	""
"z-dna"	"chr16:73721016-73721095"	"miR-210 (2)"	""	""
"z-dna"	"chr16:73901908-73901924"	""	""	""
"z-dna"	"chr16:73901974-73901990"	""	""	""
"z-dna"	"chr16:73902003-73902062"	""	""	""
"z-dna"	"chr16:74075288-74075361"	""	""	""
"z-dna"	"chr16:74075584-74075613"	""	""	""
"z-dna"	"chr16:74404378-74404404"	""	"miR-210 (1), miR-299 (1), miR-448 (1)"	""
"z-dna"	"chr16:74404411-74404434"	""	""	""
"z-dna"	"chr16:74653952-74653968"	""	""	""
"z-dna"	"chr16:74654030-74654056"	""	""	""
"z-dna"	"chr16:74654064-74654139"	""	"miR-377 (1)"	""
"z-dna"	"chr16:75200985-75201017"	""	""	""
"z-dna"	"chr16:75201025-75201050"	""	""	""
"z-dna"	"chr16:75291756-75291804"	""	""	""
"z-dna"	"chr16:75592834-75592854"	""	""	""
"z-dna"	"chr16:75640476-75640493"	""	""	""
"z-dna"	"chr16:75641718-75641733"	""	"miR-455 (1)"	""
"z-dna"	"chr16:75677003-75677050"	"miR-329/362 (2)"	""	""
"z-dna"	"chr16:75677058-75677114"	"miR-329/362 (1), miR-377 (1)"	""	""
"z-dna"	"chr16:75677150-75677166"	"miR-329/362 (1)"	""	""
"z-dna"	"chr16:75677170-75677221"	""	""	""
"z-dna"	"chr16:75677258-75677291"	"miR-329/362 (1)"	""	""
"z-dna"	"chr16:75683323-75683340"	""	""	""
"z-dna"	"chr16:75781834-75781869"	""	""	""
"z-dna"	"chr16:75781941-75781989"	""	""	""
"z-dna"	"chr16:76103831-76103870"	""	""	""
"z-dna"	"chr16:76103952-76103972"	""	""	""
"z-dna"	"chr16:76217210-76217272"	""	""	""
"z-dna"	"chr16:76505688-76505734"	"miR-329/362 (1)"	"miR-218 (1)"	""
"z-dna"	"chr16:76505745-76505777"	""	""	""
"z-dna"	"chr16:76505799-76505832"	"miR-329/362 (1)"	""	""
"z-dna"	"chr16:76844358-76844399"	""	"miR-377 (1)"	""
"z-dna"	"chr16:77466345-77466397"	"miR-342 (1), miR-377 (1)"	"miR-210 (1)"	""
"z-dna"	"chr16:77466418-77466465"	"miR-329/362 (1), miR-486 (1)"	""	""
"z-dna"	"chr16:77744546-77744560"	"miR-455 (1)"	""	""
"z-dna"	"chr16:77944796-77944811"	""	""	""
"z-dna"	"chr16:78302026-78302044"	""	""	""
"z-dna"	"chr16:78731334-78731352"	""	""	""
"z-dna"	"chr16:79195277-79195294"	""	""	""
"z-dna"	"chr16:79221088-79221103"	""	""	""
"z-dna"	"chr16:79224245-79224260"	""	""	""
"z-dna"	"chr16:79275877-79275890"	""	""	""
"z-dna"	"chr16:7982176-7982202"	"miR-342 (1), miR-377 (1)"	"miR-210 (1)"	""
"z-dna"	"chr16:79962035-79962077"	""	""	""
"z-dna"	"chr16:79962079-79962097"	""	""	""
"z-dna"	"chr16:79962171-79962229"	""	""	""
"z-dna"	"chr16:80072155-80072172"	""	""	""
"z-dna"	"chr16:80195126-80195139"	""	""	""
"z-dna"	"chr16:80898448-80898466"	""	""	""
"z-dna"	"chr16:81200585-81200602"	""	""	""
"z-dna"	"chr16:81200607-81200623"	""	""	""
"z-dna"	"chr16:81970738-81970752"	""	""	""
"z-dna"	"chr16:82560807-82560827"	""	""	""
"z-dna"	"chr16:82560987-82561015"	"miR-210 (1)"	""	""
"z-dna"	"chr16:82561089-82561118"	""	""	""
"z-dna"	"chr16:82561151-82561197"	""	""	""
"z-dna"	"chr16:82634957-82634970"	""	""	""
"z-dna"	"chr16:82638956-82638973"	""	""	""
"z-dna"	"chr16:82640501-82640515"	"miR-455 (1)"	""	""
"z-dna"	"chr16:8293363-8293420"	""	""	""
"z-dna"	"chr16:8293463-8293511"	""	""	""
"z-dna"	"chr16:83058159-83058185"	""	""	""
"z-dna"	"chr16:83072636-83072649"	""	""	""
"z-dna"	"chr16:83199801-83199822"	""	""	""
"z-dna"	"chr16:83200038-83200054"	""	""	""
"z-dna"	"chr16:83378217-83378247"	""	""	""
"z-dna"	"chr16:83399346-83399361"	""	"miR-455 (1)"	""
"z-dna"	"chr16:83643243-83643272"	"miR-342 (1), miR-377 (1)"	""	""
"z-dna"	"chr16:83643279-83643300"	"miR-342 (1), miR-377 (1)"	""	""
"z-dna"	"chr16:83974131-83974181"	""	""	""
"z-dna"	"chr16:8424632-8424653"	""	""	""
"z-dna"	"chr16:8424755-8424771"	""	""	""
"z-dna"	"chr16:84325647-84325665"	""	""	""
"z-dna"	"chr16:84325673-84325691"	"miR-210 (1)"	""	""
"z-dna"	"chr16:84325862-84325892"	""	""	""
"z-dna"	"chr16:84329839-84329889"	""	""	""
"z-dna"	"chr16:84668401-84668419"	""	"miR-25/32/92/363/367 (1)"	""
"z-dna"	"chr16:8475173-8475186"	""	""	""
"z-dna"	"chr16:84774472-84774487"	""	""	""
"z-dna"	"chr16:84884697-84884714"	""	""	""
"z-dna"	"chr16:8513587-8513607"	""	""	""
"z-dna"	"chr16:85173362-85173382"	""	""	""
"z-dna"	"chr16:85418944-85418994"	""	""	""
"z-dna"	"chr16:85484591-85484610"	""	""	""
"z-dna"	"chr16:85510437-85510456"	""	"miR-431 (1)"	""
"z-dna"	"chr16:85802543-85802572"	""	"miR-744 (1)"	""
"z-dna"	"chr16:85802874-85802889"	""	""	""
"z-dna"	"chr16:85803717-85803741"	""	""	""
"z-dna"	"chr16:85803868-85803908"	""	""	""
"z-dna"	"chr16:85809249-85809296"	"miR-342 (1), miR-377 (1)"	""	""
"z-dna"	"chr16:85845845-85845880"	""	""	""
"z-dna"	"chr16:85899773-85899788"	""	""	""
"z-dna"	"chr16:85900740-85900757"	""	""	""
"z-dna"	"chr16:86040946-86041002"	""	""	""
"z-dna"	"chr16:86750094-86750118"	""	""	""
"z-dna"	"chr16:86750160-86750240"	""	""	""
"z-dna"	"chr16:86750568-86750600"	""	""	""
"z-dna"	"chr16:86750611-86750654"	""	""	""
"z-dna"	"chr16:86824604-86824646"	""	"miR-210 (1)"	""
"z-dna"	"chr16:86846439-86846511"	"miR-329/362 (1)"	""	""
"z-dna"	"chr16:86940862-86940879"	""	""	""
"z-dna"	"chr16:87140580-87140593"	""	""	""
"z-dna"	"chr16:87159738-87159788"	""	""	""
"z-dna"	"chr16:87314222-87314288"	"miR-329/362 (1)"	""	""
"z-dna"	"chr16:87314300-87314341"	""	""	""
"z-dna"	"chr16:87314431-87314450"	""	"miR-210 (1)"	""
"z-dna"	"chr16:87314471-87314491"	""	""	""
"z-dna"	"chr16:87314495-87314515"	""	""	""
"z-dna"	"chr16:87341954-87341985"	""	"miR-342 (1), miR-377 (1)"	""
"z-dna"	"chr16:87342010-87342040"	""	""	""
"z-dna"	"chr16:87600302-87600354"	""	"miR-210 (1)"	""
"z-dna"	"chr16:87600366-87600390"	""	""	""
"z-dna"	"chr16:87600393-87600426"	"miR-329/362 (1)"	""	""
"z-dna"	"chr16:87600428-87600514"	""	"miR-210 (1)"	""
"z-dna"	"chr16:87901110-87901125"	""	""	""
"z-dna"	"chr16:87901129-87901148"	""	""	""
"z-dna"	"chr16:87901252-87901267"	""	""	""
"z-dna"	"chr16:87901426-87901446"	""	""	""
"z-dna"	"chr16:87901462-87901477"	""	""	""
"z-dna"	"chr16:87901519-87901546"	""	""	""
"z-dna"	"chr16:87901608-87901622"	"miR-210 (1)"	""	""
"z-dna"	"chr16:87901658-87901673"	""	""	""
"z-dna"	"chr16:87901687-87901702"	""	""	""
"z-dna"	"chr16:87901717-87901753"	""	""	""
"z-dna"	"chr16:87901842-87901859"	""	""	""
"z-dna"	"chr16:87901899-87901914"	""	""	""
"z-dna"	"chr16:88103196-88103281"	""	"miR-329/362 (1), miR-342 (2), miR-377 (2)"	""
"z-dna"	"chr16:88289477-88289490"	""	""	""
"z-dna"	"chr16:88762949-88762975"	""	""	""
"z-dna"	"chr16:88967166-88967183"	""	""	""
"z-dna"	"chr16:89037928-89038026"	"miR-210 (3)"	"miR-342 (1), miR-377 (1)"	""
"z-dna"	"chr16:89062549-89062616"	""	""	""
"z-dna"	"chr16:89062684-89062713"	""	"miR-342 (1), miR-377 (2)"	""
"z-dna"	"chr16:89062735-89062765"	""	"miR-342 (1), miR-377 (2)"	""
"z-dna"	"chr16:89062793-89062813"	""	"miR-377 (1)"	""
"z-dna"	"chr16:89312061-89312086"	"miR-329/362 (1)"	""	""
"z-dna"	"chr16:89312155-89312243"	""	""	""
"z-dna"	"chr16:89676560-89676578"	""	""	""
"z-dna"	"chr16:8980343-8980391"	""	""	""
"z-dna"	"chr16:89885216-89885238"	""	""	""
"z-dna"	"chr16:90062155-90062172"	""	""	""
"z-dna"	"chr16:9007412-9007427"	""	""	""
"z-dna"	"chr16:90143238-90143282"	"miR-329/362 (1)"	""	""
"z-dna"	"chr16:90152530-90152554"	""	"miR-210 (1)"	""
"z-dna"	"chr16:90152581-90152618"	""	"miR-210 (1)"	""
"z-dna"	"chr16:90385774-90385804"	""	""	""
"z-dna"	"chr16:90385889-90385904"	""	""	""
"z-dna"	"chr16:90386219-90386232"	""	""	""
"z-dna"	"chr16:90386301-90386318"	""	""	""
"z-dna"	"chr16:90386620-90386635"	""	""	""
"z-dna"	"chr16:90386724-90386739"	""	""	""
"z-dna"	"chr16:90524429-90524465"	"miR-210 (1)"	"miR-377 (1)"	""
"z-dna"	"chr16:90690072-90690158"	""	"miR-210 (3)"	""
"z-dna"	"chr16:90831242-90831270"	""	""	""
"z-dna"	"chr16:90971846-90971909"	"miR-210 (1)"	"miR-329/362 (1), miR-377 (1)"	""
"z-dna"	"chr16:91073618-91073635"	""	""	""
"z-dna"	"chr16:91080776-91080814"	""	""	""
"z-dna"	"chr16:9109730-9109747"	""	""	""
"z-dna"	"chr16:91171571-91171606"	""	""	""
"z-dna"	"chr16:91171661-91171682"	"miR-342 (1), miR-377 (1)"	""	""
"z-dna"	"chr16:91171706-91171734"	"miR-342 (1), miR-377 (1)"	""	""
"z-dna"	"chr16:91171736-91171764"	"miR-329/362 (1), miR-342 (1), miR-377 (1)"	""	""
"z-dna"	"chr16:91171805-91171873"	"miR-342 (2), miR-377 (2)"	""	""
"z-dna"	"chr16:91219916-91219931"	""	""	""
"z-dna"	"chr16:91225335-91225348"	""	""	""
"z-dna"	"chr16:91226753-91226768"	""	""	""
"z-dna"	"chr16:91226805-91226822"	""	""	""
"z-dna"	"chr16:91227005-91227018"	""	""	""
"z-dna"	"chr16:91227020-91227039"	""	""	""
"z-dna"	"chr16:91227635-91227648"	""	""	""
"z-dna"	"chr16:91270050-91270068"	""	""	""
"z-dna"	"chr16:91270354-91270372"	""	""	""
