Gene ID	Transcript ID	Gene Name	Gene Type	Flipon	Flipons per promoter
ENSMUSG00000025909.16	ENSMUST00000140295.7	Sntg1	protein_coding	g4	1
ENSMUSG00000025909.16	ENSMUST00000140295.7	Sntg1	protein_coding	z-dna	1
ENSMUSG00000025892.16	ENSMUST00000212533.1	Gria4	protein_coding	g4	1
ENSMUSG00000025892.16	ENSMUST00000212533.1	Gria4	protein_coding	z-dna	1
ENSMUSG00000025870.10	ENSMUST00000026988.10	Arl10	protein_coding	g4	1
ENSMUSG00000025867.8	ENSMUST00000026985.8	Cplx2	protein_coding	h-dna	1
ENSMUSG00000025856.15	ENSMUST00000076095.13	Pdgfa	protein_coding	g4	1
ENSMUSG00000025854.15	ENSMUST00000026972.7	Fam20c	protein_coding	g4	1
ENSMUSG00000025812.18	ENSMUST00000162536.7	Pard3	protein_coding	z-dna	1
ENSMUSG00000025812.18	ENSMUST00000162456.7	Pard3	protein_coding	h-dna	1
ENSMUSG00000025812.18	ENSMUST00000160766.7	Pard3	protein_coding	g4	1
ENSMUSG00000025790.14	ENSMUST00000026897.13	Slco3a1	protein_coding	z-dna	1
ENSMUSG00000025789.9	ENSMUST00000026896.9	St8sia2	protein_coding	h-dna	1
ENSMUSG00000025739.13	ENSMUST00000115108.3	Gng13	protein_coding	z-dna	1
ENSMUSG00000025727.8	ENSMUST00000162431.1	A930017K11Rik	protein_coding	z-dna	1
ENSMUSG00000025702.15	ENSMUST00000203193.2	Marchf8	protein_coding	z-dna	1
ENSMUSG00000025665.16	ENSMUST00000113428.8	Rps6ka6	protein_coding	g4	1
ENSMUSG00000025665.16	ENSMUST00000113428.8	Rps6ka6	protein_coding	z-dna	1
ENSMUSG00000025665.16	ENSMUST00000065976.11	Rps6ka6	protein_coding	g4	1
ENSMUSG00000025930.6	ENSMUST00000027062.6	Msc	protein_coding	g4	1
ENSMUSG00000025964.15	ENSMUST00000114103.7	Adam23	protein_coding	z-dna	1
ENSMUSG00000025650.13	ENSMUST00000112070.7	Col7a1	protein_coding	g4	1
ENSMUSG00000025964.15	ENSMUST00000114107.2	Adam23	protein_coding	g4	1
ENSMUSG00000026131.20	ENSMUST00000183034.4	Dst	protein_coding	g4	1
ENSMUSG00000026131.20	ENSMUST00000097786.9	Dst	protein_coding	z-dna	1
ENSMUSG00000026121.13	ENSMUST00000195620.5	Sema4c	protein_coding	z-dna	1
ENSMUSG00000026121.13	ENSMUST00000191642.5	Sema4c	protein_coding	g4	1
ENSMUSG00000026117.10	ENSMUST00000027291.6	Zap70	protein_coding	sidd	1
ENSMUSG00000026109.14	ENSMUST00000081851.3	Tmeff2	protein_coding	g4	1
ENSMUSG00000026090.16	ENSMUST00000162875.7	2010300C02Rik	protein_coding	g4	1
ENSMUSG00000026090.16	ENSMUST00000162875.7	2010300C02Rik	protein_coding	h-dna	1
ENSMUSG00000026090.16	ENSMUST00000162875.7	2010300C02Rik	protein_coding	z-dna	1
ENSMUSG00000026072.12	ENSMUST00000114795.2	Il1r1	protein_coding	z-dna	1
ENSMUSG00000026070.15	ENSMUST00000193391.5	Il18r1	protein_coding	z-dna	1
ENSMUSG00000026062.12	ENSMUST00000192345.1	Slc9a2	protein_coding	g4	1
ENSMUSG00000026062.12	ENSMUST00000192345.1	Slc9a2	protein_coding	z-dna	1
ENSMUSG00000026058.11	ENSMUST00000027226.11	Khdrbs2	protein_coding	z-dna	1
ENSMUSG00000026014.15	ENSMUST00000140485.7	Raph1	protein_coding	g4	1
ENSMUSG00000025997.13	ENSMUST00000187184.6	Ikzf2	protein_coding	g4	1
ENSMUSG00000025983.11	ENSMUST00000163072.7	Ccdc150	protein_coding	h-dna	1
ENSMUSG00000025977.15	ENSMUST00000114423.6	Boll	protein_coding	g4	1
ENSMUSG00000025977.15	ENSMUST00000114423.6	Boll	protein_coding	z-dna	1
ENSMUSG00000025658.16	ENSMUST00000112513.1	Cnksr2	protein_coding	g4	1
ENSMUSG00000025608.9	ENSMUST00000026698.7	Podxl	protein_coding	g4	1
ENSMUSG00000025094.8	ENSMUST00000026084.4	Slc18a2	protein_coding	g4	1
ENSMUSG00000025468.15	ENSMUST00000026541.14	Caly	protein_coding	z-dna	1
ENSMUSG00000025425.18	ENSMUST00000075290.7	St8sia5	protein_coding	g4	1
ENSMUSG00000025380.2	ENSMUST00000026445.2	Fscn2	protein_coding	g4	1
ENSMUSG00000025330.6	ENSMUST00000026381.6	Padi4	protein_coding	g4	1
ENSMUSG00000025318.13	ENSMUST00000026357.11	Jph3	protein_coding	sidd	1
ENSMUSG00000025265.14	ENSMUST00000026296.7	Fgd1	protein_coding	h-dna	1
ENSMUSG00000025229.15	ENSMUST00000026259.15	Pitx3	protein_coding	g4	1
ENSMUSG00000025219.13	ENSMUST00000111928.7	Fgf8	protein_coding	z-dna	1
ENSMUSG00000025219.13	ENSMUST00000111925.1	Fgf8	protein_coding	g4	1
ENSMUSG00000025216.9	ENSMUST00000099401.5	Lbx1	protein_coding	h-dna	1
ENSMUSG00000025215.10	ENSMUST00000026236.10	Tlx1	protein_coding	g4	1
ENSMUSG00000025215.10	ENSMUST00000026236.10	Tlx1	protein_coding	h-dna	1
ENSMUSG00000025215.10	ENSMUST00000026236.10	Tlx1	protein_coding	z-dna	1
ENSMUSG00000025185.14	ENSMUST00000164786.7	Loxl4	protein_coding	z-dna	1
ENSMUSG00000025171.2	ENSMUST00000026170.2	Ubtd1	protein_coding	g4	1
ENSMUSG00000025128.7	ENSMUST00000026120.7	Bhlhe22	protein_coding	g4	1
ENSMUSG00000025128.7	ENSMUST00000026120.7	Bhlhe22	protein_coding	z-dna	1
ENSMUSG00000025127.15	ENSMUST00000026119.7	Gcgr	protein_coding	g4	1
ENSMUSG00000025127.15	ENSMUST00000026119.7	Gcgr	protein_coding	z-dna	1
ENSMUSG00000025105.10	ENSMUST00000026096.9	Bnc1	protein_coding	z-dna	1
ENSMUSG00000025425.18	ENSMUST00000075290.7	St8sia5	protein_coding	z-dna	1
ENSMUSG00000025469.10	ENSMUST00000172775.3	Msx3	protein_coding	g4	1
ENSMUSG00000025608.9	ENSMUST00000026698.7	Podxl	protein_coding	z-dna	1
ENSMUSG00000025475.17	ENSMUST00000026548.13	Adgra1	protein_coding	sidd	1
ENSMUSG00000025586.17	ENSMUST00000178892.2	Cpeb1	protein_coding	h-dna	1
ENSMUSG00000025586.17	ENSMUST00000178892.2	Cpeb1	protein_coding	z-dna	1
ENSMUSG00000025582.4	ENSMUST00000026670.4	Nptx1	protein_coding	z-dna	1
ENSMUSG00000025578.9	ENSMUST00000026663.7	Cbx8	protein_coding	z-dna	1
ENSMUSG00000025577.7	ENSMUST00000026662.7	Cbx2	protein_coding	g4	1
ENSMUSG00000025577.7	ENSMUST00000026662.7	Cbx2	protein_coding	z-dna	1
ENSMUSG00000025557.10	ENSMUST00000088386.7	Slc15a1	protein_coding	g4	1
ENSMUSG00000025551.13	ENSMUST00000026631.5	Fgf14	protein_coding	g4	1
ENSMUSG00000025529.14	ENSMUST00000113409.7	Zfp711	protein_coding	h-dna	1
ENSMUSG00000025529.14	ENSMUST00000113409.7	Zfp711	protein_coding	z-dna	1
ENSMUSG00000025515.15	ENSMUST00000167366.2	Muc2	protein_coding	g4	1
ENSMUSG00000025515.15	ENSMUST00000167366.2	Muc2	protein_coding	z-dna	1
ENSMUSG00000025504.14	ENSMUST00000026577.12	Eps8l2	protein_coding	g4	1
ENSMUSG00000025496.5	ENSMUST00000026569.5	Drd4	protein_coding	z-dna	1
ENSMUSG00000025482.11	ENSMUST00000106049.1	Odf3	protein_coding	g4	1
ENSMUSG00000025478.15	ENSMUST00000026551.14	Dpysl4	protein_coding	g4	1
ENSMUSG00000025478.15	ENSMUST00000026551.14	Dpysl4	protein_coding	h-dna	1
ENSMUSG00000025478.15	ENSMUST00000026551.14	Dpysl4	protein_coding	z-dna	1
ENSMUSG00000025475.17	ENSMUST00000026548.13	Adgra1	protein_coding	z-dna	1
ENSMUSG00000024109.18	ENSMUST00000159778.7	Nrxn1	protein_coding	sidd	1
ENSMUSG00000024109.18	ENSMUST00000054059.14	Nrxn1	protein_coding	g4	1
ENSMUSG00000024107.7	ENSMUST00000024916.6	Lhcgr	protein_coding	g4	1
ENSMUSG00000022577.17	ENSMUST00000023241.11	Ly6h	protein_coding	z-dna	1
ENSMUSG00000022565.15	ENSMUST00000169108.7	Plec	protein_coding	g4	1
ENSMUSG00000022565.15	ENSMUST00000089610.9	Plec	protein_coding	z-dna	1
ENSMUSG00000022565.15	ENSMUST00000071869.11	Plec	protein_coding	g4	1
ENSMUSG00000022546.5	ENSMUST00000229140.1	Gpt	protein_coding	g4	1
ENSMUSG00000022546.5	ENSMUST00000229140.1	Gpt	protein_coding	z-dna	1
ENSMUSG00000022525.13	ENSMUST00000162747.7	Plaat1	protein_coding	z-dna	1
ENSMUSG00000022523.10	ENSMUST00000231717.1	Fgf12	protein_coding	h-dna	1
ENSMUSG00000022523.10	ENSMUST00000100024.2	Fgf12	protein_coding	h-dna	1
ENSMUSG00000022518.16	ENSMUST00000171105.8	4930562C15Rik	protein_coding	z-dna	1
ENSMUSG00000022512.3	ENSMUST00000023154.2	Cldn1	protein_coding	sidd	1
ENSMUSG00000022494.15	ENSMUST00000170672.8	Shisa9	protein_coding	z-dna	1
ENSMUSG00000022494.15	ENSMUST00000023138.7	Shisa9	protein_coding	g4	1
ENSMUSG00000022494.15	ENSMUST00000023138.7	Shisa9	protein_coding	z-dna	1
ENSMUSG00000022490.7	ENSMUST00000023133.7	Ppp1r1a	protein_coding	sidd	1
ENSMUSG00000022484.7	ENSMUST00000001699.7	Hoxc10	protein_coding	g4	1
ENSMUSG00000022468.12	ENSMUST00000100249.9	Endou	protein_coding	sidd	1
ENSMUSG00000022456.18	ENSMUST00000230365.1	Septin3	protein_coding	sidd	1
ENSMUSG00000022455.4	ENSMUST00000023089.4	Wbp2nl	protein_coding	z-dna	1
ENSMUSG00000022454.17	ENSMUST00000229933.1	Nell2	protein_coding	z-dna	1
ENSMUSG00000022568.17	ENSMUST00000002603.11	Scrib	protein_coding	g4	1
ENSMUSG00000022577.17	ENSMUST00000065417.14	Ly6h	protein_coding	g4	1
ENSMUSG00000022454.17	ENSMUST00000075275.2	Nell2	protein_coding	g4	1
ENSMUSG00000022602.14	ENSMUST00000110009.3	Arc	protein_coding	z-dna	1
ENSMUSG00000022790.14	ENSMUST00000023478.7	Igsf11	protein_coding	sidd	1
ENSMUSG00000022788.16	ENSMUST00000162671.7	Fgd4	protein_coding	z-dna	1
ENSMUSG00000022773.19	ENSMUST00000232574.1	Ypel1	protein_coding	g4	1
ENSMUSG00000022762.18	ENSMUST00000037785.13	Ncam2	protein_coding	z-dna	1
ENSMUSG00000022738.7	ENSMUST00000012279.5	Gsc2	protein_coding	g4	1
ENSMUSG00000022738.7	ENSMUST00000012279.5	Gsc2	protein_coding	z-dna	1
ENSMUSG00000022715.3	ENSMUST00000023400.3	Tmem114	protein_coding	sidd	1
ENSMUSG00000022687.12	ENSMUST00000114634.2	Boc	protein_coding	g4	1
ENSMUSG00000022687.12	ENSMUST00000114634.2	Boc	protein_coding	z-dna	1
ENSMUSG00000022679.13	ENSMUST00000143697.7	Mpv17l	protein_coding	g4	1
ENSMUSG00000022679.13	ENSMUST00000143697.7	Mpv17l	protein_coding	z-dna	1
ENSMUSG00000022656.15	ENSMUST00000096052.8	Nectin3	protein_coding	z-dna	1
ENSMUSG00000022629.17	ENSMUST00000109287.3	Kif21a	protein_coding	z-dna	1
ENSMUSG00000022623.17	ENSMUST00000109309.8	Shank3	protein_coding	z-dna	1
ENSMUSG00000022619.5	ENSMUST00000023291.5	Mapk8ip2	protein_coding	z-dna	1
ENSMUSG00000022610.10	ENSMUST00000088827.7	Mapk12	protein_coding	z-dna	1
ENSMUSG00000022607.18	ENSMUST00000226988.2	Ptk2	protein_coding	g4	1
ENSMUSG00000022607.18	ENSMUST00000226988.2	Ptk2	protein_coding	sidd	1
ENSMUSG00000022607.18	ENSMUST00000226988.2	Ptk2	protein_coding	z-dna	1
ENSMUSG00000022454.17	ENSMUST00000075275.2	Nell2	protein_coding	z-dna	1
ENSMUSG00000022449.14	ENSMUST00000035342.10	Adamts20	protein_coding	z-dna	1
ENSMUSG00000024105.3	ENSMUST00000024914.3	Themis3	protein_coding	g4	1
ENSMUSG00000022340.15	ENSMUST00000228057.1	Sybu	protein_coding	z-dna	1
ENSMUSG00000022330.5	ENSMUST00000022952.5	Osr2	protein_coding	g4	1
ENSMUSG00000022329.15	ENSMUST00000067033.7	Stk3	protein_coding	h-dna	1
ENSMUSG00000022304.13	ENSMUST00000022915.10	Dpys	protein_coding	z-dna	1
ENSMUSG00000022269.13	ENSMUST00000126304.1	Marchf11	protein_coding	g4	1
ENSMUSG00000022269.13	ENSMUST00000126304.1	Marchf11	protein_coding	z-dna	1
ENSMUSG00000022265.7	ENSMUST00000022875.6	Ank	protein_coding	g4	1
ENSMUSG00000022257.4	ENSMUST00000022867.4	Laptm4b	protein_coding	g4	1
ENSMUSG00000022257.4	ENSMUST00000022867.4	Laptm4b	protein_coding	z-dna	1
ENSMUSG00000022245.15	ENSMUST00000116613.8	Skor1	protein_coding	g4	1
ENSMUSG00000022245.15	ENSMUST00000116613.8	Skor1	protein_coding	z-dna	1
ENSMUSG00000022245.15	ENSMUST00000055281.7	Skor1	protein_coding	z-dna	1
ENSMUSG00000022231.10	ENSMUST00000067458.6	Sema5a	protein_coding	g4	1
ENSMUSG00000022231.10	ENSMUST00000067458.6	Sema5a	protein_coding	z-dna	1
ENSMUSG00000022229.3	ENSMUST00000007340.3	Atp12a	protein_coding	sidd	1
ENSMUSG00000022220.14	ENSMUST00000170223.8	Adcy4	protein_coding	g4	1
ENSMUSG00000022215.6	ENSMUST00000022826.6	Fitm1	protein_coding	g4	1
ENSMUSG00000022212.15	ENSMUST00000163767.7	Cpne6	protein_coding	z-dna	1
ENSMUSG00000022206.7	ENSMUST00000228603.1	Npr3	protein_coding	sidd	1
ENSMUSG00000022206.7	ENSMUST00000066529.4	Npr3	protein_coding	z-dna	1
ENSMUSG00000022332.8	ENSMUST00000230847.1	Khdrbs3	protein_coding	z-dna	1
ENSMUSG00000022342.6	ENSMUST00000022967.6	Kcnv1	protein_coding	z-dna	1
ENSMUSG00000022438.6	ENSMUST00000023072.6	Parvb	protein_coding	g4	1
ENSMUSG00000022371.16	ENSMUST00000023053.11	Col14a1	protein_coding	z-dna	1
ENSMUSG00000022438.6	ENSMUST00000023072.6	Parvb	protein_coding	h-dna	1
ENSMUSG00000022432.7	ENSMUST00000023068.7	Smc1b	protein_coding	g4	1
ENSMUSG00000022432.7	ENSMUST00000023068.7	Smc1b	protein_coding	h-dna	1
ENSMUSG00000022429.11	ENSMUST00000023065.7	Dmc1	protein_coding	g4	1
ENSMUSG00000022421.19	ENSMUST00000175858.8	Nptxr	protein_coding	z-dna	1
ENSMUSG00000022419.16	ENSMUST00000100660.10	Deptor	protein_coding	z-dna	1
ENSMUSG00000022416.15	ENSMUST00000160424.7	Cacna1i	protein_coding	g4	1
ENSMUSG00000022416.15	ENSMUST00000160424.7	Cacna1i	protein_coding	sidd	1
ENSMUSG00000022415.12	ENSMUST00000009728.12	Syngr1	protein_coding	z-dna	1
ENSMUSG00000022408.7	ENSMUST00000023044.6	Fam83f	protein_coding	g4	1
ENSMUSG00000022383.13	ENSMUST00000109423.7	Ppara	protein_coding	g4	1
ENSMUSG00000022383.13	ENSMUST00000109422.7	Ppara	protein_coding	g4	1
ENSMUSG00000022383.13	ENSMUST00000109422.7	Ppara	protein_coding	z-dna	1
ENSMUSG00000022382.15	ENSMUST00000229191.1	Wnt7b	protein_coding	sidd	1
ENSMUSG00000022382.15	ENSMUST00000167968.8	Wnt7b	protein_coding	g4	1
ENSMUSG00000022377.16	ENSMUST00000176384.7	Asap1	protein_coding	g4	1
ENSMUSG00000022377.16	ENSMUST00000176384.7	Asap1	protein_coding	z-dna	1
ENSMUSG00000022377.16	ENSMUST00000175799.7	Asap1	protein_coding	h-dna	1
ENSMUSG00000022376.8	ENSMUST00000228014.1	Adcy8	protein_coding	z-dna	1
ENSMUSG00000022791.19	ENSMUST00000115124.8	Tnk2	protein_coding	z-dna	1
ENSMUSG00000022793.17	ENSMUST00000023482.12	B4galt4	protein_coding	z-dna	1
ENSMUSG00000022836.11	ENSMUST00000023538.8	Mylk	protein_coding	g4	1
ENSMUSG00000023960.13	ENSMUST00000024756.4	Enpp5	protein_coding	g4	1
ENSMUSG00000023903.8	ENSMUST00000024696.8	Mmp25	protein_coding	z-dna	1
ENSMUSG00000023886.10	ENSMUST00000232923.1	Smoc2	protein_coding	sidd	1
ENSMUSG00000023883.13	ENSMUST00000024657.11	Phf10	protein_coding	z-dna	1
ENSMUSG00000023868.17	ENSMUST00000115715.7	Pde10a	protein_coding	z-dna	1
ENSMUSG00000023868.17	ENSMUST00000089085.9	Pde10a	protein_coding	g4	1
ENSMUSG00000023868.17	ENSMUST00000089085.9	Pde10a	protein_coding	h-dna	1
ENSMUSG00000023868.17	ENSMUST00000089085.9	Pde10a	protein_coding	z-dna	1
ENSMUSG00000023828.3	ENSMUST00000024595.3	Slc22a3	protein_coding	z-dna	1
ENSMUSG00000023805.17	ENSMUST00000115791.9	Synj2	protein_coding	z-dna	1
ENSMUSG00000023800.15	ENSMUST00000169838.8	Tiam2	protein_coding	g4	1
ENSMUSG00000023800.15	ENSMUST00000169838.8	Tiam2	protein_coding	z-dna	1
ENSMUSG00000023737.14	ENSMUST00000067136.6	1700082M22Rik	antisense	sidd	1
ENSMUSG00000023484.14	ENSMUST00000024249.4	Prph	protein_coding	z-dna	1
ENSMUSG00000023473.13	ENSMUST00000024238.10	Celsr3	protein_coding	g4	1
ENSMUSG00000023411.12	ENSMUST00000226357.1	Nfatc4	protein_coding	g4	1
ENSMUSG00000023411.12	ENSMUST00000226357.1	Nfatc4	protein_coding	z-dna	1
ENSMUSG00000023391.8	ENSMUST00000024159.7	Dlx2	protein_coding	g4	1
ENSMUSG00000023391.8	ENSMUST00000024159.7	Dlx2	protein_coding	z-dna	1
ENSMUSG00000023336.6	ENSMUST00000024107.6	Wfdc1	protein_coding	g4	1
ENSMUSG00000023959.10	ENSMUST00000024755.6	Clic5	protein_coding	g4	1
ENSMUSG00000023961.16	ENSMUST00000024757.13	Enpp4	protein_coding	z-dna	1
ENSMUSG00000022842.18	ENSMUST00000003898.11	Ece2	protein_coding	g4	1
ENSMUSG00000023964.15	ENSMUST00000171613.7	Calcr	protein_coding	g4	1
ENSMUSG00000024095.15	ENSMUST00000184635.7	Hnrnpll	protein_coding	z-dna	1
ENSMUSG00000024084.8	ENSMUST00000040789.5	Qpct	protein_coding	g4	1
ENSMUSG00000024084.8	ENSMUST00000040789.5	Qpct	protein_coding	h-dna	1
ENSMUSG00000024077.15	ENSMUST00000024881.13	Strn	protein_coding	sidd	1
ENSMUSG00000024074.8	ENSMUST00000112498.2	Crim1	protein_coding	h-dna	1
ENSMUSG00000024070.15	ENSMUST00000118768.7	Prkd3	protein_coding	h-dna	1
ENSMUSG00000024064.14	ENSMUST00000024858.11	Galnt14	protein_coding	g4	1
ENSMUSG00000024064.14	ENSMUST00000024858.11	Galnt14	protein_coding	h-dna	1
ENSMUSG00000024059.10	ENSMUST00000024854.8	Clip4	protein_coding	z-dna	1
ENSMUSG00000024044.19	ENSMUST00000238898.1	Epb41l3	protein_coding	g4	1
ENSMUSG00000024044.19	ENSMUST00000238898.1	Epb41l3	protein_coding	z-dna	1
ENSMUSG00000024044.19	ENSMUST00000232706.1	Epb41l3	protein_coding	sidd	1
ENSMUSG00000024044.19	ENSMUST00000112680.7	Epb41l3	protein_coding	h-dna	1
ENSMUSG00000024043.13	ENSMUST00000024840.11	Arhgap28	protein_coding	g4	1
ENSMUSG00000024043.13	ENSMUST00000024840.11	Arhgap28	protein_coding	z-dna	1
ENSMUSG00000024039.15	ENSMUST00000078509.11	Cbs	protein_coding	z-dna	1
ENSMUSG00000024008.16	ENSMUST00000024805.14	Cpne5	protein_coding	z-dna	1
ENSMUSG00000023999.14	ENSMUST00000162854.1	Kif6	protein_coding	g4	1
ENSMUSG00000023999.14	ENSMUST00000162854.1	Kif6	protein_coding	z-dna	1
ENSMUSG00000023232.17	ENSMUST00000122374.7	Serinc2	protein_coding	g4	1
ENSMUSG00000023192.12	ENSMUST00000023959.12	Grm2	protein_coding	g4	1
ENSMUSG00000023191.9	ENSMUST00000023958.9	P3h3	protein_coding	g4	1
ENSMUSG00000023191.9	ENSMUST00000023958.9	P3h3	protein_coding	z-dna	1
ENSMUSG00000022995.16	ENSMUST00000111024.9	Enah	protein_coding	g4	1
ENSMUSG00000022987.12	ENSMUST00000169721.2	Zfp641	protein_coding	g4	1
ENSMUSG00000022987.12	ENSMUST00000169721.2	Zfp641	protein_coding	h-dna	1
ENSMUSG00000022987.12	ENSMUST00000023722.11	Zfp641	protein_coding	z-dna	1
ENSMUSG00000022951.16	ENSMUST00000232239.1	Rcan1	protein_coding	g4	1
ENSMUSG00000022940.17	ENSMUST00000113914.7	Pigp	protein_coding	z-dna	1
ENSMUSG00000022935.16	ENSMUST00000228034.1	Grik1	protein_coding	g4	1
ENSMUSG00000022935.16	ENSMUST00000227986.1	Grik1	protein_coding	z-dna	1
ENSMUSG00000022935.16	ENSMUST00000211444.1	Grik1	protein_coding	h-dna	1
ENSMUSG00000022894.6	ENSMUST00000023611.6	Adamts5	protein_coding	g4	1
ENSMUSG00000022865.14	ENSMUST00000231356.1	Cxadr	protein_coding	h-dna	1
ENSMUSG00000022865.14	ENSMUST00000231356.1	Cxadr	protein_coding	sidd	1
ENSMUSG00000022865.14	ENSMUST00000023572.14	Cxadr	protein_coding	g4	1
ENSMUSG00000022844.8	ENSMUST00000023550.8	Pdia5	protein_coding	g4	1
ENSMUSG00000022843.17	ENSMUST00000120099.7	Clcn2	protein_coding	g4	1
ENSMUSG00000022843.17	ENSMUST00000120099.7	Clcn2	protein_coding	z-dna	1
ENSMUSG00000022843.17	ENSMUST00000007207.14	Clcn2	protein_coding	z-dna	1
ENSMUSG00000022842.18	ENSMUST00000003898.11	Ece2	protein_coding	h-dna	1
ENSMUSG00000022842.18	ENSMUST00000003898.11	Ece2	protein_coding	z-dna	1
ENSMUSG00000022995.16	ENSMUST00000111025.7	Enah	protein_coding	z-dna	1
ENSMUSG00000022995.16	ENSMUST00000193703.5	Enah	protein_coding	z-dna	1
ENSMUSG00000022997.9	ENSMUST00000023734.7	Wnt1	protein_coding	sidd	1
ENSMUSG00000023033.14	ENSMUST00000108909.8	Scn8a	protein_coding	g4	1
ENSMUSG00000023122.6	ENSMUST00000023886.6	Sult1c2	protein_coding	sidd	1
ENSMUSG00000023092.16	ENSMUST00000023854.9	Fhl1	protein_coding	g4	1
ENSMUSG00000023092.16	ENSMUST00000023854.9	Fhl1	protein_coding	h-dna	1
ENSMUSG00000023092.16	ENSMUST00000023854.9	Fhl1	protein_coding	z-dna	1
ENSMUSG00000023079.14	ENSMUST00000111244.4	Gtf2ird1	protein_coding	z-dna	1
ENSMUSG00000023064.4	ENSMUST00000023826.4	Sncg	protein_coding	g4	1
ENSMUSG00000023064.4	ENSMUST00000023826.4	Sncg	protein_coding	sidd	1
ENSMUSG00000023033.14	ENSMUST00000108910.9	Scn8a	protein_coding	g4	1
ENSMUSG00000023033.14	ENSMUST00000108909.8	Scn8a	protein_coding	z-dna	1
ENSMUSG00000022997.9	ENSMUST00000023734.7	Wnt1	protein_coding	z-dna	1
ENSMUSG00000023033.14	ENSMUST00000108908.5	Scn8a	protein_coding	g4	1
ENSMUSG00000023033.14	ENSMUST00000082209.12	Scn8a	protein_coding	g4	1
ENSMUSG00000023033.14	ENSMUST00000082209.12	Scn8a	protein_coding	z-dna	1
ENSMUSG00000023017.10	ENSMUST00000023758.8	Asic1	protein_coding	g4	1
ENSMUSG00000023013.5	ENSMUST00000023752.5	Aqp2	protein_coding	h-dna	1
ENSMUSG00000023009.14	ENSMUST00000023747.13	Nckap5l	protein_coding	g4	1
ENSMUSG00000023009.14	ENSMUST00000023747.13	Nckap5l	protein_coding	z-dna	1
ENSMUSG00000023000.5	ENSMUST00000023737.5	Dhh	protein_coding	g4	1
ENSMUSG00000026141.13	ENSMUST00000051344.5	Col19a1	protein_coding	z-dna	1
ENSMUSG00000026156.8	ENSMUST00000063663.5	B3gat2	protein_coding	g4	1
ENSMUSG00000026167.14	ENSMUST00000006718.14	Wnt10a	protein_coding	z-dna	1
ENSMUSG00000028412.17	ENSMUST00000107647.7	Slc44a1	protein_coding	g4	1
ENSMUSG00000028402.18	ENSMUST00000107262.7	Mpdz	protein_coding	z-dna	1
ENSMUSG00000028399.18	ENSMUST00000107289.8	Ptprd	protein_coding	z-dna	1
ENSMUSG00000028373.16	ENSMUST00000084496.2	Astn2	protein_coding	g4	1
ENSMUSG00000028373.16	ENSMUST00000084496.2	Astn2	protein_coding	h-dna	1
ENSMUSG00000028373.16	ENSMUST00000084496.2	Astn2	protein_coding	z-dna	1
ENSMUSG00000028369.15	ENSMUST00000042850.8	Svep1	protein_coding	z-dna	1
ENSMUSG00000028360.10	ENSMUST00000089948.5	Slc44a5	protein_coding	g4	1
ENSMUSG00000028360.10	ENSMUST00000089948.5	Slc44a5	protein_coding	z-dna	1
ENSMUSG00000028354.13	ENSMUST00000030039.12	Fmn2	protein_coding	z-dna	1
ENSMUSG00000028351.5	ENSMUST00000030036.5	Brinp1	protein_coding	g4	1
ENSMUSG00000028347.14	ENSMUST00000123476.7	Tmeff1	protein_coding	g4	1
ENSMUSG00000028347.14	ENSMUST00000123476.7	Tmeff1	protein_coding	z-dna	1
ENSMUSG00000028289.12	ENSMUST00000108191.1	Epha7	protein_coding	z-dna	1
ENSMUSG00000028278.14	ENSMUST00000098190.9	Rragd	protein_coding	g4	1
ENSMUSG00000028278.14	ENSMUST00000084747.5	Rragd	protein_coding	sidd	1
ENSMUSG00000028278.14	ENSMUST00000029946.13	Rragd	protein_coding	z-dna	1
ENSMUSG00000028264.16	ENSMUST00000084734.10	Spaca1	protein_coding	z-dna	1
ENSMUSG00000028264.16	ENSMUST00000029927.5	Spaca1	protein_coding	g4	1
ENSMUSG00000028246.13	ENSMUST00000029908.7	Faxc	protein_coding	g4	1
ENSMUSG00000028402.18	ENSMUST00000220807.1	Mpdz	protein_coding	g4	1
ENSMUSG00000028417.3	ENSMUST00000030124.3	Tal2	protein_coding	g4	1
ENSMUSG00000028207.18	ENSMUST00000078139.12	Asph	protein_coding	sidd	1
ENSMUSG00000028434.12	ENSMUST00000030142.3	Epb41l4b	protein_coding	g4	1
ENSMUSG00000028556.15	ENSMUST00000127417.2	Dock7	protein_coding	g4	1
ENSMUSG00000028546.17	ENSMUST00000106603.8	Elavl4	protein_coding	g4	1
ENSMUSG00000028542.17	ENSMUST00000163288.1	Slc6a9	protein_coding	z-dna	1
ENSMUSG00000028539.14	ENSMUST00000097913.8	Artn	protein_coding	g4	1
ENSMUSG00000028528.17	ENSMUST00000106933.1	Dnajc6	protein_coding	h-dna	1
ENSMUSG00000028528.17	ENSMUST00000094953.10	Dnajc6	protein_coding	g4	1
ENSMUSG00000028525.16	ENSMUST00000106911.7	Pde4b	protein_coding	g4	1
ENSMUSG00000028523.14	ENSMUST00000223169.1	Tctex1d1	protein_coding	h-dna	1
ENSMUSG00000028519.16	ENSMUST00000106830.8	Dab1	protein_coding	g4	1
ENSMUSG00000028518.8	ENSMUST00000030243.7	Prkaa2	protein_coding	g4	1
ENSMUSG00000028488.15	ENSMUST00000107184.7	Sh3gl2	protein_coding	g4	1
ENSMUSG00000028487.18	ENSMUST00000176691.7	Bnc2	protein_coding	g4	1
